"","Row.names","baseMean","log2FoldChange","lfcSE","pvalue","padj","D00_1","D00_2","D00_3","D00_4","D00_5","D00_6","D00_7","D00_8","D00_9","D05_1","D05_2","D05_3","D05_4","D05_5","D05_6","D05_7","D05_8","D05_9","D09_1","D09_2","D09_3","D09_4","D09_5","D09_6","D09_7","D09_8","D09_9","D16_1","D16_2","D16_3","D16_4","D16_5","D16_6","D16_7","D16_8","D16_9","D26_1","D26_2","D26_3","D26_4","D26_5","D26_6","D26_7","D26_8","D26_9","D36_1","D36_2","D36_3","D36_4","D36_5","D36_6","D36_7","D36_8","D36_9"
"115","RNU2-1:snRNA",4003.28506775744,0.455039862511066,0.518791748919532,1.06062603893021e-13,2.70376175110891e-13,1543.32638996191,1981.60283040825,3618.43718251434,3141.6641959168,2918.09552714094,3315.35731660459,2041.91709612437,4090.15713419687,3578.14322651748,4346.08559475634,5169.47434340787,4312.76568740267,7462.82598746192,8317.08266546647,7858.60501818317,4500.42700749381,1419.41366563696,1724.50381981832,6066.80055914408,4272.61250463633,3879.30813619737,1494.79466577709,1949.09174943992,1621.47697920139,1031.22777012402,2854.6367911932,3395.17689725389,5192.76237935541,6833.12545250917,5625.52038817666,1815.55780506092,1020.16014593213,1890.36690358594,4513.69880159694,4801.38408646212,6651.68579837477,3738.76799376267,3800.57608314709,7949.4308407169,2872.94886170377,2293.98295011451,3125.93655331805,5524.30638024241,3607.81199710961,8432.06944413419,4165.82414130908,4449.24596991383,3149.74534494484,2953.72649915343,5086.79879757058,3039.05090165547,3619.48968932029,6130.43547897997,5987.97322877062
"116","U2.10:snRNA",4003.28506775744,0.455039862511066,0.518791748919532,1.06062603893021e-13,2.70376175110891e-13,1543.32638996191,1981.60283040825,3618.43718251434,3141.6641959168,2918.09552714094,3315.35731660459,2041.91709612437,4090.15713419687,3578.14322651748,4346.08559475634,5169.47434340787,4312.76568740267,7462.82598746192,8317.08266546647,7858.60501818317,4500.42700749381,1419.41366563696,1724.50381981832,6066.80055914408,4272.61250463633,3879.30813619737,1494.79466577709,1949.09174943992,1621.47697920139,1031.22777012402,2854.6367911932,3395.17689725389,5192.76237935541,6833.12545250917,5625.52038817666,1815.55780506092,1020.16014593213,1890.36690358594,4513.69880159694,4801.38408646212,6651.68579837477,3738.76799376267,3800.57608314709,7949.4308407169,2872.94886170377,2293.98295011451,3125.93655331805,5524.30638024241,3607.81199710961,8432.06944413419,4165.82414130908,4449.24596991383,3149.74534494484,2953.72649915343,5086.79879757058,3039.05090165547,3619.48968932029,6130.43547897997,5987.97322877062
"117","U2.11:snRNA",4003.28506775744,0.455039862511066,0.518791748919532,1.06062603893021e-13,2.70376175110891e-13,1543.32638996191,1981.60283040825,3618.43718251434,3141.6641959168,2918.09552714094,3315.35731660459,2041.91709612437,4090.15713419687,3578.14322651748,4346.08559475634,5169.47434340787,4312.76568740267,7462.82598746192,8317.08266546647,7858.60501818317,4500.42700749381,1419.41366563696,1724.50381981832,6066.80055914408,4272.61250463633,3879.30813619737,1494.79466577709,1949.09174943992,1621.47697920139,1031.22777012402,2854.6367911932,3395.17689725389,5192.76237935541,6833.12545250917,5625.52038817666,1815.55780506092,1020.16014593213,1890.36690358594,4513.69880159694,4801.38408646212,6651.68579837477,3738.76799376267,3800.57608314709,7949.4308407169,2872.94886170377,2293.98295011451,3125.93655331805,5524.30638024241,3607.81199710961,8432.06944413419,4165.82414130908,4449.24596991383,3149.74534494484,2953.72649915343,5086.79879757058,3039.05090165547,3619.48968932029,6130.43547897997,5987.97322877062
"118","U2.12:snRNA",4003.28506775744,0.455039862511066,0.518791748919532,1.06062603893021e-13,2.70376175110891e-13,1543.32638996191,1981.60283040825,3618.43718251434,3141.6641959168,2918.09552714094,3315.35731660459,2041.91709612437,4090.15713419687,3578.14322651748,4346.08559475634,5169.47434340787,4312.76568740267,7462.82598746192,8317.08266546647,7858.60501818317,4500.42700749381,1419.41366563696,1724.50381981832,6066.80055914408,4272.61250463633,3879.30813619737,1494.79466577709,1949.09174943992,1621.47697920139,1031.22777012402,2854.6367911932,3395.17689725389,5192.76237935541,6833.12545250917,5625.52038817666,1815.55780506092,1020.16014593213,1890.36690358594,4513.69880159694,4801.38408646212,6651.68579837477,3738.76799376267,3800.57608314709,7949.4308407169,2872.94886170377,2293.98295011451,3125.93655331805,5524.30638024241,3607.81199710961,8432.06944413419,4165.82414130908,4449.24596991383,3149.74534494484,2953.72649915343,5086.79879757058,3039.05090165547,3619.48968932029,6130.43547897997,5987.97322877062
"119","U2.15:snRNA",4003.28506775744,0.455039862511066,0.518791748919532,1.06062603893021e-13,2.70376175110891e-13,1543.32638996191,1981.60283040825,3618.43718251434,3141.6641959168,2918.09552714094,3315.35731660459,2041.91709612437,4090.15713419687,3578.14322651748,4346.08559475634,5169.47434340787,4312.76568740267,7462.82598746192,8317.08266546647,7858.60501818317,4500.42700749381,1419.41366563696,1724.50381981832,6066.80055914408,4272.61250463633,3879.30813619737,1494.79466577709,1949.09174943992,1621.47697920139,1031.22777012402,2854.6367911932,3395.17689725389,5192.76237935541,6833.12545250917,5625.52038817666,1815.55780506092,1020.16014593213,1890.36690358594,4513.69880159694,4801.38408646212,6651.68579837477,3738.76799376267,3800.57608314709,7949.4308407169,2872.94886170377,2293.98295011451,3125.93655331805,5524.30638024241,3607.81199710961,8432.06944413419,4165.82414130908,4449.24596991383,3149.74534494484,2953.72649915343,5086.79879757058,3039.05090165547,3619.48968932029,6130.43547897997,5987.97322877062
"120","U2.16:snRNA",4003.28506775744,0.455039862511066,0.518791748919532,1.06062603893021e-13,2.70376175110891e-13,1543.32638996191,1981.60283040825,3618.43718251434,3141.6641959168,2918.09552714094,3315.35731660459,2041.91709612437,4090.15713419687,3578.14322651748,4346.08559475634,5169.47434340787,4312.76568740267,7462.82598746192,8317.08266546647,7858.60501818317,4500.42700749381,1419.41366563696,1724.50381981832,6066.80055914408,4272.61250463633,3879.30813619737,1494.79466577709,1949.09174943992,1621.47697920139,1031.22777012402,2854.6367911932,3395.17689725389,5192.76237935541,6833.12545250917,5625.52038817666,1815.55780506092,1020.16014593213,1890.36690358594,4513.69880159694,4801.38408646212,6651.68579837477,3738.76799376267,3800.57608314709,7949.4308407169,2872.94886170377,2293.98295011451,3125.93655331805,5524.30638024241,3607.81199710961,8432.06944413419,4165.82414130908,4449.24596991383,3149.74534494484,2953.72649915343,5086.79879757058,3039.05090165547,3619.48968932029,6130.43547897997,5987.97322877062
"121","U2.19:snRNA",4003.28506775744,0.455039862511066,0.518791748919532,1.06062603893021e-13,2.70376175110891e-13,1543.32638996191,1981.60283040825,3618.43718251434,3141.6641959168,2918.09552714094,3315.35731660459,2041.91709612437,4090.15713419687,3578.14322651748,4346.08559475634,5169.47434340787,4312.76568740267,7462.82598746192,8317.08266546647,7858.60501818317,4500.42700749381,1419.41366563696,1724.50381981832,6066.80055914408,4272.61250463633,3879.30813619737,1494.79466577709,1949.09174943992,1621.47697920139,1031.22777012402,2854.6367911932,3395.17689725389,5192.76237935541,6833.12545250917,5625.52038817666,1815.55780506092,1020.16014593213,1890.36690358594,4513.69880159694,4801.38408646212,6651.68579837477,3738.76799376267,3800.57608314709,7949.4308407169,2872.94886170377,2293.98295011451,3125.93655331805,5524.30638024241,3607.81199710961,8432.06944413419,4165.82414130908,4449.24596991383,3149.74534494484,2953.72649915343,5086.79879757058,3039.05090165547,3619.48968932029,6130.43547897997,5987.97322877062
"122","U2.2:snRNA",4003.28506775744,0.455039862511066,0.518791748919532,1.06062603893021e-13,2.70376175110891e-13,1543.32638996191,1981.60283040825,3618.43718251434,3141.6641959168,2918.09552714094,3315.35731660459,2041.91709612437,4090.15713419687,3578.14322651748,4346.08559475634,5169.47434340787,4312.76568740267,7462.82598746192,8317.08266546647,7858.60501818317,4500.42700749381,1419.41366563696,1724.50381981832,6066.80055914408,4272.61250463633,3879.30813619737,1494.79466577709,1949.09174943992,1621.47697920139,1031.22777012402,2854.6367911932,3395.17689725389,5192.76237935541,6833.12545250917,5625.52038817666,1815.55780506092,1020.16014593213,1890.36690358594,4513.69880159694,4801.38408646212,6651.68579837477,3738.76799376267,3800.57608314709,7949.4308407169,2872.94886170377,2293.98295011451,3125.93655331805,5524.30638024241,3607.81199710961,8432.06944413419,4165.82414130908,4449.24596991383,3149.74534494484,2953.72649915343,5086.79879757058,3039.05090165547,3619.48968932029,6130.43547897997,5987.97322877062
"123","U2.3:snRNA",4003.28506775744,0.455039862511066,0.518791748919532,1.06062603893021e-13,2.70376175110891e-13,1543.32638996191,1981.60283040825,3618.43718251434,3141.6641959168,2918.09552714094,3315.35731660459,2041.91709612437,4090.15713419687,3578.14322651748,4346.08559475634,5169.47434340787,4312.76568740267,7462.82598746192,8317.08266546647,7858.60501818317,4500.42700749381,1419.41366563696,1724.50381981832,6066.80055914408,4272.61250463633,3879.30813619737,1494.79466577709,1949.09174943992,1621.47697920139,1031.22777012402,2854.6367911932,3395.17689725389,5192.76237935541,6833.12545250917,5625.52038817666,1815.55780506092,1020.16014593213,1890.36690358594,4513.69880159694,4801.38408646212,6651.68579837477,3738.76799376267,3800.57608314709,7949.4308407169,2872.94886170377,2293.98295011451,3125.93655331805,5524.30638024241,3607.81199710961,8432.06944413419,4165.82414130908,4449.24596991383,3149.74534494484,2953.72649915343,5086.79879757058,3039.05090165547,3619.48968932029,6130.43547897997,5987.97322877062
"124","U2.5:snRNA",4003.28506775744,0.455039862511066,0.518791748919532,1.06062603893021e-13,2.70376175110891e-13,1543.32638996191,1981.60283040825,3618.43718251434,3141.6641959168,2918.09552714094,3315.35731660459,2041.91709612437,4090.15713419687,3578.14322651748,4346.08559475634,5169.47434340787,4312.76568740267,7462.82598746192,8317.08266546647,7858.60501818317,4500.42700749381,1419.41366563696,1724.50381981832,6066.80055914408,4272.61250463633,3879.30813619737,1494.79466577709,1949.09174943992,1621.47697920139,1031.22777012402,2854.6367911932,3395.17689725389,5192.76237935541,6833.12545250917,5625.52038817666,1815.55780506092,1020.16014593213,1890.36690358594,4513.69880159694,4801.38408646212,6651.68579837477,3738.76799376267,3800.57608314709,7949.4308407169,2872.94886170377,2293.98295011451,3125.93655331805,5524.30638024241,3607.81199710961,8432.06944413419,4165.82414130908,4449.24596991383,3149.74534494484,2953.72649915343,5086.79879757058,3039.05090165547,3619.48968932029,6130.43547897997,5987.97322877062
"125","U2.9:snRNA",4003.28506775744,0.455039862511066,0.518791748919532,1.06062603893021e-13,2.70376175110891e-13,1543.32638996191,1981.60283040825,3618.43718251434,3141.6641959168,2918.09552714094,3315.35731660459,2041.91709612437,4090.15713419687,3578.14322651748,4346.08559475634,5169.47434340787,4312.76568740267,7462.82598746192,8317.08266546647,7858.60501818317,4500.42700749381,1419.41366563696,1724.50381981832,6066.80055914408,4272.61250463633,3879.30813619737,1494.79466577709,1949.09174943992,1621.47697920139,1031.22777012402,2854.6367911932,3395.17689725389,5192.76237935541,6833.12545250917,5625.52038817666,1815.55780506092,1020.16014593213,1890.36690358594,4513.69880159694,4801.38408646212,6651.68579837477,3738.76799376267,3800.57608314709,7949.4308407169,2872.94886170377,2293.98295011451,3125.93655331805,5524.30638024241,3607.81199710961,8432.06944413419,4165.82414130908,4449.24596991383,3149.74534494484,2953.72649915343,5086.79879757058,3039.05090165547,3619.48968932029,6130.43547897997,5987.97322877062
"127","U2.20:snRNA",3995.61535995314,0.45487438439255,0.520626644245932,1.04200764446662e-13,2.66443613519126e-13,1533.44910106616,1969.25935326628,3600.47076154853,3137.15516944257,2912.06224900074,3308.35698443271,2034.22230747847,4084.96187019045,3571.91555507314,4337.14711889875,5161.35421877656,4305.03151894286,7454.57825198121,8307.74578833173,7849.74953925089,4494.17144969944,1411.37691578797,1717.74326907092,6055.53279661977,4262.60268495839,3867.80821089244,1483.20711022843,1936.77799290013,1610.25013562631,1009.73068601353,2840.70688004761,3380.36927215683,5183.4862764984,6824.98108367424,5619.38186242183,1803.26679477521,1009.43572915492,1881.46407672447,4507.16194598276,4796.01716279414,6642.05125926936,3736.52181293133,3798.27186580554,7946.36452216696,2866.85435839086,2286.7917809919,3124.40046655967,5520.54066355512,3604.82688044809,8424.42477555384,4162.63377244727,4446.36806178322,3146.9355810332,2951.14155764308,5083.45441966291,3036.39438862955,3614.9041871801,6125.15744585127,5982.25951385767
"128","U2.6:snRNA",4338.02291505389,0.417610290675265,0.548821248444501,6.689408996252e-07,1.24559825716072e-06,1533.44910106616,1972.10784799135,3591.48755106562,3112.35552383433,2880.89031194307,3336.35831312025,2089.48488048081,4116.13345422896,3604.43783928245,4381.83949818669,5203.98487309094,4344.66913229939,8540.53009027462,8996.59983471688,8446.8618329699,5435.18607219567,1565.31158597247,1814.64449645045,6082.81264273126,4301.58829844089,3902.30798680724,2030.7191099026,3150.5625661073,2671.98877086995,1740.63154577035,3044.68057896522,3625.04764876059,5244.70855535468,6873.84729668384,5664.98233945771,4991.90603461141,1355.96844626853,5612.73773466594,4597.86081762962,4871.82495960429,6757.66572853428,3780.32233914243,3839.74777795338,8161.00682066269,3464.11568305562,2781.95514057774,3262.64827481452,5590.83404171772,3688.41014697057,8490.67856991694,4247.9761395007,4511.60064607691,3238.2529081614,3018.35003691203,5329.45199464952,3172.76205729357,3718.84223569099,6220.1620421678,6247.9472573098
"135","RNU12:snRNA",2837.31614850252,0.88947099861019,0.394470030055182,2.43969743565586e-17,7.12859358420501e-17,1392.69773430163,1743.27877174392,3158.49680578958,2399.92934090666,3174.50984809922,2097.29951869666,2199.31050024495,2211.69810559003,3317.96495284303,3934.91570530727,3620.56056998545,2997.95704923463,3341.70749226744,4746.24587682539,5147.56339648862,2563.88504457898,1799.61375464686,1803.37691187143,3454.45877390169,3357.5042530268,3328.58949103892,3789.13066441169,3535.80723499479,3568.53242208022,2871.7575302902,3101.39521720084,2475.69389122708,3912.66018508773,4124.54107426273,3414.77418418705,4287.80673110132,3401.6509465214,4638.37279482704,3347.68718141613,3738.06233474457,4061.92168684068,1057.38962635252,977.448996284101,2298.20575317929,3397.07614661366,3053.16494748784,1684.31913057162,3343.95641830624,2228.09107615639,4000.70989038703,1371.06101836307,1619.30297481987,1205.38871809218,969.353066379114,1528.00910626125,1312.31743480577,2836.89732406185,2145.52046681477,2125.50194761705
"139","RNU2-61P:snRNA",3817.42370729926,0.416618937519359,0.532324409537018,1.95630369237917e-18,5.94672483745064e-18,1354.42323983057,1765.1172313028,3374.09385737931,2947.77605752509,2697.88087502382,3137.54887943872,1895.71611185236,3985.50967349613,3431.44696582869,4210.02212892416,5022.29708446537,4147.44783657419,7022.94676182409,7896.92319440324,7439.86737152852,4176.03165329996,1306.89916775111,1628.72935089669,5938.70389044661,4160.39715772048,3775.80880845297,1102.74903638077,1270.07603167475,1005.60441736822,762.51421874284,2699.41778128517,3244.28014626483,5052.69322621453,6698.1616261017,5496.61134732522,1085.12062236717,878.061623634095,1203.86003226797,4379.69326150609,4698.74167131209,6509.09461961471,3693.8443771359,3757.25679712601,7855.90812494376,2751.05879544565,2170.70576515538,3078.31786380805,5464.0549132459,3561.84120052224,8327.59230686931,4122.75416167464,4401.28083440376,3111.11109115983,2916.67567083849,5026.97159277777,3001.85971929255,3558.34966078447,6053.90399861388,5885.12636033753
"142","RNU2-48P:snRNA",3785.77349223729,0.41836513790472,0.533363791164177,6.32553449342897e-19,1.94902613068402e-18,1326.02603425527,1722.38981042672,3293.24496303316,2872.24986408181,2623.47044462809,3064.74542485112,1844.65069629324,3881.60439336774,3338.72385765748,4180.22720939886,4996.92169499253,4132.94627071204,6992.70506506149,7872.02485537727,7415.8310715695,4169.77609550559,1301.3352640095,1623.65893783614,5798.15337895911,4059.24529571183,3697.22598553593,1064.12385121857,1233.1347620554,979.943060625174,735.958997194582,2621.80827633116,3171.65227078879,5038.77907192901,6593.4483125097,5418.56437701381,1078.09718791819,855.942514031099,1185.06517556042,4355.18005295288,4700.08340222909,6534.14442128877,3675.87493048519,3751.26583203799,7843.64285074401,2743.74539147017,2176.86962440334,3073.70960353289,5454.01300207981,3555.27394386691,8314.85119256872,4123.55175389009,4403.19943982416,3110.40865018192,2916.67567083849,5024.74200750598,3000.0887106086,3559.87816149787,6048.62596548519,5882.26950288106
"143","RNU2-2P:snRNA",4554.18241485555,0.943780193834668,0.522314696819008,5.87754124212802e-09,1.21491576303949e-08,1323.55671203134,1569.52059351454,2601.53775584944,3403.18773142189,3266.01456655884,3663.97385876445,2449.04136811628,4579.25413137265,3890.21876222805,3737.27607245615,4206.2245590187,3927.99080652702,11427.2375085229,12504.1533450003,11476.7006962263,8738.12058762401,2335.6031484218,2718.86815891644,4983.31623641131,3542.94933337599,3472.97744208974,3812.30577550901,5171.7777467088,4490.73743003353,3079.1411652385,3739.18614893833,4404.21077886766,3535.12279880734,4635.30934833927,4304.86041863745,5901.44079575412,2322.50650831461,6550.50216407435,5791.65407417074,5864.70583817966,9095.00491550664,2652.17801660275,2846.63010374677,6269.08827535032,5179.1089153073,4269.4998390846,2662.8063956643,5019.70034414664,3267.50869769665,7649.76502607762,3604.31922163043,4289.0424173102,2967.81313166636,2107.58897810072,3313.90690895861,2072.08016021964,3428.42710014587,5676.52462991215,6133.67295905082
