,cluster,Row.names,log10p,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,1,SNORD66,123.96875189101505,-1.5779691333331805,-1.0666611468554827,-0.7367099826008036,-1.3899739896500043,-1.6267325312209533,-1.381179148992619,-1.7036439282689984,-1.6119136635174758,-1.5457849600045477,-0.7699656153395201,-0.676331838020453,-0.6162334490270204,-0.56762290449558,-0.5279903525345511,-0.6620082283961058,-0.619886361268844,-0.810252708528608,-0.7721065287736518,-0.23151961870265975,-0.23039174332814868,-0.2974531997041157,-1.038679085899558,-0.9045647918513127,-0.966975960532481,-0.6754264662944734,-0.04323518462374107,0.01852545092163836,0.7476603974607995,0.7689721226616328,0.5923768645491754,0.2898372827711721,-0.08697682888669107,0.2589336396484881,0.4957229808355385,0.5209200352674326,1.0785029208320798,0.27726976211055304,0.3520748999231248,1.2211154713867063,0.6042574829266247,0.4636624004719567,0.4380740302719804,1.28166190294252,0.7707471044242828,1.8552086272828003,0.7753785869202706,0.8956053150561819,0.5877960395658024,0.7958203212351381,1.3163463026593063,0.9179655585083091,1.6205621058481419,2.0532811736172967,2.1399105705528383
1,1,SNORD67,117.04206775373277,-1.9026741266896814,-1.9114511236344656,-1.7057814853404065,-1.4318963226902088,-1.6841744697352967,-1.2090917891719775,-1.502175978979158,-1.0765383571817024,-1.3198318219427736,-1.0841102862975776,-1.147047349121295,-0.6594928863623553,-0.7115928846124551,-0.6663656856244741,-0.7734752523511714,-1.158390032358371,-1.3899995863160728,-1.2641282854872358,0.5406138473406719,0.4241576408080148,0.4559397752451005,-0.2762254368964974,0.07958497775365403,-0.5896935595222242,0.055413513074864515,-0.010103448469297869,0.37827685498108327,0.9619421337817342,0.9437050920227327,0.830209267449286,0.25664721409012736,0.3033276737917822,0.5120202231412652,0.7394138657305831,0.8995123905672909,0.702605058856058,1.5681968426635662,1.3336248543120057,1.295086049830031,0.5391051249484166,0.27247227371048083,0.7985740075434092,1.625518962616282,0.9921787726427761,1.4828055487243872,0.6420198280924153,0.47761312685017443,0.6914764304334121,0.8300870258365564,-0.03753814516805994,0.28682749788274586,0.810934641077274,0.7282063688625925,1.0536814292921373
2,1,U3.21,76.51067226216466,-1.575038939055524,-1.2002848891510682,-0.9830259033892532,-1.510983793550015,-1.7495780933927076,-1.4605426946133964,-0.9228104699486747,-0.6610205224188854,-0.6592663234830672,-0.8453753227148727,-0.8618463001776373,-0.8645353169694068,-1.0776389537106874,-1.1115167518381464,-1.0250817600171798,-0.7429928209326551,-1.116188240884818,-1.011216230114079,-0.5131471503173963,-0.6104491648661294,-0.7418951223739013,-0.0694537222594697,-0.1515390102233631,0.09792968815662481,-0.4319101412689363,0.1869969615869363,0.09781309412123167,0.3453517711850034,0.438880172140516,0.22056562940742602,0.7866593820645033,0.18034434100969643,0.5981563649734257,0.9763116487950723,0.5975836055728866,1.358615506856399,-0.5622961287504403,-0.3091809317629793,0.5911243523609032,0.7617209569931888,0.8333342794529199,0.16285636348910884,1.0881199889063193,0.6478472399247563,1.8936489547824702,0.2741872241900258,0.792997552691873,0.09284111070709698,0.9474781754305935,1.5053728254655263,1.0104864357729115,1.794442597844681,2.346963764876317,2.1401847094263884
3,2,SNORD115-32,182.11830348673058,-0.8427857949728664,-1.087807835232659,-1.5003030421522712,-1.051476223428707,-0.6705764454415428,-0.801844705861445,-0.5904139391290675,-0.9866925244011469,-0.7276528838745184,-1.5003030421522712,-1.0740328387002223,-0.5958759989819286,-1.5003030421522712,-1.5003030421522712,-1.0253416321337703,-0.9380218262654773,-0.7680257995458477,-0.6782567010875381,-0.9392752458611582,-0.8912356581540882,-1.16110906105212,-0.37878162083282,-0.21208289317501822,-0.35977171096433314,-0.4308343471155753,-0.14122938503690696,-0.3767345140373098,0.44274169637309563,0.4211272674487705,-0.006599494894735776,1.089753820295765,1.0904020029311565,1.3402957129723543,0.05173674669649095,-0.1025314275324574,-0.26266964275533916,0.43973071572394495,0.46149684542201647,0.562410037945011,2.182490566873237,2.1024459551714356,1.7895890728821287,0.37911656926141024,0.45544348387062605,0.19828845467136458,0.9633034954867928,1.303755978231764,0.8592550346652185,1.4984006546638589,1.6207159631136745,1.6330203355093196,0.8549728083643764,0.37994487265189564,0.9824342278518937
4,2,SNORD71,175.55028429624335,-1.301898220357831,-0.9569711574632633,-0.7112022089882902,-1.136586629099104,-1.3337389880993697,-1.2844797725804138,-1.071394350462453,-1.1675716234217202,-0.8721158899990898,-0.9062424869309402,-0.9403497594153672,-0.889687879108526,-0.8078740733792623,-0.8085124734216564,-0.6975400824186183,-0.7127252642247911,-0.8266367367543499,-0.8111909943797317,-1.064565566378091,-0.9891944674527219,-1.2520454975739004,-0.618803840802572,-0.7923187344223755,-0.37402104834167227,-0.8429270004789383,-0.6371159674254384,-0.5483256476835292,0.7482631437529548,0.4305155221072473,0.2135755131258193,0.17164250491268013,-0.24956415410238714,0.17976362567272589,0.2261648665158359,0.15695757896324639,0.6105895631179444,0.47503311194082026,0.3841181217112368,1.4484863920404483,1.4828246726204721,1.4755230298198878,1.0076767080738696,1.3623168394372824,1.07692463593662,1.461706935364314,1.1611741356492848,1.420442143880964,1.227174530001092,0.8778377518751488,1.3053809416450286,0.7685494800010237,1.610141056523823,1.4665169381612633,1.8563007723153369
5,2,SNORD90,154.80758789638244,-1.3503629655080422,-1.2968963825636899,-1.2084069176138723,-1.7250287908686874,-1.7202227763890634,-1.5926385447088132,-1.7465852740984171,-1.5329646161582966,-1.5478167230809479,-0.6528370428906535,-0.766671727060288,-0.635276908093146,-0.12387676597783885,-0.1845820428430947,-0.2765027517062754,-0.27804668860388737,-0.6278169922044131,-0.6329011477996082,-0.8399132294333336,-0.8711175547909908,-1.0035661810711192,-0.4635186178077276,-0.2062314494011123,0.0032465282210547243,-0.47064907646455334,-0.18097512707240807,-0.263251721411498,0.4189854690939978,0.02068760367074465,-0.13534426959248613,0.424054426082647,-0.01441412389650612,0.10305979027801107,0.05202992018319609,0.013055447722226898,0.3460629979317154,0.47326964573283736,0.46803587813525094,1.279812234375739,1.558159385190851,1.428975333868316,1.0359365085239167,1.4058821188705113,0.923191573181186,1.3502045921261212,1.0310295246395116,1.4326234421785689,1.077199342735601,1.1925129494381885,1.5016536557695694,0.5343528106029074,1.1584949913304277,1.3572904786476696,1.758609760580154
6,3,SNORD14D,81.62415118314394,-0.9004286410990178,-1.1754828536215742,-0.9458396290387893,-1.455881459073973,-1.1870251873640691,-1.2403658131310522,-1.1791941596707383,-1.4538123622737997,-1.1427518839639055,-0.43570026031644443,-0.721079223442161,-0.42054969632202543,-0.976547441608098,-0.9173532905661494,-1.1039504271683143,-1.126780239781943,-0.7238030135600684,-0.9916013455666183,-0.04567286818139404,0.2841710996910989,0.49577277722585905,0.4294918104659657,0.7775947519417277,0.1982378191523798,0.4734293868001867,-0.5023502424300862,-0.40193415925676146,1.6030291419487488,1.5075822935133105,1.182452502403985,1.9574791782334793,1.5214643684529283,1.9351328629455562,0.7205760529844643,1.0935922669041476,1.5932914499571234,0.0040072704565954605,-0.049556670105153286,1.0649887120528365,1.7364057486704825,1.591695367878976,0.45238432343453744,1.018574512282304,0.5404393399979055,0.8887210884354032,-0.19342477006938333,0.05050777435297037,-0.2509286286073226,-1.2342194685355015,-0.8207316151505232,-0.5663906882541493,0.08171652581469042,-0.4996475676076222,-0.5397348202310084
7,3,SNORA58.2,79.13008428454772,-1.1053789299520784,-0.8896199849535387,-0.38382047514388984,-0.6740532348790083,-1.009319486248604,-1.3465368527572368,-1.3792459738852336,-1.6387084981554318,-1.2144336410322756,0.23058888984061054,-0.148451737695426,0.16292471863141245,-0.2306857855379826,-0.3450360139866249,-0.8357354366782317,-0.653991200433028,-1.9466513504071588,-0.8616255659355962,0.675178840305852,0.2445416130650666,0.6634759173752005,0.3139919819310649,0.9589391374653472,0.3322201880243705,0.27571762364123603,-0.6197083011487692,-0.29336396140029136,1.4805934444918751,1.427412757552458,1.4709771552314068,2.3858823077213414,1.931201790320734,2.3437565847864303,1.3577346183834171,1.4657102522057246,1.3122007807461118,0.25086242950316695,-0.1977950295887066,0.5841981745166434,0.5780028413462016,1.0263822897144295,0.3437343791966347,0.20014402103347856,0.07335519014555973,0.012093004431667557,-0.6347780484220219,-0.4788548200095456,-0.7748480940008466,-1.1151309525942839,-0.777487625055056,-1.003647175465258,-0.38965621056670835,-0.5198416273694374,-0.6334149183053057
8,3,SNORA73B,79.09042172928498,-0.4946920419202068,0.07522382285784339,0.22387847638869937,-0.5876100392962863,-0.02782563480608673,-0.7744919990896617,-0.26913380711551416,-0.6987538634050997,-0.4723486533198444,0.08204330776612986,0.18430955611388294,-0.06596429369137527,0.16324293366588913,0.3823606912180977,0.36334582771987683,-0.5656234183956951,-0.20494724397317762,-0.42726230070265087,-0.5691209382233503,-0.46092710902090095,-0.4067353811784955,0.5661140893829578,0.589512102420099,0.36201452871117895,0.2093637322644563,-0.7156572184909676,-0.8558142530867612,1.7503191125641029,1.9265629189821978,1.5633314130569114,2.723044213463775,2.0837727349021593,2.59248197751145,1.2816122683754394,1.2606225765201504,1.18888325222111,-0.7581102419222437,-0.9813620310194803,0.25875150979305467,0.246439107225104,0.3411039442782485,-0.9007177001270387,0.2632387239320899,-0.3412922661723981,0.36078776297524895,-1.090661855304162,-1.2008703079126537,-1.086882577648989,-1.771211215060426,-1.0427699387453326,-1.2181144874639747,-0.5002398608259785,-1.3189557496390456,-1.2342641567525423
9,4,SNORD28,95.45243624518683,2.0987109705452314,1.5234983963583852,1.4388842631030356,2.2433302729401405,1.4510597814912694,2.271805817930222,1.9000722025927341,2.196959049156012,1.4411387135930118,-0.2860704107721356,-0.454031249556245,-0.10051254292713496,0.40161302706943164,0.12807327366315627,-0.1565900565440386,-0.47527114503721146,-0.5301692621389521,-0.629426680109327,-1.2044989846055354,-1.0757212000802405,-1.4783826569985397,-0.41482812839150535,0.004794879829182747,-0.4540757689595184,-0.6650314086917105,-0.7165047291915831,-1.1228563078819056,0.2503761965052233,0.022158578332129832,-0.16508318972677855,0.8004868243168383,0.4549340783452511,0.8022346938958677,0.4186139420213932,0.2757868835899121,0.657103406367394,-0.9993721448088148,-0.8864410473335134,-0.15685933519035708,0.3267350662552448,0.41138677753827624,-0.553472066692493,-0.48659136822046756,-0.8278876708523796,-0.0514047132012083,-1.0296381183568029,-0.7566859764826894,-1.0507642781152022,-1.3819966765810108,-0.6368910937378073,-1.5208506396762822,-0.6567945935541194,-0.4463608447226338,-0.14869280630111964
10,4,SNORD116-30,57.97192427301222,0.8236110335456024,0.1814257005855014,-0.12830024417908661,1.425595978881119,1.2650959817959915,1.2141298332832684,1.0666226530126115,1.1058398587485043,0.8350114754262563,-1.0085336838949894,-1.0682785122041598,-0.4961937368400953,-0.9200987633620434,-0.44914550211273485,-0.721319807564239,-1.353756823338248,-1.6153523101163711,-1.4657419359459314,-1.6716751528973497,-1.559434239132948,-1.3524828500009805,-1.2404254263540346,-1.474941306221705,-1.603248039070334,-1.3675199823239381,-1.7652027539735775,-1.7755599370373507,0.5929193240056971,0.6096377339403662,0.31812198842612194,0.4063577950664306,0.28604454558238174,0.49731252719230645,0.5110469278566258,0.7199313254868968,0.10432159459753454,1.0632714659208027,1.0600164756009673,1.4422654084831137,-0.24957399621009038,0.16644045603641963,-0.2953984806270697,0.754224601760625,0.38608071347701445,0.5071943179298251,1.2214965323036266,1.236721749803117,1.0238966334922763,0.5340719763155416,0.5289847153619144,0.336072372021808,0.5985811321209465,0.573080050744072,0.18675860460195076
11,4,SNORD116-13,51.99700168495882,1.8527444286415073,2.609921067266855,2.474887469051554,1.3574149260247232,1.447317529021006,0.9137156585189161,1.3892411468378225,0.6353642442199238,0.8784595963032672,0.5558646304073687,0.7567919751845792,0.8785543151067422,0.6908827298934315,0.8178145312681004,0.4646725390570926,0.3614172170404932,0.9180373037171351,0.6647551099793122,-1.1486000428298955,-1.4780839100190422,-1.071330125091757,0.19318134778903828,0.39435017021116403,0.16436546452045395,-0.03194604359652665,-1.2715334382682195,-0.9856205406152343,-0.17327178641643684,-0.5332695974004181,-0.936021243782551,0.04718290520314974,0.26718265081847187,0.42895867986060815,-1.1607376225333499,-1.4541724463898318,-0.9009961477992996,-1.3695026071439722,-1.6984663295752658,-0.2279879064762415,0.061968542725416666,0.903500899545367,-0.7655598577599927,-0.6305643496191347,-0.8160758274784344,0.1297887079074524,-0.9213492757909283,-0.25321644233384755,-1.069535545007921,-1.2274390215145172,-0.6945453897426015,-0.8028534845389137,-0.3052269641042184,-0.13269964033663423,-0.19773019995574143
12,5,SNORD93,128.31952429337576,0.8725839267861835,1.392472011113059,1.6149411910476348,0.8586034556919852,0.7317922570690457,0.813484905711819,0.31197844052636003,0.2845426427722159,0.5883544734152748,1.4129322964950404,1.4917860462620272,1.4912721468363086,1.417948352975856,1.5023917095838843,1.4644841544878704,1.077956276815443,0.8697316284155772,0.9916584093892795,0.8594788514325549,0.7462131525801746,0.7611685463153035,0.0781105693902716,0.10121584663053229,0.005628545965006113,0.05815598679392481,0.5740546715196375,0.574602062669376,0.005121018973062929,0.007319561572670826,-0.1666013255212955,-0.6791403605341123,-1.2036007233868382,-0.6408292571612338,-0.45518970493959693,-0.49650714811002455,0.1510817414284469,-1.6176968651342813,-1.4920823251520192,-0.5943492933309746,-0.8210735175391747,-0.8212351752212955,-1.2427595062184202,-0.6389317983626676,-1.0360131241616426,-0.0395885367779183,-1.6767811458327604,-1.2962962388507397,-1.6716841693230535,-1.637020529809109,-1.3793805562959798,-1.532375161179018,-0.6934870235003536,-0.6909811722141194,-0.5874602221092095
13,5,SNORD88B,122.62756198773093,1.318199716528175,1.635432543390823,2.208865447317998,1.247390494418617,1.2413251194975408,1.50499966749769,0.39413276726666835,0.7017917023954363,0.6742805591686509,1.3329713581242792,1.6824664933263527,1.6154159624355577,1.5083111872563681,1.2696329002249094,1.2939627124659285,0.7123275686598833,0.1996471863212567,0.5193801473959118,0.07897405417868908,0.022745027048936897,-0.09862104851291333,-0.47363553291629856,-0.2568257697818625,-0.39172335809173503,-0.12339346159658056,0.3165266110147957,0.3818466707909567,-0.07614956208053088,-0.12444808795948943,-0.13278964510929184,-0.40084410112866625,-0.5173942693644887,-0.36522303696262837,-0.12646184267842644,-0.3956364995229509,0.4290358104010356,-1.476173054877352,-1.2179604432425921,-0.39033028513679224,-1.121437201431781,-0.9312880913046822,-1.302120648255793,-1.1662683030600371,-1.3133954689408716,-0.48348409376448415,-1.0935039774729087,-1.0347314779615207,-1.2758093956716565,-1.7252396376842845,-1.2338442666628882,-1.6291028785792956,-0.8705078874838773,-0.4504338671859448,-0.09088451270387923
14,5,SNORA69.1,98.95975392377198,-0.5208846498874123,-0.26892947922333493,-0.2622707928105281,-0.4332913507752351,-0.22681546473888248,-0.5259412219628555,-0.48127913284454,-0.5868238772110146,-0.5334251978411954,1.0490790887109884,0.4282445468361796,1.3611956827152896,0.7901021243431808,0.5518570688674712,0.37709666101376677,0.3922517194278582,-0.6046401322211242,-0.7510859384334223,1.8095730285702039,1.7430036107118299,1.929986045048356,2.101519398792372,2.574455928019113,1.5039489884786503,1.1851361867309642,0.4632373361203962,0.6419582372419491,-0.1504553821533201,-0.5590037454675642,-0.4256558651664527,0.7491949861774594,1.3592142787691301,1.253266720978376,0.007422239886879986,-0.059256583080909295,-0.41608117811606316,-1.0958112123259183,-0.9527569172070419,-0.8052791042055815,-0.1338111310793006,-0.028934203830717157,-0.10718073456275067,-1.2137886632626815,-0.8755919038645322,-0.6798711280192894,-0.6545372429644767,-1.0386844676629146,-0.9954815013853735,-1.0860715561022485,-0.9295826214965066,-0.7243853086929646,-0.9551846094678916,-1.194825962310185,-1.9941256170661856
15,6,SNORD114-9,92.44399932331699,-1.0277911242046043,-1.1451457049123481,-0.5880599266607613,0.2773125609003093,-0.04423513809766477,-0.5626251450823576,-1.1021245273617934,-1.243129292030824,-1.1068994379967976,1.670039328235256,1.9217958990270123,1.8221422097518336,2.406870792554755,2.2247518375521764,1.8797695439375202,2.0778701798104655,1.1249937719142409,1.4289340645897577,0.1411689061355754,-0.003936515255441457,-0.21969513424978582,0.8666244067885894,-0.08402422841454116,0.47174754737095437,-0.2279739129383529,0.40005196479678873,0.4608520822483304,-0.27395566619298467,-0.2931167371594472,-0.317199911915928,-0.4042163652347833,-0.6770201205785571,-0.3151516580155771,-0.8863805481156151,-0.7696641758626149,-0.3351725307216707,-0.9651705587770772,-0.8933784439867724,-0.5007443928638523,0.12553544828155547,0.1899737853611055,-0.19569632395042724,-1.0199304830238298,-0.9340268260581845,-0.3413599295447561,-1.0426064067485603,-0.5441862638723222,-0.9648066017798518,0.4101927432663648,0.7067842324807365,0.3388692590689425,-2.0116822867948625,0.11102829229489984,-0.0162025379641908
16,6,SNORD114-22,79.75823305150222,-1.5252149187929418,-1.7924725655298832,-1.476860902931739,-0.023241263064978555,-0.2644465520019204,-0.10269832153969984,-1.455570349094145,-1.8929871639281504,-1.3292310764251052,1.0714209834058055,1.1071740004518167,1.0746972361919844,1.701713720846406,1.4825083079714914,1.595726660907067,1.3362831010882705,0.7952707662699101,0.9602806882067018,-0.532286910172521,-0.7646617926742714,-0.6049809031629041,-0.0014862938618003415,-0.35426942269541295,-0.05920982865217865,-1.271186423604184,-0.11357932477318891,-0.20555796464941578,-1.0081656477184344,-0.6553990800470241,-0.7843676357162918,-0.6503126461664916,-0.7227947095297661,-0.7881212062959342,-0.7951517635910694,-1.0807790552182615,0.07346538630734613,-0.6848101253344162,-0.6092969537690959,-0.14967280040768965,0.2863145147886118,0.3023992322022861,-0.07826520819328317,-0.053134501848891826,-0.7518384011393299,0.4584347727340305,0.8053534142493038,1.1913553374377346,0.8039640438346004,0.6382093480685612,1.293559787066637,0.7622965075373302,0.9557629793357906,1.7269077871857563,2.1589531364430465
17,6,SNORD114-26,78.24177071887384,-1.4051162693024655,-1.240008952676803,-1.2631485431615743,0.4391832155863312,-0.133315109552224,-0.23533927876270058,-1.3605424281087073,-1.561617997311531,-1.2015617714126559,0.2552303034442383,0.43967266725119913,-0.0919812394840946,1.7779247661522422,1.2919865829814077,1.3783122083806674,0.697504130612059,0.16995945968669277,0.7439132196835163,-1.031242888981125,-0.6950541228611813,-0.7148392689970644,0.16963803953465806,-0.6939327815225397,-0.12048445085830335,-0.8055908953053725,-1.0278045733168586,-0.6495443698897266,-0.6585942183385386,-0.7745150805115232,-0.9412367433906957,-0.4951873812170855,-0.33053501956524023,-0.31342309194434265,-0.8537705321213,-0.6828292223534184,-0.24940752119527443,-0.7221230499084926,-0.8448150677486128,-0.2871149187302291,1.0456603196771503,0.5511718234109413,-0.21991343604152652,0.06430633966876066,-0.5438576159847427,-0.20268344956180093,0.9838470920710881,1.4079743668623113,1.0149613308282903,1.0165073015787849,1.2158269664247103,0.7953933803111137,1.7996769030577429,2.3825062250697515,2.709974647844102
