"","Row.names","baseMean","log2FoldChange","lfcSE","pvalue","padj","D00_1","D00_2","D00_3","D00_4","D00_5","D00_6","D00_7","D00_8","D00_9","D05_1","D05_2","D05_3","D05_4","D05_5","D05_6","D05_7","D05_8","D05_9","D09_1","D09_2","D09_3","D09_4","D09_5","D09_6","D09_7","D09_8","D09_9","D16_1","D16_2","D16_3","D16_4","D16_5","D16_6","D16_7","D16_8","D16_9","D26_1","D26_2","D26_3","D26_4","D26_5","D26_6","D26_7","D26_8","D26_9","D36_1","D36_2","D36_3","D36_4","D36_5","D36_6","D36_7","D36_8","D36_9"
"3","SNORD30:snoRNA",71760.4485826636,1.50828837414686,0.427691578791062,2.68909276768149e-06,4.8378704766047e-06,85569.4230261602,99141.8589061226,96547.9529860753,66191.3813850156,61780.7681555959,78293.1150767928,43396.5093841272,48120.7617691748,44200.5520944221,72314.2560158589,87229.4238362712,121948.501190086,140585.400513853,110349.438563096,98188.2853326282,59770.0674229962,51961.29704288,57024.1187959396,44906.1849403234,40316.392667053,41622.7018717264,65626.1208498337,69001.0143247118,96124.2346898677,54371.1838528788,60172.2411806933,62398.6270339956,67668.2427316181,62317.2198811244,44434.1571424647,89424.1232630055,61273.2849805426,74999.3918870114,53216.5415551061,51772.0291631206,115550.881306819,37666.7679059205,38434.8061004669,96250.2061233108,92758.3404224254,101944.068101954,48449.7124462923,72728.5416203692,51965.5078670226,91412.3986610535,55582.6063104628,87150.7326163716,57277.0373387159,47690.4475715122,69904.1870261803,44544.4104186704,74139.9271032435,97358.5990919195,131998.241918949
"4","SNORD101:snoRNA",41931.6461285281,1.6648326506939,0.401364246553993,1.1304535868149e-12,2.76174748404217e-12,56167.2033057178,85401.6698506181,91820.9876299704,56421.4482719869,43344.0757055169,47924.2740487226,26805.1460110961,29401.4833734728,30442.9339103919,43401.2661085128,55906.043070992,70634.2270013481,72804.1357108023,65791.7860145382,73160.1717331859,33937.2946855808,30866.6833238623,33840.5001453863,32945.7515408299,24325.4423152371,20271.1738889009,40537.1318277275,45337.4924714034,56629.8028275193,24833.5580178794,35839.671390303,39836.7422611123,43519.7641639583,31034.699186145,25495.9282565625,35447.2736639941,25216.4552234643,31917.6235013626,30768.162269032,28782.8116313498,37913.8382876078,20746.2877034488,22529.2546352385,54393.4247573682,41094.0169382608,59230.5781333643,31433.7113802575,41946.318179632,29127.5743364196,50508.3253104212,33490.8971268559,37356.2068379505,29897.9953427491,27974.2370249461,39426.8711535566,21337.9981285524,44584.8373090302,53152.4326225293,67353.2713938435
"9","SNORD63:snoRNA",26581.0279666901,1.42689374870306,0.430214856873591,2.29401417857124e-13,5.76131494234091e-13,31766.595749864,40937.6166904896,41637.180588267,24290.1256166542,19336.6564393247,21191.4055507294,17197.1530973352,13353.3128576429,16761.4317106813,21730.4279737817,20356.1374351158,31402.6574889517,26868.3729509911,24784.2216387669,27419.0929111561,18123.2445814088,17907.7332981298,17520.5306411402,14036.0738644987,11862.6899835877,10781.1799733746,23540.119097102,24977.575586911,42395.7690091094,14396.0914150545,15344.7921205234,15806.7872286065,30433.9658635712,20043.2917027712,15572.5629077539,41580.4877965645,19480.9030758025,26017.0276981757,18539.3396287895,16759.5608841689,29156.0422407905,17995.839275475,16834.1510538717,42782.8095680241,46388.9214165134,51469.2520303123,25600.4219152819,37643.3592449647,24692.2880007374,41370.398134034,29715.8931711186,39200.9459496677,26780.5622827881,22354.5741814575,30902.4234644435,18163.4650625749,38505.9899718567,42580.532265752,59085.5259148062
"11","SNORD69:snoRNA",30313.2176873809,1.6689805124118,0.411457234108803,1.00690174386595e-13,2.57709851991352e-13,29793.6072929367,35848.3061150281,36895.8420953895,24382.5606593758,19417.1001478606,25332.8020636163,14389.9542940645,14947.5167270414,16425.829416181,30215.0278906015,30407.836713099,40295.0176756206,41296.4115519122,36078.7306794222,36733.7916794888,23517.3227023843,19218.9599465688,21008.9748268034,18350.4408310455,16824.399548158,15338.3448178239,22997.4352455731,27426.2540302507,38719.7796556677,16560.3419712375,23714.678731718,24597.5806612263,33164.8505446756,26701.8949659604,22031.1689340861,34462.2369825249,21233.0046667793,29335.8037115356,23611.9395853995,19809.3152584957,34900.1544554356,17369.7163687394,17338.3138082021,44774.3834662095,49649.4806889179,45813.9111703121,26866.157404193,39216.1735813527,23823.6190522359,58759.470931487,27547.2399373029,32099.2279860471,25510.5489947283,27546.8600285691,37763.6005408072,25559.1973267434,48939.5358414937,64793.1346878675,77557.9662283706
"13","SNORD26:snoRNA",24055.9242210077,1.68346142428384,0.446374316105788,5.8749168346054e-09,1.21460463877191e-08,21423.8396148953,28351.0679986392,27344.8927099644,18656.0970371091,15207.883098718,18549.4801890601,14298.3163565543,12778.122914075,15703.4195286381,21800.9426166582,26685.7745852221,26523.3639618678,35529.8698283161,30786.796205611,29266.0928027446,23993.63874587,21513.7611342188,23189.8158220718,12769.9331808455,11205.7297131461,10993.9285915159,15443.3146574761,21797.1081834928,29581.1289855494,16826.5264538998,20372.495050429,21487.9793908443,27777.2900053229,14868.1270488021,16332.8631691021,24940.2157283224,16710.6521670394,21884.1376284834,24981.4108365719,22499.4857470681,40842.7381756523,12753.8147603391,13562.6232723437,32371.1249317062,30698.0131871062,33816.9864540392,17363.1566734303,30607.7452342265,20765.6655441778,43103.1896789151,18850.2944200074,24265.562054543,17437.3948356179,19604.1964144512,25416.5289032239,15861.1537734419,28268.0921935344,48721.5238109893,82634.6019285258
"14","SNORD43:snoRNA",20467.914263865,1.5735443927606,0.367265508032825,1.69176559143625e-09,3.59699063445654e-09,20669.4616754819,25337.3605795133,26482.5045036054,20593.8511644076,15319.4987443116,17834.0462410935,11527.4929177915,12002.5442159738,13808.8234825726,21282.5110169181,21701.0330771766,30275.4024359341,31815.6396168367,28050.0537743398,25639.1416457692,16605.8249907168,15342.1554617215,16312.0821950408,13727.6929954122,13023.3022336141,10438.0988684441,17587.9780636072,21390.7542176799,25350.2127925393,14971.4545486001,17246.2249918968,18948.8242492012,22860.0278808208,19015.9377483075,16244.2930117825,22906.9314553431,16280.3349438538,20415.1711963405,19265.7477089161,16162.4906261067,24571.9285344366,12430.3647206264,12223.4121534368,28461.568780534,30137.3188823189,28865.3528581808,16787.1241390351,22777.5650024719,16588.2932880507,28807.6594336467,18070.2492332948,16653.4950490953,15975.6151605889,15003.0005260383,22389.8668967799,13611.9727448275,26135.8336983478,33106.4627997433,46235.3810755838
"15","SNORD104:snoRNA",29668.4981317672,1.20868472804321,0.412917707875244,2.61499811214326e-43,1.56094386760059e-42,18849.5711964388,25492.1287929089,26931.6650277507,16953.9395430888,13348.6278851812,16554.3855200729,11514.2019192213,11822.1943368938,12676.7712066912,21019.3225611113,20725.6031058404,24282.3886506373,26964.5965315994,22954.1937203581,23370.8739706883,14711.2846301357,16088.9549861507,18185.3181313021,10925.5783676551,12208.8190113986,12234.6427549703,21275.7176169681,22075.0472596765,21133.7311126971,16547.0643604634,19490.9306736437,20184.2032572986,34649.0270017975,28558.8110603252,24200.6993222933,26608.2814099547,18177.2161613229,25625.3033162709,22667.3639491493,12824.2641046262,18124.4949650965,20060.0794594749,18656.7869710351,40826.498333163,61743.4130630481,64986.5953610811,39289.2590626499,36769.7129735153,31214.1708828201,82534.3902163984,23741.9274773784,41157.9234784784,35982.5390933986,43024.6281453407,64513.4214365568,34791.4655961665,50614.772623375,97113.1705514352,105120.926968437
"17","SNORD48:snoRNA",17250.7722184123,0.859460802949957,0.392402864746109,5.81499352707309e-16,1.62180184414796e-15,18366.8187016587,23666.2436741379,30253.6562643292,20774.2122233766,16229.5181971243,19411.9211126363,8874.88941367929,8104.61185001448,8969.92277032412,20850.4846838013,25856.5068572496,27816.9036367714,35953.2535829926,32609.5621084705,36611.0800428559,14704.1354212278,10602.327685398,11736.8794767315,12225.5223388813,10544.0279491728,9573.68781635665,11380.9108080418,12470.3171586458,15112.9352868593,7868.56505162077,13129.9362483742,13144.9403361593,13016.2275289595,11658.0822465762,8935.0627022809,19490.0305959151,12138.0289636564,18395.2187017709,8941.60137325767,7471.42861127967,15251.4754038634,7407.90438175385,7859.22450854741,18141.8737007142,25760.24660299,28166.7821434123,20524.4232221912,13094.6521605746,10152.3817658198,18242.7274555928,12960.8735011052,18849.3389527462,11918.3160721853,22590.665506069,33545.596804141,23619.9428178199,19835.353757732,21135.8836638616,25594.5859525553
"18","SNORD50A:snoRNA",13997.175029842,1.557905090872,0.500281649473573,0.000160650346110969,0.000256492210680628,16679.0369615964,23791.577442041,24711.0153963765,17313.5344044084,11108.2706024555,17414.0263107804,7027.44061242391,7668.20967347523,8917.33354479418,12295.370124105,14909.5638386645,21723.345661497,22167.1637269867,15549.0127217178,17435.1729492274,10325.2449651675,6112.25736592015,7562.23939020626,10745.294167266,10160.4938057233,8215.41886089624,10341.8933271787,12000.635302057,20253.2258094512,5493.13725741111,11019.5547098169,9830.85281443692,16501.2593723389,14193.3079167648,14226.4719029447,19098.4741253846,9952.25876925118,12711.2583522131,13443.043570578,10081.0952448325,20039.8413392519,7896.44871256994,7176.71533198128,20053.7233166012,12622.9352616904,18578.8990832158,15228.7641226512,13325.6161173945,6818.00645490513,19307.8846111226,10717.246599037,17672.2745273291,9760.41738804829,14406.7406843189,17477.3473479536,10099.1770202158,13985.7815275678,19156.6212406008,30545.5199246257
"22","SNORD18A:snoRNA",11851.6651689,1.99364812154358,0.472709427675857,1.9329918581527e-09,4.1018434971985e-09,15176.4543883295,16458.6025214646,19915.7776406015,12582.438376327,11450.1563637332,14577.4917147327,4130.70245036464,4475.34885124426,4829.90518682885,15334.4519156851,16812.7180491278,21634.4027242091,26006.484593257,20850.2840726637,21687.0679051375,6280.58002554935,4603.2030288906,5755.48220296113,9062.24627021317,8102.6856129848,7481.97918033719,7643.92414359912,8433.16412167415,13637.407274134,4129.33695075414,5966.97693857987,6806.57166961408,17902.8785140335,11091.4668719172,10268.8766555805,10670.3527866105,5903.12115980571,11122.5983589327,6860.4299670905,6702.61679584225,12318.7217001767,7312.44169642197,8444.03486983195,25709.5478819637,15367.8995538231,15855.5006054937,9523.73790200095,9498.39272422047,6994.12833793465,12501.5813517444,14536.9157188396,20499.3396142925,14770.9288834746,9695.25395813137,13122.9673121634,7485.16820270795,9299.39834029757,12142.1152125643,20563.6599717037
"23","SNORD25:snoRNA",6981.11337754164,1.51651147138685,0.361981466269117,1.22189086628138e-48,8.37647484578994e-48,14904.8289436962,18152.5073846406,16651.2789511137,11590.4525519973,8814.61936282476,10788.9119433087,6086.57781890309,6148.22386131135,6310.707063593,12632.0527147408,13025.6949242005,14264.7069530658,15053.4918748748,14251.1867999891,11927.0650533533,5526.3384857708,7193.50932637269,6734.63530287757,5429.87545645388,4821.04525646449,4479.22090627137,9057.60592053559,10065.6164172339,10750.504640541,6128.56577303014,5739.12339198411,5834.20428824064,5771.59119763297,4367.7086580486,3637.51497586232,5889.1497854684,4744.88414786699,4924.25245737876,3453.91108514668,3159.77630952027,4167.90161700018,2557.2768764787,2462.74749464509,5925.66059775715,7843.62576370969,6917.90469595662,3057.58069256982,4370.74183503841,3104.52132797782,4362.55753652395,3666.53141443573,3853.51898687879,3253.00416869749,2517.73303107535,3823.36714356079,2217.30287230341,4382.21154530459,4396.60159620346,5787.9932068174
"28","SNORD6:snoRNA",11776.1672257382,1.78096027236378,0.435481458497262,1.90828118859584e-17,5.59693715098434e-17,11260.1093411621,15769.2667979973,16494.9710887111,9898.44036754409,8515.97209488511,10739.9096181055,5012.10551343991,5103.23361544868,5903.14056573595,14014.5369807145,22060.3485921121,30657.2770036373,38578.7827110184,31203.8433842959,18504.1557631946,7714.89006268747,10266.0206147942,11447.8659322798,14230.5910280764,7041.11789450857,9892.49130119896,10268.5054753705,10494.8387880492,13159.4645047947,7254.00135293251,14021.4505616921,8558.1021810946,11924.4302226891,9762.77127056095,8613.22856627765,10529.8840976309,7979.63635829305,9764.42266106583,8033.79554983728,6577.16495510334,7919.59114464667,6046.15725275498,6124.60969383107,14172.5243378181,16196.7520043783,14445.0041475863,7604.39749739608,10024.3378215442,7836.52825981478,12305.3681915153,8226.36611017841,8933.0268373949,7830.81202173173,6513.19095889753,10423.682743126,6256.97368038973,12426.7107999045,13643.7156376782,17732.5142323374
"31","SNORD99:snoRNA",4461.81131823832,1.57627272224912,0.372599745286032,1.54680634110235e-35,7.67532803550193e-35,10321.7668960653,12534.3262885574,12481.2726449489,9629.0260357091,7962.92159870058,8595.00784064003,4162.18113118876,3779.92565495639,4479.77165895845,5971.89503685326,5848.51976570119,5261.16809478712,6825.00111028706,6770.27335347813,6632.75372027275,3063.43601701525,3128.7685373644,3031.54363098412,2392.32389595183,2083.0961582407,1905.79317692305,3522.61688679252,3720.51358309154,4671.97076203131,1855.07190529975,2379.02982493655,2312.10489015483,3984.08617708673,2963.38677465365,2347.54763509726,3097.33459199948,2323.17678436319,3090.27012391548,1962.69089816,1852.93039636836,3350.89270086145,2048.51691818057,1866.87689012112,4758.92638950535,6669.82442564404,5383.10374321543,3592.90692786778,3603.79086972869,3133.17844792838,3911.52209028286,3589.96256175228,6738.14223645423,3947.71829584969,2629.74716319027,3786.95058412169,2444.87748819078,4550.34662377808,3504.6139974539,4482.40934920854
"33","SNORD49A:snoRNA",10375.2277467486,1.38327825761904,0.413368170515205,2.96535444742997e-06,5.31901263859669e-06,10084.7119625671,13016.6713953363,16762.6707611017,9413.72002156483,9792.01042153634,10843.5145342494,7222.60843353343,6971.30211604267,7869.00885166442,9748.89766867647,10302.4081259748,13849.9621694084,16352.5102130866,12684.6663029386,16478.7812245418,10034.8083532859,8892.97281367061,9104.20833984454,7191.2046510441,6054.36040730958,6213.79297309875,8903.1051798868,13165.164849105,14979.8169987547,7549.90239304167,7893.28465128466,8889.51093326684,9336.39752558275,8894.81424900947,6963.71900272967,14009.9958670997,8060.06948412213,11213.6050335166,7633.41314346826,7349.33109783324,14270.6793229327,3966.19380293568,4122.70566749532,11070.9431245548,12240.2004536399,13549.1899368833,9524.50594538014,11449.0339682324,6894.42544143997,15890.7177557029,7416.81001149399,8870.67216123181,8404.70630068354,8507.04251054311,10731.7371081773,7810.14829621248,13617.4128556396,15549.0855971373,22649.1659149301
"34","SNORD19.1:snoRNA",8635.74830777725,1.83158032986802,0.403294381804277,8.02024964734366e-11,1.80384972379219e-10,9688.3857456249,12273.2142720925,11793.1587219584,8910.96356968865,6990.5582717725,8604.80830568067,4609.87792513175,4623.78496571339,4584.95011001833,12111.6347870323,11088.0301840541,13328.8725694285,13934.5490946586,12269.6939858391,11662.665753804,6335.09274347173,6567.26104967834,6845.62101098088,5478.50474734829,4321.60793779677,4191.08388890889,6266.93629256674,7402.32678848661,10869.1884154776,5642.98457900485,7085.34980484029,7121.76254668002,8874.44760330354,8125.75313473933,6460.35989083359,8637.06851363121,6899.15136798911,8080.79918126297,6887.39449649903,4952.32881462391,8597.8626976675,5718.77639658742,5796.02830092651,12844.8084056945,16891.5253820496,12318.4727070413,6333.28570483063,9645.25567502446,7538.61361699537,12333.3986429766,7108.93941632928,11644.0162964239,6967.51205988132,5700.65767747931,9010.12568081627,4929.60267177039,9923.02663136289,12495.7434321869,17012.5861533058
"35","SNORD126:snoRNA",4540.56027889306,2.00641457905914,0.424676553497051,2.2529145184284e-34,1.08564069067429e-33,9661.22320116157,14518.7776136908,14780.9745285727,10420.3601819357,7000.61373533949,8340.19574958343,4012.48251571407,4571.09014507685,4635.46344506683,6939.23675744116,7100.03397450188,7906.25370804282,7528.8078713076,6868.82927878926,6955.34616709128,2999.98678795805,3345.76078328713,4180.83725804371,2913.01313260173,2890.20372385141,2665.42713178779,3704.15525705485,4447.02521893873,4635.08256171318,2405.77661883624,3854.60541271609,3506.58664798413,5704.80325706248,4190.85950620433,3788.34732298101,3100.84630922397,2610.05493315356,3222.82332385295,3311.73447553809,1876.41068741575,2379.73115903617,1866.57627084216,1633.69009515659,3894.22455842255,4102.81963024815,4237.65323297016,2473.86772438267,2530.56161385337,2328.98801931567,4502.7097938305,1597.57720755161,2813.63484902054,1986.50308552721,1922.33483652605,2710.80409294159,1322.05798256749,2385.98961361021,3958.52484652172,5947.97722437997
"36","SNORD2:snoRNA",12304.2878815504,1.24032022103744,0.398130457778594,3.2461812952078e-16,9.12631072942878e-16,8973.51696179454,10082.7218285123,12851.3809168446,8018.17632779195,7155.46787427116,7192.14127339434,5156.90744523084,4588.1602982408,5573.07397918618,10691.41028966,9724.86426157291,11735.6338667072,13622.5097689718,12843.3932142291,13227.5553879786,7678.25036703472,8438.58734143926,8246.18177415251,7070.81750407379,6337.79635397966,5684.15752433268,13617.3090289331,13502.9135999105,23058.3328684257,9204.54560237004,9048.47228271558,9385.21381151595,15206.3154135,12758.7355205543,9633.10077383018,19546.2180715069,11878.6321328576,16490.0137534158,9423.69447480405,8738.69346238026,15507.7541440673,8255.27610037624,7720.97146805461,19727.1603910327,30020.3044187111,28155.4817347911,12788.690306953,16503.8810014604,11224.0386473044,16968.6160255333,12589.9931209197,15006.3722956796,12081.2823790603,9578.93159016588,15294.5833668791,10072.6118899566,18419.9620971279,16090.0839928286,22040.655276701
"39","SNORD58A:snoRNA",4606.5758343108,1.6288245474608,0.380240035653609,5.42867936300942e-20,1.72459099670311e-19,8317.91191133872,10809.0879834056,10882.2611789917,5630.64680968942,5769.82499473973,6199.49417142109,3514.41983245249,3111.22095927296,3682.62971408354,7227.25431285235,5883.03029538426,7460.57225054616,7678.64173254049,7103.28863795047,7496.79545037885,3277.01863313737,3396.45412848845,3230.9798780327,3482.9247002789,3360.13841609994,2906.28667845221,5944.41599646238,6183.26489104811,9082.51645224282,3065.86355446437,3019.8057376338,3189.98552090895,5516.49836906514,4180.38817484513,3194.66418926385,4735.5506772237,3561.1766460824,4327.76305766012,2372.06148099854,2594.23672800741,3824.9120248476,1896.89971206523,1741.52746674098,4581.07991360889,6359.00475668585,5543.3640836623,2689.68791393607,3589.98324187532,2583.91698220923,3835.07540447929,3113.00241691161,3762.38522940967,3040.86699336891,2186.86051775128,3168.24067120219,2041.97301259251,3975.63035554142,3966.44189621476,5465.16831423578
"40","SNORD38A:snoRNA",8855.61460021538,1.81021627039287,0.401274504484408,5.06643248427219e-13,1.25670686444164e-12,8252.47487240433,12016.8497468361,12175.8434885301,7420.73031995704,6571.24544102895,7242.54366503191,4521.73761882422,3901.64326882107,4822.9855518907,10066.7101436129,13158.6619650382,13187.7239950369,15201.9511135276,16194.2946748075,15824.7408519725,11174.2135229751,9176.11369296578,10033.7840676133,7143.16840028255,7017.4104268503,6563.26292542088,7697.9994028262,9096.34786674531,9647.06630058989,5170.68099575369,7843.53496862183,8057.46342781313,11953.1861415459,9744.15557036682,8971.89385680988,9234.06044179438,5881.00205020271,8141.14056332406,9379.57069940828,8302.63091435729,13846.7596022946,4169.47316817179,4609.81721349828,11440.4345098225,7310.96617416173,10385.0755229322,4968.47262000356,8320.97863999703,6093.22012948877,13273.6928783605,5634.19140995737,6034.01404716644,5055.46771801249,4841.59544887488,7779.76620833791,5027.89365372953,10130.9027283847,13287.4484014912,15204.1953833575
"43","SNORD100:snoRNA",6535.37141326254,1.49931978469516,0.341235452775235,2.08324963253692e-09,4.4146504612948e-09,7049.91494934601,7852.35045878115,8762.22350502603,6470.45299051396,6928.21439765715,6998.93210545032,4709.91017752839,3506.80320433319,4316.4682744181,6475.42917683074,7440.06419343799,8841.1213206226,8842.94705790064,8271.43571058553,7667.57968692984,4241.26818458412,4886.34390818578,4477.17473247182,4342.83289292396,4409.58898443971,4512.44291270784,6012.01007049623,7601.10600120025,7350.37487208703,4461.90948728708,5125.21230792478,5473.88541087891,7669.48184217766,6998.33979173211,6021.89376548856,8921.51760881484,6622.99763597595,8919.64331221058,5543.25356083158,4955.6831419164,7611.28589327356,3159.81488448521,3351.7145450138,7854.37496566879,8321.4348234415,9287.90857679594,5974.60944674721,6820.96815956311,4563.64635212739,9772.43466855686,4803.89791367118,5120.75786705477,4813.12558063382,5011.33994138749,7045.48945883105,5759.32024020022,8918.80166266212,10099.5163917591,11938.8073106071
"44","SNORD12B:snoRNA",5592.49920632353,0.880151484157677,0.390647686960466,2.3179533641317e-11,5.32368886932429e-11,6975.83528262784,9431.3660347126,12017.738984031,6583.17865236961,5829.15222978498,5724.87165016731,5240.15106785462,3490.47523174158,4475.61987799556,6447.6205852738,10590.6725503864,8558.82417183946,7678.64173254049,8233.05077125383,7595.47078705276,4338.67615595363,5222.03276726282,4754.92069234455,3096.85557378792,3960.20076416169,3839.69728236927,3624.00799784329,4702.09589011994,4032.04067825153,2838.24736976502,4414.78683949956,4635.49178038361,7380.99504332458,6599.26571882037,4566.18622934308,5941.82554383574,3077.23733901079,5199.25088709979,4747.39138980417,3882.2984083214,5474.34511969372,2570.1924162589,2465.05171198664,6241.49140840087,4614.75790853223,6196.7331639457,7089.80843333635,6175.77536714216,3982.14562646386,8149.21670666097,3654.56753120394,3542.70490877356,3746.11773518975,4756.29237903352,6462.08131271476,5174.88737449725,7177.83935010476,7244.10046913475,7550.67425746218
"47","SNORD12:snoRNA",4104.84960469368,1.74875159450521,0.416619936097433,7.27975399777289e-17,2.09437673339956e-16,6286.89438214884,8140.99792425509,9076.63587192773,6349.83653232842,5215.7689521985,5268.44999256042,3943.22941790101,2685.20931074655,3457.04961509985,4091.83561480716,3878.37452702955,5895.3699084917,5472.37249145071,4940.2454350694,6804.80302524263,3041.98839029169,2626.16256603912,2616.3331392474,1566.21899087972,2213.75064666854,1709.65556200003,4359.81777518318,5240.38296171616,6934.98165980892,2430.43503884534,2160.13122122009,2838.12814360268,4298.54606393944,2646.91987135337,2151.99174319338,5357.12462595829,3405.00232676428,5769.03180623401,2502.7985932823,1761.69269401279,3246.83967852303,1531.33378176491,1409.25932608995,3901.8903547974,7591.31332655539,7227.12496822911,4564.48180254771,3716.76237034714,2654.96275875334,4339.62353078288,2885.68863550761,3799.79803510752,3216.47723784621,2259.23888004092,3393.42878365217,2455.50354029447,5465.91855110193,4367.57241399563,6496.49385602308
"48","SNORD55:snoRNA",4665.76317319678,1.80018637811588,0.400099669531073,2.65836946012085e-09,5.60058733861998e-09,6221.45734321446,9000.29383298507,8372.35217006794,5067.0185004112,4055.36845656768,5524.6621500514,2801.60259334638,2593.17891977569,3133.90266348823,7082.25237116258,6059.64300611526,7003.28954035977,6613.30923294885,5985.9756741601,6560.64482039567,3497.75045816735,3727.19729535072,3684.50015733807,4329.19296986821,3458.12928242082,4433.8600897908,4769.24473790248,4411.84305739649,7967.85126871664,3251.11783812246,3706.35135838086,4309.72402824835,7619.39088674979,4991.33461455208,3627.86872110473,4995.4177518359,3467.33799928181,4733.33628134941,3151.58151299048,2811.59713656039,3851.88873434275,2122.64088561473,1864.57267277957,4857.0485831034,8294.61900886472,5906.00446941708,3625.9327931731,4169.90361171672,3358.25624420678,4698.92295405967,3011.70820554913,4877.09497866362,3840.94726720749,2456.5560819972,3089.46199159923,2527.22939199438,4813.24874648209,4452.02094405476,7113.57506662158
"49","SNORD37:snoRNA",3235.37282185831,1.78632397038329,0.409945691304484,2.86261229534922e-16,8.06047447564341e-16,6002.92232639585,6722.44755116935,6582.89664187316,3662.45675368987,5017.67631992877,3992.98947084303,2360.90106180875,1551.1573962024,2983.05462183656,3653.85029778532,4448.81328237909,5780.324152652,5119.09448836033,5320.98253600817,5069.12915451705,1800.70699366561,2614.41654702906,2473.79819432286,1925.00827125921,1928.20736953995,2372.179036512,4039.22873833693,5108.44985593278,5299.07016743957,2707.36806356289,2035.75701456302,1819.2225119242,3353.3111828099,2219.92224815043,1993.26700581848,4788.22643559104,3104.71865700239,4197.18826369186,1693.86271102651,1807.31154519057,2618.66772885032,1108.49024026547,1269.62375519222,3242.63186656051,4450.20631908377,5318.38322111189,2748.05921075479,2732.65507607083,2047.19300646845,2619.57310020246,2251.60282422277,1993.43103179839,2065.17647505304,1343.30793820892,2033.75336541046,1731.16098855957,3813.60927992151,2227.32998030955,3545.36010348489
"53","SNORD64:snoRNA",3656.26595024647,1.96438064346284,0.443206956595932,1.1128518315628e-30,4.82487737759469e-30,5370.77583706745,7016.79200609344,6200.21187530138,3985.97940321557,3002.56142110367,4131.59604784635,1818.76822539341,2236.93224504978,2093.18956879044,4426.53187747463,5430.33334718871,6977.18672180791,5987.85595899505,6086.60646105673,4520.08946071611,3225.18686855544,2901.88490701215,3224.21932728529,1388.89999115498,961.99635431146,1001.13238626833,1690.81748047525,1753.8307528805,2336.78729841388,1194.35270249189,1873.57304908219,1816.40201190572,2395.08975768054,1848.7717255299,1674.94059881799,2205.35841697922,1717.91751249938,1993.24401398517,2255.21518689493,1882.44847654222,3992.55300528173,2888.58854910111,2816.21443483835,6598.71751946876,5947.01633273342,4501.67187075764,2294.91361703055,3697.93378691073,3127.80523793765,5027.64370301504,4775.18459391489,7165.03194249383,4205.51413474236,3206.18911999705,4545.75277161815,2304.96780215885,4490.73509595566,7885.38149427127,9339.06702521524
"54","SNORD127:snoRNA",10489.2431541039,1.20753075168034,0.433645265567624,8.35129573298836e-49,5.75783108604763e-48,5363.36787039563,6988.30705884272,6352.92645351078,4020.92435839082,3372.60248036895,3514.16675028612,2893.24053085659,2676.30314387841,3486.80404533389,6324.46825123591,5379.58256824302,7589.15280119053,6738.39988773961,6691.42861322923,7186.85368774929,4679.15723019015,4682.33410432681,5099.14540123347,5098.36602218589,4708.82990954865,4437.05451348662,8092.94192110968,7930.05921162016,15108.1237824699,5069.51824699842,5208.79177479833,5645.93591200663,13493.0192158099,8259.55347988466,6284.97344069558,18204.7420917521,9911.37193028806,11152.2744484709,8025.62448031955,7798.81095502614,14178.1877475207,8062.66609408897,6860.11586925277,19109.29720322,28981.801054192,24774.6049372869,14126.6218735083,19969.5955926554,13484.3689834052,18291.1436899351,16236.5847299692,24892.9460270146,15711.497352895,12199.2006344849,14520.9172775707,9017.9762186653,20179.266418246,19647.4783215695,28705.7037226561
"55","SNORD82:snoRNA",7159.25762036678,1.24935829785643,0.381555134120538,5.95678629781604e-12,1.40865210076051e-11,5337.43998704427,6349.29474218495,6988.93775570049,5169.59885269983,4831.65024393942,4529.2149152094,3834.10332437741,3302.70354693813,3870.15182090741,5550.79350756243,6057.61297495743,7206.31146242984,7795.48465185054,8174.9546468599,7537.27763978353,5455.74004780575,4660.07848936038,4980.27238392486,5406.74689127239,5805.16858059035,5878.37848503821,8043.69481002788,7726.00267467519,10862.7730762918,6141.84338380427,6652.52756567367,6824.90491973425,8391.16264445321,6322.35717843263,5407.16425775484,11153.2139049777,6995.67111898401,10964.3258813954,6308.88277464338,6298.75578982714,8890.75268647195,2926.21207802602,2757.22647089475,8111.94572386367,14298.9236727395,16081.5087779188,8647.40040634102,8627.25693056261,5540.3765237758,10378.9117092652,5532.09960637943,5343.31609582148,4848.95007050719,5544.69953968853,8425.97433960939,6664.30567769786,12460.3378155992,9917.42424881908,14787.0941947122
