,cluster,Row.names,log10p,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,1,ENSG00000130600,inf,-0.6824424238930066,-0.7206464894705958,-0.7538353621055722,-0.7439091238587946,-0.5982424590800393,-0.6813388734835536,-0.6967907117948315,-0.47691596687558707,-0.5103645152277649,-0.5447891895492077,-0.5889751264976096,-0.5128971651715545,-0.46665080920113355,-0.7614324915474177,-1.0339271063502664,-0.8676080492966592,-0.5203068216375635,-0.1646483713468646,-0.4508968554659989,0.2650594643375342,0.3500481779722626,-0.4091238798584592,0.5652674951071527,-0.3873713344066811,-0.2567192711378607,-0.12156357812585318,-0.20363778678787303,1.3370076393911525,1.1535300824757926,1.0718855076879736,0.7142904632019064,1.0462404145117095,1.0813296033145372,3.661817199200486,2.599537177548279,3.606134903585716,0.4122583450885823,0.11059961641987213,-0.15974600431335287,0.23666806616726982,-0.062270539295296315,0.0019485967595627431,0.18698915242071987,0.20507271921464934,0.1490891211221814,-0.828243377619347,-0.888820237849392,-0.011514779333844724,-0.20293706820736132,-0.9109605797206594,-0.7682751267013126,-0.8175297767547752,-0.9663191291312234,0.01687663556984111
1,1,ENSG00000204091,inf,-0.3149441076237363,-0.29903654330310364,-0.491311028029947,-0.39125449596638934,-0.3375659584413731,-0.5785633031214219,-0.6475230970387078,-0.5012886608206297,-0.32085410616191995,-0.551284008000299,-0.4867402060683188,-0.6068854284226871,-0.5247730413920796,-0.4708901384685834,-0.5053381846995035,-0.536086955006144,-0.6474191786487458,-0.5502581431125758,-0.8529598726946778,-0.7346261839172029,-0.8529598726946778,-0.8529598726946778,-0.6445334411106683,-0.8529598726946778,-0.8529598726946778,-0.7138545240303446,-0.8529598726946778,2.137342848371477,2.145818043337377,2.1520934250049017,1.4171014642363389,1.3426958462628615,1.575377319619802,2.623714870548715,1.9393771498691286,2.962872679191963,0.27193551407616906,0.009935532795761396,0.32530687029360594,0.475820389299196,0.10823689032748308,0.4731051352055194,0.6416916917531295,0.4031713049032344,-0.044595649148515965,-0.5187087812155305,-0.5174185388195779,-0.8529598726946778,-0.7280613816368907,-0.5205832031244588,-0.47174799753281926,-0.4716760038493331,-0.3248374603045488,-0.5822181172178936
2,1,ENSG00000215196,inf,-0.9966582362517786,-0.895018046467608,-0.8422209705641492,-0.6752500643954717,-1.0297287846402843,-1.017920244067184,-0.9246219251394092,-1.0908698987913157,-0.9846273918557539,-0.8472931793719701,-0.8036136840810064,-0.7232351208173841,-1.0702182477112103,-1.0213895396887727,-0.9352835064532545,-1.1771420574480271,-0.9151981573839333,-0.7912725024861775,2.1461434440433056,-0.34299636139928796,-0.26905386002620973,1.8050139042890645,-0.11653511446384877,2.3360917050410213,2.2646635354491815,1.746900142026968,2.0633801565277916,0.9501491776202258,0.9434862037960744,1.1021092470747897,0.9913083738624489,1.3633788318550837,1.3665838442808431,0.8707840213025483,0.8577214187376085,1.0077490972843604,-0.22031645394043703,-0.24970718600796094,-0.13425755103635914,-0.12890498105285783,-0.43162705381471406,0.26539133561415945,-0.16449947310133953,-0.20530838256910477,-0.7027881850478062,-0.3148292315441218,-0.14989500149115614,-0.6212879762069593,-0.5574118799664026,-0.024945629484070878,-0.11260617159817775,-0.24019977022403477,-0.06598590839707623,-0.28613670981904604
3,2,ENSG00000224243,290.4434895278429,-1.2874660179754158,-0.9687769982743988,-1.1489274225934032,-1.0924573980912093,-1.0071073324411246,-0.7610410654099593,-0.8654427584711282,-0.9743807907104617,-1.2874660179754158,1.2864644891051393,1.4657796187904224,1.3892421169592566,1.08938187032606,0.640773485064254,0.9678575711455075,1.1631644329805964,0.8800337950802843,1.8168130784225482,-0.9256517107059262,-0.5744381287483199,-0.6121800507263563,-0.7413949933705858,-0.6317664391739125,-1.2874660179754158,-0.9339354189648095,-1.2874660179754158,-0.8538185165226279,-0.3754009653214565,-0.558327523213093,-0.529701280194543,-0.9401652716718524,-0.7661962862774283,-0.8211989092929368,-0.48401780818212714,-0.6711830865543545,-0.6874336704915196,-0.2761514345070909,1.3192223040220667,-0.21264075518863157,1.86371708387429,1.42162439072408,1.885035479170603,1.8188408522807067,-0.3902861739481227,1.0047684657328695,0.7904190288869831,0.7154839262307295,-0.31296077517800164,-0.0028444135746772603,0.6048919332027529,0.8000017512327292,0.7614890555974233,0.7459374745699646,-0.16125075369740727
4,2,ENSG00000287431,206.5645554391797,-1.9919877714176415,-1.9856848339837032,-2.0535342283900735,-2.270405433623349,-2.1607174532229254,-1.4855080410644284,-1.5707614472948859,-1.3905932205775238,-2.0938996257862073,-0.22592622205155316,0.08459733933922015,0.2722921954313511,0.2894926586094152,0.39160937770856363,0.47072427999342925,0.8430622740877434,0.15822280308649433,0.7154313500055851,1.7008513307358537,0.6924103705677388,1.041354194854959,1.4012604927088637,0.9357702277629752,1.790789810499977,0.5962266717254959,0.6748315965235262,0.47786868712666775,-0.16994642308722008,-0.35575480765402245,-0.25616571547379496,-0.07011240523097764,-0.3277618425291118,-0.009874236178982504,-0.5308860165958235,-0.4785015649455339,-0.02170641374715266,0.046840622622492556,0.9590477550401115,0.0489437681530867,0.27089843631133975,1.3672737486940474,0.42649630610360467,0.6110491368549836,0.545505441356589,1.2298757977697492,0.6770547647241779,0.7069087198175131,-0.25939436305911673,-0.053417168697977246,0.7031411955351967,-0.09376954272919148,-0.0006579382541506246,-0.015048866925743112,-0.25781577122974886
5,2,ENSG00000286473,183.54350677686378,-1.262004261828297,-1.3660945482042468,-1.2447086631686157,-1.1761721762170223,-1.5618456718838358,-1.212992289832695,-1.3660836942762304,-1.6038563470617837,-1.3674545355058212,1.0425336050941083,0.7767843633345567,0.8649446842981717,0.6118285652572931,2.0362190484042,2.115538562838462,1.5643847037142549,0.6685535266974139,1.2806601881404518,-0.8029202251599393,0.0832425789673449,-0.16733747407610894,-0.9145865002930195,0.23012455664234072,-0.696965069048432,-0.0850379977202015,0.2289354614561778,0.39819666275393484,-0.9897329966527627,-0.7274367702935489,-0.8235845674003883,-1.0845500896874762,-0.7263952825436953,-0.9813233670085866,-0.768581358037917,-0.9048663099644968,-0.7494698823379722,1.691183258745293,-0.11095788051962305,1.7445793049823066,0.2517962164332684,-0.1716469029636224,0.3698182772910875,0.7786952700388913,1.366336151747865,-0.21712869002951685,0.016310005293172402,0.8614496556327148,0.4511913593584055,0.7843718419781298,0.11644551518799962,1.0408350960398964,0.4520997952484756,0.6746605182896392,0.5820147778499508
6,3,ENSG00000223768,inf,-2.0298095305350827,-1.8681296786530437,-1.8081526740089862,-1.9912637987185926,-1.9762671704896089,-1.8575813480507861,-1.8852179935590978,-1.6676157823041284,-1.5666743039174547,-0.19486145761658258,-0.1738374164808466,-0.07964188938191172,-0.30538218042577503,-0.5000962034531355,-0.36479148374210135,-0.6030306491998754,-0.36654440390463555,0.10491285944829906,-0.5827989673413622,0.2776429033210182,0.17225941458922858,-0.4049359393057391,0.04638015931436476,-0.12907247377284906,-0.6672718097937135,-0.7057243923227601,-0.43304375974855286,0.6158278168826876,0.6539246986972723,0.654268864346012,0.6568449150269899,0.5992417778164454,0.6542736470976809,0.5468194380695961,0.31943977662834644,0.5814372393534183,0.816338660655278,0.8223897446674573,0.8320708189013026,1.4546889245453516,0.7638902629020684,1.3259778459055878,1.6296391531828358,0.8395710683730323,0.6403318445908464,0.6455348757807678,0.9853571438418712,0.4163207416639898,0.5789130648509196,0.5046257146567019,1.3565912314507387,1.1784419160633444,1.0952631560957036,0.3925256280071227
7,3,ENSG00000230490,inf,-0.9445032376784941,-0.9445032376784941,-0.9445032376784941,-0.9445032376784941,-0.9445032376784941,-0.9445032376784941,-0.9445032376784941,-0.7911301744642479,-0.9445032376784941,-0.7407938201186506,-0.8480300557685816,-0.9445032376784941,-0.9445032376784941,-0.6123487900244154,-0.8621494665835804,-0.47759153450444386,-0.9445032376784941,-0.9445032376784941,-0.699629878686002,-0.8570127854852332,-0.9445032376784941,-0.7718111617736524,-0.9445032376784941,-0.5953922934922852,-0.9445032376784941,-0.6511331226896502,-0.9445032376784941,-0.2231653800766311,-0.1287967104177291,-0.2147675870475674,-0.14114757739342748,-0.18776122123151934,-0.1740963660426757,0.026924493992687783,-0.1386737023718888,-0.04651265760346204,1.453836108991487,1.7112567826243998,1.2475444685173467,1.0057792021754828,1.8267852816974894,1.4185582351791988,1.7302276491691728,1.1240883454775308,1.548729818122406,1.3249326171803006,1.4442638393094775,1.0527155686456284,1.1631591780304626,1.3885099211668903,1.1354120789955198,1.3641758621948166,1.0794302693051816,1.227666367856103
8,3,ENSG00000230590,inf,-1.316531247935915,-1.0510081850085857,-1.1909839379630447,-1.2959592852919861,-1.075844088614829,-1.1233475878023254,-1.0956064471162725,-1.5841452271646363,-1.203490188830146,-0.32160030273206375,-0.07858327018883675,-0.42601890952581906,-0.811233503756861,-1.4365183287254484,-1.2865625472050886,-1.7198794409943283,-0.8119940048035905,-0.5150841851459661,-0.4363357949311566,-0.31976185641435584,-0.06184871887892929,-0.24428446864025327,-0.15557666731369818,-0.27744874202272807,-1.3807915641939823,-1.0830384725457451,-1.1739388070840422,0.1784403311856525,0.09486567821838929,0.10757366289984978,0.2859135004703962,0.4658525826385117,0.12222895830673046,0.23874271674926192,0.1762242004606738,0.31008970914517986,1.1962969856236259,1.2910133040608376,1.7120652953571003,1.2871583653883898,1.1125155924623866,1.0270773314982462,1.3256326491556705,1.506611365602125,1.0990893389711183,0.9018828886703373,1.4281318394798113,0.9902352785133987,1.0581473863648443,0.863039907322665,1.2569421587484604,1.0594796894419587,1.2891801855970138,1.0929848784979515
9,4,ENSG00000242086,127.69318906260817,-1.8974168413662689,-1.6222882657176263,-1.7726205138476963,-1.9089974433980685,-2.3219380577592026,-0.5268810638078899,-0.5091298081257759,-0.8175025159534036,-1.9299364986618983,-0.7257108140343782,-1.0840977225958277,-0.9960617517247707,0.46153388424022507,0.13718061852237753,0.1274069663453091,-0.18246403578767292,0.60073692286994,0.654953303150866,1.706882573726183,-0.1645076935765801,-0.4842181300330698,1.8068062198116817,-0.38853529320525076,1.9386336460967266,0.8717834036078737,1.005136412359424,0.7565902989547898,0.3947448641552034,0.3852892877902544,0.3237380851999608,0.9679665163439122,0.773560512067567,1.0179186348842444,-0.3914037477402054,-0.043046365982067646,0.2625801259031363,-0.40342751181356373,1.5487384524720005,-0.3273151523786659,-0.0077213624496032755,1.275813452072434,0.4140069303617395,0.4557184087709897,-0.2061008266585445,1.0650544551326608,0.9087128792536449,1.2494703734233206,-0.7181615811034097,-0.7337086750264458,0.8161349460135435,-0.7071036121900575,-0.6487819162434956,-0.07060883155605625,-0.33740614079245634
