"","Row.names","baseMean","log2FoldChange","lfcSE","pvalue","padj","D00_1","D00_2","D00_3","D00_4","D00_5","D00_6","D00_7","D00_8","D00_9","D05_1","D05_2","D05_3","D05_4","D05_5","D05_6","D05_7","D05_8","D05_9","D09_1","D09_2","D09_3","D09_4","D09_5","D09_6","D09_7","D09_8","D09_9","D16_1","D16_2","D16_3","D16_4","D16_5","D16_6","D16_7","D16_8","D16_9","D26_1","D26_2","D26_3","D26_4","D26_5","D26_6","D26_7","D26_8","D26_9","D36_1","D36_2","D36_3","D36_4","D36_5","D36_6","D36_7","D36_8","D36_9"
"682","SNHG20:lincRNA",381.77300963919,0.0794428024082574,0.399979776726047,1.37303372828621e-100,2.30296167223524e-99,77.7836500540803,144.323732736969,141.934725629907,76.6534500618379,58.3216886885508,68.60325528447,43.3706269132274,48.2417372024671,56.7410064928318,194.660140898593,273.039190727806,227.191198506978,314.788570847077,351.689038741815,330.182857331907,380.695374343202,268.303802650889,305.914921320271,327.951193470838,264.469972543457,235.748468751125,108.150518454156,124.89667347494,115.476105343719,112.543557990237,224.868565635993,273.588501793252,535.231134849602,561.961449610409,507.743773149538,296.740105469338,270.121247575985,293.793286428584,558.084048061317,684.28276766681,743.786418937619,583.445470940134,571.445900703576,880.033423832498,571.664410750559,536.255754572224,763.435118918463,689.12615377257,523.589462430105,953.035349684554,381.249078986356,372.209451558121,356.137575799963,715.167151195258,968.383203043972,473.744822956199,360.726168361313,691.422339859127,622.794925511448
"685","CH17-373J23.1:lincRNA",119.523412098524,1.12970704968754,0.394033988336235,1.18302363905866e-11,2.75674737622173e-11,77.7836500540803,102.545810102583,138.341441436745,125.125484659765,97.5379965998177,116.205514053286,90.2388850291344,113.553627568884,130.781100331039,125.138662006238,144.132212205757,163.384308713529,200.694896697263,153.53975732681,189.760262834429,142.984178157071,144.043285754971,131.267360345531,95.4794613902441,107.473853384194,99.0271345702557,81.1128888406172,89.7145119327037,83.3994094149084,156.169993390947,236.808489475072,224.229751469727,128.937829712469,119.838569999735,135.924498856957,142.224547591813,85.7953342176826,139.477620829732,142.176609608593,136.856553533362,190.76387428711,40.4312549640901,41.4759121478402,87.390078673262,91.4175496935861,80.1301702234358,39.1702123388749,102.929589452369,68.6576832148941,150.345148747029,101.294211362484,89.2151520487248,66.7318929013737,56.0070660574599,92.5277887789521,76.1533734097816,181.891584894052,168.89706011826,137.129157910777
"699","RP11-256I9.2:lincRNA",15.0546827282158,-1.02120540035648,1.32325122650778,1.2302234581447e-321,1.32182322888367e-319,75.3143278301413,78.8083540603187,88.035462732474,91.3077861030716,81.4492548926313,95.2045175376319,95.1355687128859,83.1242241027126,94.1070351588429,0.993163984176494,0,0,0,0,0,0.893651113481695,0.618211526845367,0,0.593040132858659,0,0,0,1.75910807711184,0,0,0,0.705125004621784,0.927610285701217,0,0,0,1.34055209715129,0,0.817106951773524,0,0,1.68463562350376,3.68674774647468,0,1.21890066258115,3.0819296239783,0.768043379193625,0,0.597023332303427,0,0.797592215452628,0.959302710201342,1.40488195581839,1.72329434022954,1.48639018118798,1.77100868394841,0,2.63901656434781,0
"705","LINC00458:lincRNA",17.1102056799112,-0.255544787841147,1.22145582622586,7.73327875092657e-280,6.66043976230597e-278,74.0796667181718,98.747817135821,118.578378374353,89.0532728659587,64.3549668287457,100.80478327514,96.5346211939577,111.327085851847,107.254341541328,1.98632796835299,0,2.9003131724295,0,4.14972317099487,2.53013683779239,0.893651113481695,2.47284610738147,1.69013768685233,0.593040132858659,0,0,0.965629629054967,0,1.60383479644055,0.632267179720431,0.994993653256606,1.41025000924357,0,1.16348126213335,0,0,1.34055209715129,0.989202984608027,2.45132085532057,4.69605820947811,0,2.80772603917293,2.30421734154668,0,4.87560265032459,0,2.30413013758087,1.2552388957606,1.19404666460685,0,2.39277664635789,0,2.80976391163679,1.72329434022954,1.48639018118798,0.885504341974204,0,0,5.71371491294906
"729","LINC00657:lincRNA",80.2088700070788,-0.490661427260754,0.31398322846846,5.5498104631713e-12,1.31499002502915e-11,71.6103444942327,58.8688909848164,84.4421785393118,73.2716802061686,76.4215231091355,58.8027902438315,62.9573616482333,56.4057234982692,74.0400938382073,64.5556589714721,78.1561995763609,66.7072029658786,41.2386774035472,54.9838320156821,44.2773946613668,67.9174846246088,64.9122103187636,73.2392997636009,72.943936341615,66.3809094431785,73.4717450037381,60.8346666304629,82.6780796242564,68.9648962469435,73.9752600272905,73.6295303409889,71.922750471422,84.4125359988107,80.2802070872012,51.7390027907128,84.281213387741,81.7736779262287,74.190223845602,78.4422673702583,83.8581823121091,50.0996033481298,110.624405943413,110.602432394241,105.787989972896,104.825456981979,106.840226964581,102.917812811946,124.2686506803,121.195736457596,61.1573486428591,107.674949086105,85.3779412079195,105.36614668638,139.586841558592,111.479263589099,111.57354708875,84.0675392367466,71.253447237391,79.9920087812869
"854","CTC-339O9.1:lincRNA",14.5855912368963,-0.279083638463735,1.34032109781318,2.1560314114921e-184,9.03368836969586e-183,56.7944111505983,82.606347027081,149.121294016231,102.580352288636,85.4714403194279,120.405713356417,30.0796283430448,39.3355703343193,54.6651160113867,0.993163984176494,2.03003115782756,3.867084229906,4.12386774035472,3.11229237824615,1.2650684188962,0,1.23642305369073,1.69013768685233,0,1.0536652292568,1.27776947832588,0,1.75910807711184,0,0.632267179720431,0,2.11537501386535,1.85522057140243,1.16348126213335,0,1.7558586122446,0,0,0.817106951773524,0.670865458496872,0,1.68463562350376,1.84337387323734,9.19895564981705,0,1.02730987465943,1.53608675838725,1.2552388957606,2.38809332921371,2.54822286011913,1.59518443090526,0.959302710201342,2.10732293372759,2.58494151034431,2.22958527178198,2.65651302592261,1.52850071339539,0,0
"866","LINC00910:lincRNA",72.6932113267233,0.735409709958039,0.360289102444899,6.75167110080669e-07,1.25676045945033e-06,56.7944111505983,72.1618663684846,80.8488943461496,71.0171669690557,60.3327814019491,63.0029895469623,48.2673105969789,54.9213623535779,58.1249334804618,60.5830030347661,77.1411839974471,73.4746003682141,97.598203188395,90.2564789691385,101.205473511696,74.1730424189806,45.1294414597118,46.1970967739636,68.1996152787458,65.8540768285501,58.1385112638275,84.0097777277821,98.5100523182629,97.8339225828733,49.9491071979141,63.6795938084228,66.2817504344477,98.326690284329,101.222869805602,101.724141080046,91.3046478367194,57.6437401775055,79.1362387686421,100.504155068143,86.5416441460965,132.956639654652,59.523792030466,53.9186857921923,93.52271577314,62.1639337916386,63.6932122288849,58.3712968187155,72.8038559541149,55.5231699042187,107.025360125003,60.6170083743998,63.3139788732886,49.1708684536438,47.3905943563123,64.6579728816773,48.7027388085812,56.5545263956295,89.7265631878256,85.7057236942359
"970","SNHG25:lincRNA",43.9204622971817,1.71107732246719,0.482844853511665,9.94520076527745e-41,5.62111034920786e-40,48.1517833668116,79.7578523020093,104.205241601704,52.9810610721526,47.2606787648601,60.2028566782084,58.7602042050177,37.1090286172824,45.6695905917914,60.5830030347661,103.531589049205,63.8068897934491,63.232638685439,71.5827246996616,83.4945156471489,50.0444623549749,43.8930184060211,54.0844059792745,64.0483343487352,51.1027636189549,54.3052028288499,38.6251851621987,40.4594857735723,36.8882003181326,43.6264354007098,48.7546890095737,48.6536253189031,61.2222788562803,59.3375443688009,48.2312737879527,43.8964653061151,35.5246305745092,47.4817432611853,61.2830213830143,38.9101965928186,63.5879580957032,12.9155397801955,14.2861475175894,29.1300262244207,20.7213112638795,15.4096481198915,13.0567374462916,23.8495390194514,19.7017699660131,45.8680114821443,12.7614754472421,19.1860542040268,13.3463785802747,7.75482453103291,10.4047312683159,11.5115564456647,29.0415135545125,18.4731159504347,39.9960043906434
"990","LL0XNC01-237H1.2:lincRNA",17.9258762028857,2.40542018181529,0.72557180686728,7.10371805286825e-55,5.57408158421737e-54,48.1517833668116,55.070898018054,95.2220311187984,58.6173441649348,46.255132408161,42.0019930313082,21.6853134566137,17.0701531639499,23.5267587897107,29.7949195252948,26.3904050517582,31.9034448967245,26.1178290222466,19.7111850622256,34.1568473101973,19.6603244965973,21.6374034395878,14.0844807237694,11.2677625243145,17.3854762827372,14.0554642615847,18.3469629520444,7.03643230844735,25.6613567430487,10.7485420552473,17.9098857586189,17.6281251155446,5.5656617142073,8.14436883493346,7.01545800552039,19.3144447346906,10.7244167772103,13.8488417845124,12.2566042766029,8.72125096045934,23.122893852983,2.80772603917293,2.76506080985601,13.7984334747256,3.65670198774345,7.19116912261603,5.37630365435537,3.7657166872818,2.38809332921371,5.09644572023826,2.39277664635789,4.79651355100671,2.10732293372759,3.44658868045907,4.45917054356396,1.77100868394841,9.17100428037236,13.1950828217391,0
"1002","LINC00678:lincRNA",7.32472994283825,0.115954672624711,1.60895138468916,2.89993665945515e-187,1.26385994491596e-185,46.9171222548421,43.676919117767,53.8992628974331,38.3267250309189,47.2606787648601,37.8017937281774,38.4739432294759,46.0151954854302,35.2901381845661,0,0,0.966771057476501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7558586122446,0,0,0.817106951773524,0,0,0,0,0,0,2.05461974931887,1.53608675838725,0,0,0,0,0,0,0,0.743195090593992,0,0,0,0
