,D0,D0,D0,D0,D0,D0,D0,D0,D0,D5,D5,D5,D5,D5,D5,D5,D5,D5,D9,D9,D9,D9,D9,D9,D9,D9,D9,D16,D16,D16,D16,D16,D16,D16,D16,D16,D26,D26,D26,D26,D26,D26,D26,D26,D26,D36,D36,D36,D36,D36,D36,D36,D36,D36,cluster,name
LINC01356,2.0981620841324307,1.9836939911847185,2.6914602770085865,2.0019397571757898,1.7958703102520495,2.1876721623937923,2.0373411156507304,1.9888847406609684,2.0774940835058757,-0.12001584321541614,-0.11348981354358362,-0.12799911291268226,-0.015180027412250888,-0.7260733987157594,-0.04351674565545616,-0.7260733987157594,-0.2464977741784699,-0.7260733987157594,-0.7260733987157594,-0.7260733987157594,-0.7260733987157594,-0.1283469237132722,-0.7260733987157594,-0.7260733987157594,-0.7260733987157594,-0.7260733987157594,-0.21424753561015283,-0.7260733987157594,-0.7260733987157594,-0.15606267684075073,-0.7260733987157594,-0.7260733987157594,-0.7260733987157594,-0.7260733987157594,-0.22670070826219574,-0.7260733987157594,0.059033766053098916,-0.013181805531463595,-0.7260733987157594,-0.05584665667612085,-0.109850397927997,0.024475988787962137,-0.7260733987157594,-0.2547084053625264,-0.7260733987157594,-0.1821194947548639,-0.1302787399609254,-0.7260733987157594,0.06775593866456857,-0.35352782423976004,-0.7260733987157594,-0.7260733987157594,0.9035478395055183,-0.7260733987157594,3,LINC01356
LINC00665,2.047180059838029,1.1736501156086203,-0.6273470870980067,0.969120972227009,1.9152235441415322,2.5921275300404885,1.7684716395123108,1.562640585120982,0.9949236760707422,-0.07478108029099996,-0.2069254958773536,-0.8990014616736584,0.0021171853697542677,-0.1629943707873832,0.04846702313562148,-0.456869439812768,-0.32700616833968993,-0.8642453802223187,-1.0438055321980761,-1.3823728098232675,-0.6354096979718596,0.03235522758976526,0.5322843842710311,-0.1958761774480791,-0.058494568716258924,-0.847909911537095,-1.2359253887916215,-0.9714918508495868,-0.56080368149809,-0.493040213521088,-0.6699515136193539,0.2746919572793421,-1.3443623815969141,-0.9872264813454089,-1.143802612981716,-0.9050686842236465,1.2876820659862624,0.9360417260890604,-0.5829527383924068,1.1543462569918916,-0.3715569273183729,1.1561774502368936,-0.668398612466553,0.4020255386096941,1.1153572969519179,0.43540902618207644,0.4635360933341436,0.7665842307661641,-0.7044338806105663,-0.2775577424555312,-0.4744383567000357,-2.2747163180432537,0.5325836636408428,-0.7142306827830565,3,LINC00665
SNHG15,0.03201406379766364,-0.06348701892572821,2.2610807392150956,-0.2482136844409574,1.3147806838696579,0.6960253563619141,0.6936781840272257,0.2484562122958242,0.4596151742553712,0.2854548993610716,1.0992266066740444,1.1835596680292877,2.9323804510927762,1.3386257894129572,0.6170432097181154,0.512590103495784,-1.13786358017282,-0.5958295264454653,0.4689303753175507,-0.45249564088480526,-0.8639869121540035,0.1968317740526102,1.1716731687620843,0.25295746706648164,0.615681385701849,1.117101097760219,0.16316495792294494,-0.7048069831330009,-0.4279398624513576,0.18433555097978685,-0.6310056395286957,-0.3829986785189304,-0.272704920119918,0.22804445095117412,-0.22046084614164985,0.0870724226476758,-0.9854158342491909,-1.6938886080164883,-0.4159604723499488,0.25292179761550593,-0.5283380175600545,-0.9119600234065591,-0.3461028886305423,-1.7190035163625301,-0.008346926138494233,-2.5591917191384037,-1.4294400619702772,-1.8544985818430828,-1.4349561614536444,0.2527646668638536,-0.7213750920258855,0.7102419349295919,0.10060586476640118,1.1334131391178708,4,SNHG15
RP11-1144P22.1,2.021442015078103,2.0916138650575276,1.8120846336336436,1.9701392979599395,1.3642764833668988,2.380309029514446,1.7067895383374116,2.2101853398206908,2.037743599209903,-0.9763746618075644,-0.29208886876751855,-0.03859627713970409,-0.9763746618075644,-0.9763746618075644,-0.9763746618075644,-0.33368838675499085,-0.2224393011814822,-0.9763746618075644,-0.9763746618075644,-0.27939347147070237,-0.9763746618075644,-0.9763746618075644,-0.9763746618075644,-0.9763746618075644,-0.9763746618075644,-0.9763746618075644,-0.9763746618075644,-0.05723828788391636,0.44999785042248647,0.11178391964939513,0.5346970580352094,-0.418793463993098,-0.3007091432895135,-0.9763746618075644,-0.19163022994802298,-0.9763746618075644,-0.4655771620051493,-0.5132671588019766,-0.9763746618075644,-0.22769864633069453,0.3690787235379067,0.7356459226037747,-0.21683539485681372,0.28457106720177,0.09522849540039349,-0.12238695215186507,-0.3108429198160015,0.0013512831122520178,0.10262657379566509,0.17743105858589098,0.11688063557512864,-0.13999827940555926,-0.9763746618075644,0.15567680462717431,3,RP11-1144P22.1
RP11-20D14.6,1.9490260009345985,1.948683320549333,1.874368467221876,1.7600804841580333,1.802471740497068,1.452747659271504,2.1544693642126767,1.8966736461105707,1.7194442361612,-1.515093032973964,0.0604046574423041,-0.7283386833650999,-1.515093032973964,-0.12623104366897925,-0.2574492239614476,-0.22195957739347824,-0.13076205074008482,-0.19091240265758533,-1.515093032973964,-0.5139318613409071,-0.8738649437971376,-0.728796221277531,-0.46032060772073835,-1.515093032973964,0.32912289824280894,-0.39520572330075643,-0.19010086919358865,-1.515093032973964,-1.515093032973964,-0.23363601019675942,-0.46126908827720337,0.17105554422280683,-0.719403564078658,0.20597875900851798,-0.221378811550125,0.6029294984305695,0.2305013125281066,-0.00976320394863606,-0.13606305586077852,0.20154789456165795,-0.3777217811791375,0.15692958177418714,0.005411102240296582,-0.030155279125219623,-1.515093032973964,0.4287656511959151,0.188502995586675,-0.0439797834534374,-0.24442004972393033,0.19416851439374264,0.4031366060067861,-0.13806575936298518,-1.515093032973964,-0.18194607578534572,3,RP11-20D14.6
RP11-258C19.7,0.22765843416250062,-0.2159890586791027,1.4263408058729519,-0.437632289387312,0.48682593816428454,0.2828440216015878,1.589842059278357,-0.41998789894389815,1.5051119718244033,-0.09850136675217232,-0.7006531186482652,0.47866377412761113,-1.021263215708939,-0.9525316592752358,0.01059082591805843,-1.1534621546219033,-1.0662878362816206,-1.0070477071476704,-0.3074556381685742,-0.003120246192638247,0.8274910242319596,-0.29281442854820394,0.2204558817154842,-1.1312207050452594,0.08240304986415882,1.1082146270933382,0.06813226962512826,0.6465034239549992,0.5646567826536046,0.013969383424399181,2.538385326613051,2.0362825493126135,2.3027384735256042,-0.2738560925456553,0.38508935086779833,0.05133077951332412,-2.043658643413251,-1.9182892741136868,-1.236475593220173,1.0288797752469006,0.5460864289455835,0.6880272256937459,0.272435979709134,-0.7787307581118192,0.5752752765713478,-0.6590971021930299,-1.467584483710811,-1.313366586657899,-0.8297584888662954,0.7043734689520754,0.6914832746996744,-0.34507081074171164,-0.53045703495461,-1.155779991233898,5,RP11-258C19.7
LINC01138,1.292383690034562,1.7228338328702082,1.914624975179874,1.2984229366871245,1.5301258502602344,1.8600356556572673,2.079001709232161,1.4816882171871868,1.6906415029246704,0.04372288378989424,0.8104930847594042,-0.23334529737278722,1.3716093354567478,1.575695153471387,1.589088124680045,0.3305111223385448,0.15156837865589254,0.2957634566924845,-0.1070362901014736,-0.6423239593160031,-0.7152219683330052,-0.709493184852013,-2.3095872651722553,0.12191300152202698,-0.20735896806348525,0.045649001890369384,-0.39968530311395445,-1.184103571798466,-1.05359355724395,-0.977135657358617,-1.2138272166451813,-0.06464548194380985,-0.3544002749724112,-0.04871872298650943,-1.138739385281792,-0.3780043472380308,-0.3182042849246951,-0.5709970318494139,-0.8756798632326923,-0.33045478333013173,-1.126955209474737,-0.11078543098242992,-1.0067958457958366,-0.6489429188220347,-0.4874401360269958,-0.5400881466670593,-0.7144551557743433,-0.6423267585689456,0.3737478239553094,-0.24437593736984337,0.033928247987829854,-0.8777622627623355,-0.45757500562734693,-0.9233887622305982,3,LINC01138
AC092669.3,1.4781769268670388,1.8342511622069988,1.9939642177055632,0.8402679974096092,0.6402897950302828,1.8354184275632783,1.3674136268011872,1.8443386714011623,1.281985687165173,-1.128078535823701,-0.8480180988894678,0.029853568822705914,1.3336867988345489,1.345636134737792,1.9275297097884223,0.31915128404885895,0.06491557806459906,0.6411249486583769,-0.6549847264176814,-0.8027802380566647,-1.1665903845235215,-1.1584511256592227,-1.2567639052054749,-1.3502879648948245,-0.44503607190054423,0.36376227049044113,0.061858926623423724,-0.7350886946122414,-0.2243557924857999,-0.11661020414779809,-1.258671698776406,-0.4948292408668752,-2.256334676005857,-0.7008693445605257,0.19243401535928492,-0.30284684910151916,0.6355144207591085,0.03143286064334005,-0.6118627849474089,-0.8958094689829126,-1.3896176037654653,0.195196117542698,0.08821678607733298,0.01156418980354416,1.0618932863064428,-0.7311772102430634,-0.30893025795534146,-0.8857756144714087,-0.8256980903067754,-0.8181072600253547,-0.2554454250772069,0.1873692497678579,0.1660963685618442,-0.15032175933786326,3,AC092669.3
MIR143HG,2.0420314030066655,1.3111465410725038,2.439613315427953,1.1029971086652315,1.8430264195217145,0.05818496943675428,1.2501684762510559,0.8779180882677108,1.4756541521676014,1.0214335191680288,0.6188431094421725,0.37740521940022737,1.1313911478721939,1.0977172449664847,0.4043509869572032,-0.5231290055420202,0.2579316432249391,-0.3697300999714166,-1.4224665597442965,-0.9041047432655429,-2.064479893187516,0.37560304578360876,0.06544580206864796,-1.5024546567483756,-0.0826871753774127,-1.3316919296721876,-0.4030211019122188,-0.25155752624753575,0.27771077248478704,-1.898208091244449,-0.7941422798542672,0.13204653399838798,1.0144933578519963,-1.1499086085231325,-0.643974246145038,-1.358275417125963,0.11777812089596183,-0.05514307990929108,-0.9349657842187605,-0.4181111406082714,-0.11704159922360367,-0.29596125276562596,-0.7183804647143676,-0.6011346885419885,-0.3633496593953165,-0.44086478655228545,0.6817562050725383,0.06303030787053615,-1.1008514445498818,-0.0838708879070942,-0.5339370247457663,-0.12793884088868251,-1.0813995192754426,1.5351040169828156,4,MIR143HG
RP11-367J11.3,1.700793320311425,1.6454717867569115,2.253593912895711,2.559532068414273,1.9272390423191281,2.4971790792880113,0.960505670753522,1.3131626346422247,1.222807000511535,-0.2926733595639784,-0.9031003657362109,0.0921968089780714,-0.7607040439895028,0.479805681871369,0.6912982860958491,0.3306125917976745,-0.26613793790088364,-1.1269865937543917,-0.4479744616950729,-0.3785430250037043,-1.0843520197807208,-0.924620073216024,0.44754846100647583,-1.790394019029266,-0.110348930153753,-0.5573109891361316,-0.520262439646821,-0.34084628598558053,-0.8415238927258013,0.16793649619257534,-0.17069066297305224,-0.7732763554539966,-0.5607963619197668,-0.6699238033953869,0.29640362468153103,0.25503283708790037,0.2278388193575012,-0.03813763150230513,0.5359997165793476,0.30538488468101754,-0.5380598090043618,0.18761467914094299,-0.8055213563977616,0.08168339569631504,-1.790394019029266,-0.2429691165467288,-0.3173260037904726,-0.17058391191764305,-0.39128423480774643,-0.8612370083236903,-0.9607953118183684,-1.790394019029266,0.5700227746053576,-0.3224955304370055,3,RP11-367J11.3
LINC00957,0.9920329493906316,2.6657691899264564,3.352633815516743,2.074706824454441,2.0250111741161674,1.7119987320706123,0.29642349645916166,0.9314791307124232,1.1929973075608704,-0.43252226120164167,-1.6122032468557885,-0.2768621005156803,-1.6122032468557885,-1.6122032468557885,-1.6122032468557885,-0.690333138796269,-0.6736111274787611,-0.5807083438957628,-0.2314593094829625,-0.30650239833415815,-0.28238530030246767,-0.9302756422013395,-0.335322495900559,-0.73770139378413,0.14120980270667313,-0.25860194547157506,0.4387871788767909,-0.1577398685926616,0.0035823899712166874,-0.5008405845492627,-1.6122032468557885,-0.4906837273190018,-0.6437095782067701,-0.5379840830521453,-0.055482851090754536,-0.2790285074771643,0.04875665414301109,-0.38692121595128076,0.3758202118349169,0.3103799735597344,-0.23805918198539208,-0.16211676597167976,-0.5255793636484823,-0.22710369721256352,-0.517749039513933,-0.5504244914308445,0.32054491381889955,-0.022007588344703722,0.030681552612015613,0.019873293132159107,0.42673519842523455,0.040961716138716645,0.8992302895106132,0.7931164410535171,3,LINC00957
RP4-806M20.4,2.0867213379755163,1.2555077261803647,1.9694442948185844,2.0477773303807427,1.7328129733598538,2.0364817454596897,0.07209228000272991,1.2476226896077791,1.531629914398063,-0.2727856704318127,0.8879052827391283,0.44597962469304026,0.3807798558020138,1.0878601260170624,0.7947992433922525,-0.6998007611809157,-0.4399557906758098,-2.226704713119229,-0.703204487430358,0.20729952350029798,-0.930591700104236,0.44452492249818576,-0.1117925929166912,0.2240098052636097,-0.21672228988316458,0.015280527928371443,-0.10968020638807091,-0.671865267548764,-0.11973370694165593,-0.385942086934849,-0.1136476414268145,-0.16005109852055122,0.25571334241187943,0.2455472433260843,-0.3683351030333958,-0.018552219199636635,-1.0101069011814785,-0.34143161662516003,-0.8097610182137315,-0.4521972426961396,-1.062268590732651,0.35379575439514904,-0.9418446572894679,-2.226704713119229,-2.226704713119229,-0.4680684762256279,-0.3049473894428479,-1.2613629709050524,-0.13234746828358035,-0.16210626170208026,-0.7065873982481345,-0.24865917944520455,-0.38318118880854823,0.9640595776237215,4,RP4-806M20.4
RP11-379B18.5,1.8950275056625847,-0.5811073467374156,-0.38585540719115047,0.9542979238645359,-0.2039490120278627,1.4163061748329238,1.3025922204345115,0.7886704838289812,2.2510855223584985,-1.6730977941164635,-1.6506213329232002,-1.2489789843994168,0.9035163471280302,-0.4458989788352998,-0.12528407739170314,-0.14387298124285314,-0.7174085032458716,-1.0562088067572815,-1.7835078290528725,-1.1422139085943395,-0.6695991284593527,-0.5557600123374045,-1.794532007702866,-0.5609697574423975,-0.4848402646526728,-0.8361806663043186,-0.7498916186433442,-0.3349118470179437,0.5720022065815109,0.4580106965461718,-1.7963284135089919,0.2969034284489145,-0.5191684376462311,0.9846504708993484,0.1412293771088534,1.0066346510218327,1.1457872018012236,1.6007504003997677,-0.6282956335503211,-0.18726759232964157,1.313023794039311,1.1345572296953716,0.46175327080859513,0.0888519128666934,-0.4732160450967409,0.28148155394799,0.42859344271923294,0.3836717707238859,0.6071423971086932,-0.03047517574125224,1.4425387979502382,-0.6327974310953906,0.8204556613611778,-1.267295448094144,3,RP11-379B18.5
LINC00670,1.0596061942420365,-0.2708890946800712,-2.3916552055938505,1.2080616480931903,-0.21413384880497824,0.3177574772046427,1.4860782782362734,1.4809920005160073,1.1167244199287134,-1.4753352770883814,-1.4654683412040803,-0.25318518668710643,-0.30535287033029995,-0.795377926744436,-0.6376176591408732,-0.17767739234000074,-1.6665677976393665,-1.202737070113468,-0.4436158232429654,-0.9179178016475733,-1.354608375845064,-1.4879313333818576,-2.3916552055938505,-1.2327225043506547,-0.6379678134615446,-0.06642587810998285,-0.545432914511895,0.4730056506055423,-0.46104741278118117,0.4036995936158614,-0.3464062872265912,0.08980276207004484,-0.4054211744955886,1.049230233148313,1.0169621351767089,-0.6248667230877338,1.8854756536631285,1.3895025314966498,0.427806592125477,0.3117486016215826,0.6021990370217833,1.3787474739842958,0.7505763688172205,0.8554375672593872,0.0336925864986424,1.1447225147185796,0.6170805214939744,0.4850153611949994,1.320233455675186,0.056274048480578355,0.41560832651389246,0.5917676461855491,0.07222698339252118,-0.2680187448773448,2,LINC00670
RP11-346D14.1,1.526924805881705,0.6647291581493684,0.5337235068203973,1.2892730118018958,0.5943090977418234,0.9087547640542739,2.5361171408293575,1.6912348305447082,2.037857430411879,-1.0543934757098263,-0.6797401702700616,-0.47420059250331803,0.5806037318325474,0.6684458258213847,1.5915013932465154,-0.36394130711109335,0.03779748510460763,0.12683855797022053,-0.546698570376596,-0.7736519023676462,-0.587419486761785,-0.7740984259853108,-1.6206990713363394,-2.63492111219746,-0.4195685871788068,-1.0511484701503362,0.1639659205528643,-0.2877235978122807,0.19797670412530052,-0.15953354328084826,-2.535503395092762,-0.6978611398780243,-0.728698875122014,0.31513875992950763,1.0649215795216822,-0.2091682497563265,0.8602279338978902,1.223937369273818,0.17178212530850723,-0.6783573970575929,-0.6566902058979471,0.5277962414340345,-0.6219122057391157,0.2560722753183452,-0.2262558944535163,-0.35568498599063764,1.4094119853224907,-0.6078509932528279,-0.19641848855268648,-0.8460159360198705,-0.38249628075226494,-0.6722503741367168,-0.15296518419928168,0.016526284048294104,3,RP11-346D14.1
FTX,1.0463469204558833,-0.01471553361540209,1.6145917689838691,1.4941951278068542,1.476694536293569,0.97030868532018,0.9689837726361238,0.992192514667192,0.17946836633366994,-0.12358840995712041,0.25384913028617834,-0.5618172224024116,0.7658370074216103,-0.05873278652622282,0.7875615139965284,-1.4296184182318634,-0.4772589830390902,-0.8766508013060383,-1.1435004611735664,-0.9550607326066113,-1.062273194171257,-0.793918081874018,-1.1556171439781486,-1.2524294350737817,-0.3153496069467788,-0.31332659212296293,-1.3808986557704659,-0.8424863922878957,-0.31011261793461586,-0.13343847509232756,-1.1575920140506504,-0.5100330330316297,-1.6993948792105482,0.19862513696005163,0.5410579940760658,0.17080706399203166,1.696956329802592,1.2589742180684291,0.567622469563118,-0.4963889184589221,0.27323404039179394,1.5371885054901737,0.4289616143370775,0.7639457991260602,-3.407135974545897,1.1256832019793594,0.000871292576589957,0.4203877386965295,1.0830580564424777,0.35100324632739754,0.7054463221051085,-0.4921166656304395,-0.12884348813578828,-0.5815538569619524,3,FTX
AC015849.16,1.700146472761894,1.9758394985904184,1.5660890280396078,1.0476339181251415,1.778550120807908,1.4118464978774008,0.7007826306923717,0.6485074635056941,0.9639212442055809,0.7919716935565847,1.0609364595881305,0.8938199234024887,1.3908410028231533,1.3979858711191857,1.9115052262812602,1.0383030384580985,1.0764762053057795,1.1102031012954936,-0.6387771671457885,-0.6746753939729205,-0.615115065826907,0.7657733813223101,-0.19350756237047637,-0.24084062216158955,-0.15338624176599291,-1.2688456340870284,-0.5824215637637601,-1.2688456340870284,-0.390278342716797,-0.5043882120582862,-1.2688456340870284,-0.3270873408068032,-0.45764204297909045,-0.23139229340123915,-0.5991228641013124,-1.2688456340870284,-0.6555824812218354,-0.31276665417069766,0.13707226907791195,-0.009426335576678024,-1.2688456340870284,-0.5528074963514121,-1.2688456340870284,-1.2688456340870284,0.0177204338045596,-0.24354853389730066,-0.4698086486211879,-1.2688456340870284,-0.5109885960898508,-0.5643472359558955,-0.500712810727994,-1.2688456340870284,-1.2688456340870284,-1.2688456340870284,3,AC015849.16
LA16c-60D12.2,0.6029980966801646,-0.5256674176136191,-0.7961823916527301,0.706281519838579,0.48170411349861597,-0.06890803271584463,1.4820564287459763,0.810975221968411,0.9082507780350796,-1.9215706448703769,-1.0390584417153643,-0.8861092576668089,-0.5824432947248002,-0.5724891246712636,-0.7126160395350115,-1.4533943658136317,-0.8789206100689252,-1.4425188324038025,-1.0766326347262134,-0.7566947797139256,-1.4522875146729677,-1.1092737179006178,-0.47896628104865124,-1.8422393043842304,-0.9854028615690152,-0.44964444397583503,-0.5415508184623531,-0.2309888313281981,-0.001333661732085977,0.3433105431508718,-1.7413595435721705,-0.03848058651271089,-0.6477452105784588,0.09248796172108824,0.5257982720198772,0.523950373934934,1.8316588126014222,2.104923948270145,-0.4054109382856491,0.7246165833923603,0.3903209738013113,1.87463942676983,0.3130089973088441,0.822137733923832,1.0891886606520864,1.50363098810974,1.4368660007006375,1.228671300935703,0.9380866369106815,0.037746160893119114,0.7993243862741021,0.8705578987452683,0.22808276577641207,-0.03338500274388016,2,LA16c-60D12.2
LINC00969,-1.379619967512352,-1.6462282242263244,-2.1368035281977695,-0.5590051400087032,-0.8652359460963652,0.04618823121538677,0.42182750488616694,-0.3034892897335194,0.3174896427013506,-1.2029599040623682,0.06592870393879853,1.0869268085806663,-0.7019725226427894,-1.2561367146611337,-0.24081930327129436,-0.40713986769138816,-1.3760577308801112,-1.0444739015253972,-0.6568566381252571,-0.32083142915505,0.6203515316609388,-1.1197474229288373,-0.22890134614435018,-0.7017910729736807,-0.1651153274592574,0.7328679555947675,0.5165825427008373,0.2344259244032202,0.8019129510535256,0.44824396118355825,-1.2170818397354366,0.5042395115975676,-0.3668869591702451,-0.22760490328015023,1.010028005716308,0.028945368707057006,2.0339300933657425,2.0403264573049413,1.0430164799389554,0.09088151202136292,-0.016352337369924124,1.7745958324197812,1.0329169339291095,1.7049067520320955,-2.262366792477961,1.486706187538701,1.2255091551309905,1.2102809015646563,0.11911964819561913,-0.34637302735436726,0.81914007475782,-0.6157554695592181,0.17887824484611173,-0.23056031074254774,2,LINC00969
LINC01224,1.5878225694649304,1.4280566744201109,0.6205842184706826,0.7325326546308557,1.5118925073848621,1.1863288695019394,1.6449878989447617,1.66419218162715,1.4121152086150124,0.2147796469412743,-0.2368569110648808,-0.02773532439448237,0.7868512527986747,0.7945945733131996,0.6855902456127677,0.10934089687368184,-0.8525811779081792,0.5494655440735645,-0.2588046913545563,-0.9374524814068642,-0.3769990883959486,0.5492709552144207,-0.6413761257120595,-1.9760718105545798,-0.38498852636613373,-0.5589805746210224,-0.11117145541870302,-1.0005945035002597,-0.44757846324801415,0.4404231626070694,0.27567948161251177,0.5396042444585725,-0.9692164214840511,-0.17713060579441128,-0.33902219927065214,-1.9760718105545798,1.257645063906831,-0.07124648618901017,-1.9760718105545798,-0.4128968915768787,-1.9760718105545798,0.4414745811553752,0.8660688927306702,-0.25329937875387,-1.9760718105545798,0.6192343640962281,-0.2831835591366313,1.1032375415576685,-1.0354294721616821,-0.15735390104585936,0.28466890461982,0.435987178170194,-0.3521002106712898,-1.9760718105545798,3,LINC01224
CTD-2017D11.1,1.883770711806426,0.7681488640714745,1.5308918381961456,0.8685298578899391,0.8751738738207595,1.0274239961623473,1.5333920477727605,1.2796364931520132,1.5105921805444988,-1.282737486757078,0.892868961143053,0.10080870336557687,-0.40934790730725545,-0.40062598081208706,-0.11181506805429856,-0.6026981044652308,-0.7875985380972355,0.054398543583150716,-1.0956472016869563,-0.5615058288176966,-1.3185834793934539,-0.1823017823709397,-3.369835807940533,0.652032330873656,0.24096405754705963,-1.280873857239834,1.0414793152749158,-1.9318656007039963,-0.6338047493468327,-0.627381160003238,-1.4041039845740935,-0.44414326168943186,-0.46648548951246915,-0.4223378716339539,-0.2233163663959499,0.09531517685602131,0.3475814269075857,0.3910012445705576,-0.797486674074801,-0.16773006956593353,-0.4142966602263921,1.482445866196612,-1.032701363479462,-0.01979111805033072,0.5663989431725616,0.642274749239449,0.3416867836676902,1.034078759459417,1.1321252299688553,-0.2986190515871365,-0.03723363339668173,-0.2581738485961177,1.173095742863024,-0.8830737523261227,3,CTD-2017D11.1
CASC15,1.6270667154705118,-0.26462557798904496,0.8230819227276025,1.471289118322478,0.2750009693104045,1.8491128194107511,0.6003810607466238,1.6303051579757224,0.9361183756332877,0.25921730532175474,-0.8452747776181398,-0.24546773397040272,0.4456337518844747,-0.16909773169595552,-0.2654027776551296,0.12777458876482944,0.1731949496947301,1.0900891433868802,-0.01783884137556659,-0.45157366174862723,-0.25480822646502577,-0.2467275859232971,-2.5037137574056514,-2.5037137574056514,0.4615495069417733,-0.5069542299726519,0.19026678428216898,-0.9161813970177335,0.6806404637880498,-0.10789777192458595,-0.9581075913647953,0.12784319446664905,-1.3367042625395595,0.378957114034018,-0.20236097212192025,-0.24913142689211226,1.3202112240888115,0.3617566546001096,-0.053605047073777834,-0.6918945106838903,-2.5037137574056514,0.45328822457554346,1.346439483915897,0.5017404804628741,2.4318977117955787,-0.7080994615546164,-1.3542073215253152,0.1855263908208761,0.27463099406765235,-0.9150313828655491,-0.09694206811983233,-0.4840767434526316,-0.6214272870454853,-0.5484344456774942,3,CASC15
PVT1,0.9503786774281388,1.3944933938114599,0.7209418045448762,1.1435297581979031,0.7740374549781607,2.530150406887392,1.4213677530083713,1.5145034704339801,1.5596432405136977,-1.4985198039717982,-0.7984886407797589,-0.39181019560916125,0.6985686832440173,1.0213019581556693,-0.34712308632781025,-0.8971135045893845,-0.4964642451445647,-0.13922278582475003,-0.18576988124532837,-0.5207514992600125,-0.1065350061874473,-0.3929525550833886,-1.1862008070162982,-1.2425090645139496,-0.9404656529388945,-0.178787177631592,-0.23773851885383598,0.7649721574683916,0.7448794669082395,0.5888825753809648,-0.0024671403676415123,-0.16780912257406874,0.2745785267220099,1.4322276371339138,0.4270340372679648,-2.465442278124657,0.6339194554993085,0.6028797601284803,0.09702887330830387,0.043128806760799006,0.17847409341893042,-0.14834060639141539,-2.465442278124657,0.1985222817700344,0.4433682170395866,-0.40150396263529897,-0.052262570476200976,0.10620658837270314,0.2349681833712006,-0.3924280392108226,-0.6740867625121857,-0.7953660104145536,-0.9089437878204706,-2.465442278124657,3,PVT1
LINC00504,1.39303561595877,0.9019349006674123,-0.39305157072267394,0.9138561581157211,-0.14282400558529945,0.6516436392034076,1.0976164427615906,0.8013168039575195,0.6222938797965201,-0.17082440678313288,-0.41777737667179893,0.03738254601912804,0.9078903073029142,-0.07172677542828282,1.460510899968957,-1.3371054795055919,-1.3944989238134287,-0.5243782007553757,-0.7959050770524622,-0.8423151531735794,-0.4414295889589616,-1.1950699417075816,-2.7233677730609998,-0.6346366721696454,-0.878718979163849,-0.16667294105911892,-1.434573994127651,0.841154957954781,0.19627290419491658,1.0699314906304744,-1.0299472547026172,-0.761301296382461,-1.1499261828435232,-0.34279022761225947,0.5444530377270824,0.7324876594195154,2.031239062029489,2.159945713692672,0.16827313499800503,-0.35490143458998336,-0.7172930816626885,1.4933803940488877,0.6734570250492473,1.413435154835831,-0.25719553784766624,-0.16214824597985847,0.5019143470065528,0.4982084946880406,0.0147025355763011,-0.004128585151009053,0.07839470569067991,-1.2901125487905427,0.5027949094974399,-2.072905465489599,3,LINC00504
LINC00599,1.1981485625813941,0.7806693343887311,0.3846735321515162,0.7480181627909666,1.6666855067516646,1.1274953790771822,0.8596441904427435,0.605544140062274,0.6162386680054668,-1.7991882223539284,-1.7991882223539284,-1.7991882223539284,-1.7991882223539284,-1.7991882223539284,-1.7991882223539284,-1.7991882223539284,-1.7991882223539284,-1.7991882223539284,-0.8733740145447737,-1.1789495391240887,-0.8389403887404829,-0.6245685106659504,-0.23231885115364578,-0.7260808334213223,-0.3100578393298303,-0.6073740897898037,-0.0896888009924564,0.7544421961447477,0.5114119429466225,0.7891552478944692,0.5902390453803049,0.4985041954795939,0.2019408743518182,0.5148051942717428,-0.1293029782122988,-0.6258537620463792,0.9754910628626121,0.8459518891384735,0.23225791492986186,0.9595033862957965,0.07258119741910526,0.45128007062375824,0.9945225578792977,0.5384047232471048,-0.4561757488850068,0.6835121145853154,1.0763210770524105,1.0686704384292127,0.34372841060441683,0.4674584667192736,0.24224324444942455,1.105773564468952,0.0963417901755948,0.883721276489569,2,LINC00599
DANCR,1.6798264153559195,1.644782531277249,2.328625557442787,2.272804286785929,1.209742005956722,1.8897129718105419,1.0625946048656998,1.3638656676549636,1.4494735292280998,-0.24578411531525393,-0.5719902360810473,0.25109547627107726,0.07672995920155244,-0.554889850220215,0.8107015097942645,1.0375604497509863,-0.21152604452614554,-0.125854674912008,0.36569525640879835,-0.19040569408209526,0.16431472460142624,0.24975652758906441,0.3523813582177553,-0.7460005823757174,0.3029852534966049,1.194061110640927,-0.08437439894731714,0.2046093191183178,0.2084207750016764,-0.08942810898364442,-0.6813504990330087,-0.13422160339243114,-1.0482954518139704,-0.15847239636101035,-0.8656925967082161,0.005806163987849121,0.1692611875550062,-0.4704123593069558,-0.7771767273911416,-0.42333041127836407,-1.027059071308846,-1.1809884396815846,-2.1793889784944978,-0.4406796889014904,-0.38547858782246747,-0.4390366374150739,-1.065259835396957,-0.5426331328032822,-2.1793889784944978,-0.6396000070260618,-0.07975820485548724,-0.2219084586048347,-0.35503189198508733,-2.1793889784944978,3,DANCR
