,D0,D0,D0,D0,D0,D0,D0,D0,D0,D5,D5,D5,D5,D5,D5,D5,D5,D5,D9,D9,D9,D9,D9,D9,D9,D9,D9,D16,D16,D16,D16,D16,D16,D16,D16,D16,D26,D26,D26,D26,D26,D26,D26,D26,D26,D36,D36,D36,D36,D36,D36,D36,D36,D36,cluster,name
RP11-69I8.2,2.1332017670992083,1.8121250887162745,2.2473994376420072,2.081948975832981,2.0378566513780516,2.086243075855579,2.3334489917759123,2.2406611076967593,2.3801861691839266,-0.3476449337004394,-0.10034145220264899,-0.35551160563601375,-0.2447668178027858,-0.09151956386533934,-0.9536440911682531,-0.9536440911682531,-0.6119586761059467,-0.6273211185861763,-0.6189201253128473,-0.6379910636016464,-0.9536440911682531,-0.527779205099437,-0.9536440911682531,-0.9536440911682531,-0.36105612471923804,-0.34710381979803273,-0.5889812027164145,-0.2406271620158004,-0.043877188898273314,-0.9536440911682531,-0.38288428714892786,-0.3440323169720658,-0.1106421928179825,-0.9536440911682531,-0.3437725163093056,-0.12107432185528212,-0.05879717844658833,-0.13834494891335652,-0.04887054790710629,-0.14149852703929192,-0.33763437148169945,-0.41889677317976665,-0.46919582809435845,-0.2162668272370758,-0.2701556781227717,-0.4089548556925808,-0.22905778834064622,-0.589668163855008,-0.26543704620389524,-0.17520045507267218,-0.25634554064088283,-0.42018768758122005,-0.9536440911682531,-0.23160062286113706,3,RP11-69I8.2
TSIX,1.8592675989792098,1.5643500574697158,2.1831076962533746,1.7446117988005059,1.8144108498589842,2.0602327284260684,1.9239839695423349,1.615372201487581,1.936090943511315,-1.097829280913539,-0.984017846947653,-1.0281996252131846,-0.5952098474957773,-0.7117108427734351,-0.4277585669503053,-0.4731544058211642,-1.1259018561136707,-1.398348170187357,-1.044969216534401,-1.383019099283688,-1.2996955381560271,-0.8601865313563405,-0.9480393537554586,-1.1910925544563737,-0.7755774625832725,-0.24491288325907148,-0.7183509742257854,-0.1256849232460123,-0.24233152815272405,-0.9508043758180587,0.17513177911182976,-0.288045386337046,-0.5476112063101435,-0.022399200279046353,-0.2870620075697437,-0.7115805851985919,0.406579041952987,0.780934671358261,-0.29793660492699564,0.24886857258769576,1.210987392190174,0.7288504591699938,-0.09311038830413404,0.4234154117334491,-0.13853764165402052,-0.08929129208896468,0.2475221450259072,0.29975066104418696,-0.16553296737069947,-0.26982133732652397,0.3881584915012639,-0.06375070848436305,-0.5471570465623466,-0.4629952143488718,3,TSIX
OLMALINC,2.018296291753239,2.2640076002257423,2.0077947166846655,2.149870617101725,1.9311526868294169,2.1180228650344417,2.334080631444226,2.332789877376744,2.315457231802238,-0.510100162705583,-0.9298591318179599,-0.34840673520786314,-0.09423845692461047,-0.3281776179353372,-0.9298591318179599,-0.37020454295653504,-0.2749638240160033,-0.6126363106766856,-0.3714521073578913,-0.49770864707730256,-0.4547961165601714,-0.9298591318179599,-0.3745166969152045,-0.9298591318179599,-0.4572142807562196,-0.509719715135426,-0.32251783975241033,-0.5239808862792801,-0.9298591318179599,-0.37532277895454647,-0.9298591318179599,-0.2490001473265149,-0.510925040915162,-0.9298591318179599,-0.04172961142839945,-0.9298591318179599,-0.17045007526370773,-0.29688886946078996,-0.41050816674549445,-0.27945067126583034,-0.3310280425348907,-0.12185783630706269,-0.4589206517799418,-0.2858764916577081,-0.2654311239211941,-0.28526793872682144,0.046261553619948666,-0.43221706087606726,-0.3800483402755071,-0.25882670353667925,-0.25200610901130527,-0.41127919868379026,-0.25415428558664893,0.04296206718589513,3,OLMALINC
AC084082.3,1.3784490441399104,1.5234577337622393,1.4984271482366753,1.3849832561992563,1.0095563354629722,1.1536908046664431,0.635835906078689,0.5200704980751307,0.573938384656692,1.1486978324049255,1.2600236292604325,1.0252200339890407,1.4953856392856375,1.6701002561047404,1.0408173841450357,-0.40415266588513776,-0.8073159187353316,-0.24007159207067683,0.04070336445107672,-0.1398429034193928,0.020824449042383616,0.441970569855189,1.1957706731197995,0.7617152615335161,0.4366110126001447,0.10455171619620106,-0.47056083176766267,-0.02907245892754436,-0.5447677791134504,-0.13514030702376212,0.7128489707843366,0.6103589414913977,0.45886008181177473,0.027929774554758063,-0.49624444152864544,-0.06760642715388873,-1.9727744929742357,-1.934716187681912,-0.2835439680088028,-0.9720809763824899,-0.36440880193644243,-1.7968390488758066,-1.4995082046359935,-2.435403705383923,-0.3788473099608176,-0.5713167680462292,-0.5359554737880612,-0.6143365574269595,-1.358833145168541,-0.7373135939837018,-1.4400390709645774,-0.6482034023425135,-0.5586923219705818,-0.6932103467512996,4,AC084082.3
SNHG8,0.9273240603776798,0.9635156039057313,1.17240864267561,0.5867502214175683,0.9872676684889424,1.2982621414510849,0.5376481218785197,0.10688315201906948,0.3852117608328463,0.5735590192378285,1.2164308461674302,0.6576933172210906,1.5984777185369856,1.1381735665360366,1.2836355045932717,-0.4706581179931893,-1.243388181783253,-0.7521809598417947,-1.1771902064038868,-1.0219644465490538,-0.7409774813375973,0.285953357711594,1.3041167675975849,1.7409735895173597,-1.4119574033376041,-0.04533912701386981,-0.09677837991146003,-0.36648839313612064,-1.0291215960484024,-0.9676749931944734,1.7787622288153053,-1.0255782027087124,0.5619619584446164,-0.8444684953446455,-1.3762825256095128,-0.7588460423220862,-1.923249109226058,-1.2414183155037242,-0.009854557244164786,0.5369973588612135,0.4999658224405399,-0.3293324396343974,-0.3390363130593712,-0.8008047566316194,1.0567954824296462,-1.0409592461513848,-1.0258946674530285,-2.0051218203353884,-1.0154176401035664,0.38694027415104026,-0.7556719252877047,0.33213601816387567,1.1600832260349425,0.7377279136586997,4,SNHG8
CTD-2354A18.1,2.2880877869530827,2.1256270281390384,2.255016056896835,2.1546659293291954,2.071255448992062,2.313259942429004,2.194765699335458,2.228903850086426,2.3105051922781494,-0.508578897673431,-0.07823774938709915,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.17167609787753801,-0.508578897673431,-0.17854010677301296,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.15792112372735784,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.18734296841325052,-0.21733477621060615,-0.508578897673431,-0.508578897673431,-0.07568105290842587,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.057933845225085386,-0.508578897673431,-0.508578897673431,-0.508578897673431,-0.508578897673431,3,CTD-2354A18.1
SNHG20,-1.605545876851028,-0.877606213936653,-0.8977106846307809,-1.6223009653446259,-1.9301408147119798,-1.7484543009437992,-2.2515155805565863,-2.137624445298168,-1.9605214273479905,-0.5139486055418673,-0.09642471082568348,-0.3239768470579082,0.0807305238292562,0.2192828540665112,0.14035511292311456,0.3186069336659505,-0.11814913636639754,0.0450634897432385,0.13188079572194622,-0.13601013910635426,-0.2783380688884964,-1.2219388731292273,-1.0510133644427988,-1.1443537846938878,-1.174851676330081,-0.33664871035819627,-0.09392822080096289,0.7477188801227432,0.8093438190213249,0.6811146789706546,0.007116437865359596,-0.10976787244297052,-0.005312850524472882,0.800585533980995,1.0588874201224863,1.1647673924018294,0.8568212646186031,0.8305195687333787,1.3787084137256376,0.8310033516752463,0.7501362357623652,1.197901441941566,1.0678386861989342,0.7199295181984796,1.4802164007426295,0.32043035896868055,0.2903336508821386,0.23502201353357588,1.1149277808988198,1.500576198531285,0.5936609885477613,0.25105758477626944,1.0720607218359883,0.9394851181241678,1,SNHG20
CH17-373J23.1,-0.91389330093605,-0.22139439261674831,0.5470047267414136,0.2874623407827311,-0.3481444580020305,0.09745524582398703,-0.5439549825362398,0.03835856185547565,0.4015173810547843,0.2877336147295403,0.653494713724798,0.9807348636518086,1.5224579180348883,0.8182254879343708,1.3743455795911184,0.632705323550594,0.6518899292337534,0.41110800385442686,-0.40197909949459704,-0.1020851629658107,-0.3098434401882844,-0.8100593372982356,-0.5585706951271716,-0.7409424133512926,0.8625846217890952,1.962085167551915,1.8167265159133437,0.36485779143778446,0.1764232707270414,0.5013192646732844,0.6188632289327165,-0.6703271516645851,0.5682236152324615,0.6179873741443173,0.5190264088836886,1.3882739642457105,-2.4676238914651885,-2.4097605436553065,-0.6243059768216678,-0.5113816884712326,-0.840304769717394,-2.539152394450024,-0.21191609646471388,-1.2203455153170029,0.7633763288452641,-0.25253294289948863,-0.5725614186858345,-1.2896078736583627,-1.7108854221582448,-0.4810464111555097,-0.9661999482190966,1.2626499144948629,1.0677441351305663,0.524184034754831,5,CH17-373J23.1
RP11-256I9.2,2.051891072215418,2.0909022614161357,2.1869082754755227,2.218779693331259,2.119372474219841,2.255406276222098,2.254770159540652,2.137002344488893,2.2452307840986907,-0.24624334921066146,-0.6687520675846058,-0.6687520675846058,-0.6687520675846058,-0.6687520675846058,-0.6687520675846058,-0.2676557614389749,-0.3344193286430824,-0.6687520675846058,-0.3412309754905809,-0.6687520675846058,-0.6687520675846058,-0.6687520675846058,-0.1097717057698418,-0.6687520675846058,-0.6687520675846058,-0.6687520675846058,-0.31193630398463323,-0.260215002370634,-0.6687520675846058,-0.6687520675846058,-0.6687520675846058,-0.17920891332846695,-0.6687520675846058,-0.28498648774556845,-0.6687520675846058,-0.6687520675846058,-0.12142018637600066,0.12900277728358714,-0.6687520675846058,-0.2015082567796574,0.06384395102725875,-0.29654237108822185,-0.6687520675846058,-0.34014331183103697,-0.6687520675846058,-0.2895384685935255,-0.2533980547520674,-0.1678500522036677,-0.11533958571676795,-0.15384847471743945,-0.10793509824081385,-0.6687520675846058,0.011379173408182348,-0.6687520675846058,3,RP11-256I9.2
LINC00458,1.926298589263968,2.1800462192212327,2.345012398443711,2.088014792663726,1.8048152892001843,2.198508034781972,2.1597854829248626,2.2878606648454505,2.2542359609726397,-0.22039532984757387,-0.822663550573539,-0.09985988873021767,-0.822663550573539,0.034153160645267334,-0.1457068323641427,-0.4152700230322299,-0.15312894079128345,-0.26585492127317184,-0.49000036966675514,-0.822663550573539,-0.822663550573539,-0.399420574008915,-0.822663550573539,-0.27989806523601346,-0.479281443340826,-0.39313248346784746,-0.31294744754953324,-0.822663550573539,-0.3587981055898669,-0.822663550573539,-0.822663550573539,-0.32543455733595045,-0.3943647526809291,-0.15594216656181298,0.0853189082807029,-0.822663550573539,-0.11100473117437736,-0.17554409107782762,-0.822663550573539,0.10135929303343283,-0.822663550573539,-0.17555591282789623,-0.34119787551474917,-0.35285648854893853,-0.822663550573539,-0.1636633900992414,-0.822663550573539,-0.11075722968918315,-0.26056247978564206,-0.29967595924507184,-0.417105231462553,-0.822663550573539,-0.822663550573539,0.17190375522844356,3,LINC00458
LINC00657,-0.31607025017229795,-1.0519998002522755,0.3157233362356513,-0.22882077972976603,-0.06813051082793724,-1.0561687341700472,-0.8017576231806505,-1.2101742895928345,-0.18905973350715197,-0.707787381568812,0.017853883704309636,-0.5844699019796991,-2.340267219056469,-1.304230072372278,-2.08843683114454,-0.5166350845149487,-0.6871035685170742,-0.2305044270207483,-0.2458927598198796,-0.6029441359861386,-0.21843292057227298,-0.9298471021851825,0.2341988761143054,-0.4587859450509565,-0.19240027568239548,-0.2102580728885414,-0.2995269409450273,0.3143661997865799,0.12083753144835038,-1.5269906063839027,0.30834862708686717,0.1917942255890305,-0.18133433065363574,0.03186923792206965,0.28890648124631324,-1.6441370313838817,1.3726079980435986,1.3718217148554295,1.1959779187941821,1.1599414353642727,1.2350297978255917,1.0876141542666398,1.8349922886062073,1.7351117497286173,-0.9101259106001782,1.265758300112484,0.3583462414259351,1.1802216606836249,2.300950074119492,1.403086297215646,1.4064345871850843,0.2985393740024372,-0.3350482373149497,0.1070084857114909,2,LINC00657
CTC-339O9.1,1.8698257092255224,2.222375234789263,2.8042496462159567,2.432519795527697,2.2551806479017573,2.590497100152502,1.313003748711507,1.5408105558828573,1.8347667767194478,-0.4137589578120337,-0.2178205258202095,0.022452724212412057,0.05029820329210359,-0.06617712107336213,-0.3546347989831779,-0.8821650477367519,-0.3605253822427339,-0.2744117098940854,-0.8821650477367519,-0.3999313524223084,-0.3520455605574935,-0.8821650477367519,-0.2624623191634127,-0.8821650477367519,-0.5073655010983461,-0.8821650477367519,-0.204437159115772,-0.2462246002177956,-0.37585864790072726,-0.8821650477367519,-0.2630195730077185,-0.8821650477367519,-0.8821650477367519,-0.45671078636219836,-0.4962129096474382,-0.8821650477367519,-0.27537618109576156,-0.24820106289938026,0.46460791489717873,-0.8821650477367519,-0.40590235007534337,-0.30208498651918125,-0.35664810048447765,-0.16354933573726751,-0.14073449326044207,-0.2913002515413969,-0.4216908832409584,-0.2056871140989598,-0.13561584338546698,-0.18698102668261057,-0.12575361327014797,-0.30348533707697095,-0.8821650477367519,-0.8821650477367519,3,CTC-339O9.1
LINC00910,-0.8215603429905011,0.08928143801751223,0.5304466270058211,0.027655544846556402,-0.5942155208384492,-0.4302310024816556,-1.4243038002981614,-0.9469294782339241,-0.7346639005980112,-0.5785821049444502,0.3476074969478688,0.15889244815221593,1.2722172239895753,0.9625257943420318,1.4166676950241877,0.19547886563700137,-1.6692057538760594,-1.584303270961765,-0.12786870569943196,-0.26173553000554983,-0.7337860801531334,0.6804644797577942,1.309186767981105,1.281804249332688,-1.2985650184908684,-0.3896471871418849,-0.23701660128005633,1.301777814153166,1.4173528308346692,1.4370487274671515,1.0081122036539039,-0.7658893255158137,0.44694561241735187,1.3889567764620778,0.7970016670963873,2.516071298386496,-0.645149977242834,-1.0155683404515619,1.1030322195441553,-0.4810932397040144,-0.38883422543970436,-0.7187638693305763,0.12346411095242651,-0.9062503963565619,1.640065625635085,-0.576461864391686,-0.41153010177024657,-1.356293635124486,-1.4913370333753009,-0.3316271141727587,-1.3913952772149352,-0.837414872314014,0.9392958357805044,0.7588702169808192,5,LINC00910
SNHG25,0.3809148653238206,1.3009228776133117,1.8093460256287321,0.5505745718293042,0.34803355191129315,0.7809486947059102,0.7369219285490369,-0.06891358893762735,0.2879927817324855,0.7923966820142408,1.7968694993716716,0.8870346439621732,0.8704888558123148,1.0990447095394296,1.3870826310359081,0.449069925873531,0.21882755109190874,0.5874654877593161,0.8939523193186106,0.48622511537960383,0.5947699501798197,-0.001030098653809265,0.07821333073073643,-0.0789905014439028,0.20824642947058336,0.40286951746071975,0.39920549346863676,0.8115075352255186,0.7546530330530771,0.383822831734206,0.2189640101824657,-0.14233304632904623,0.3562395207212446,0.8133143177745639,0.011484481724851114,0.8807420851093853,-1.6602685251099172,-1.5262820399442505,-0.4687195363499166,-0.9977946700600924,-1.4230544814806956,-1.646019977946163,-0.7843780206603184,-1.0726026855652624,0.2955760532903213,-1.6759391752715875,-1.1115477551481574,-1.6171233959360807,-2.2750792673234943,-1.933654059689546,-1.8081572984521712,-0.47362479990276557,-1.16668483620405,0.058476451830273356,4,SNHG25
LL0XNC01-237H1.2,1.5989806056429474,1.7890581310833722,2.597624192637734,1.8786191320882284,1.5428110780595627,1.4094164724756402,0.55670516234364,0.27804610671082924,0.6554769313630375,0.9522416002372025,0.7978789742989375,1.0409438660969823,0.7848562447979037,0.4434997241045145,1.1306733930647241,0.4404730382510625,0.5540515841942489,0.06689386877453687,-0.1634857283460891,0.29874773459986903,0.06469185203698327,0.36022336753078843,-0.5971703376666125,0.762808302342407,-0.2101493271237961,0.3325776159905061,0.31449253256566706,-0.7869638856118353,-0.47008485230671,-0.5996943354549651,0.4197338917724255,-0.21235409495799176,0.048918477663284804,-0.07850373449853394,-0.4082657093398808,0.6343330426540523,-1.2482971082349092,-1.2571602489156504,0.0450453175335552,-1.0857014842449464,-0.578694115240977,-0.8135489086859525,-1.0664561616849229,-1.3390242305788127,-0.8538951247732093,-1.3379648163874374,-0.8986381249448908,-1.4047622346657718,-1.123747637253841,-0.9509970666544881,-1.4901591963544714,-0.3618860974276318,-0.0021005853073638664,-2.4601170942529373,4,LL0XNC01-237H1.2
LINC00678,2.2855108482435447,2.216308135238249,2.4218019447101153,2.0919973778525938,2.2926092369742417,2.0790382797201707,2.095605478572172,2.2666638840183677,2.0149047257655672,-0.515517846686413,-0.515517846686413,-0.013403029113975963,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,0.15704356718812462,-0.515517846686413,-0.515517846686413,-0.0533580938524822,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,0.21036432846903697,0.1146078379172913,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.07449850093298728,-0.515517846686413,-0.515517846686413,-0.515517846686413,-0.515517846686413,3,LINC00678
CTD-2501M5.1,1.9506449671178496,1.8762877004562748,1.7230553890466866,2.0880953152729766,2.129801582719738,2.3064591847352913,2.444701678991762,2.45628052186469,2.541512184135171,-0.5619395818440814,-0.5619395818440814,-0.10295231483775877,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.1938931527392903,-0.2104408069496558,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.1122061561407363,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.17886665512196703,-0.5619395818440814,-0.139475566742672,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,0.24453049189178283,-0.15219673073301343,-0.5619395818440814,-0.2001943351459317,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.5619395818440814,-0.12826644752534952,-0.2760324978529449,-0.5619395818440814,-0.5619395818440814,0.4771618484117464,-0.5619395818440814,3,CTD-2501M5.1
RP11-277P12.10,2.091808392053761,2.0607332290793896,2.3609607931626817,2.322544181378785,1.9794580856548494,2.261424230347922,2.1099540345556704,2.329931933573459,2.2881653341050314,-0.5237371720854151,-0.5237371720854151,0.15362166269241348,-0.5237371720854151,-0.02413643611308214,0.026981059094316074,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.1446769455165797,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.050912196107019435,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.07958175384033815,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.08485004016819472,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.2231501967927828,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,-0.5237371720854151,3,RP11-277P12.10
XIST,0.5100716695155205,0.1598317215924473,-0.07767612667601978,-1.7827793453844352,-0.9394063594122782,-1.275431468512413,1.170153312109798,1.1680463599344253,1.2731266542821578,-0.10929316599216818,0.1283994083374099,0.22337857761926141,-1.0790494376925228,-1.1683317498126116,-1.1065750416918847,0.6447914778305168,0.16747038420136937,0.3155391847889371,-0.10544075946360891,-0.18477808611929064,-0.22014163152206956,-1.3600067890862095,-1.2156540208201714,-1.7827793453844352,0.9619016895615685,0.7778571057388383,0.6420345353461535,0.005479977134039371,-0.0375031373263162,0.10123259332228712,-1.7827793453844352,-1.0874743438319778,-1.182345309192466,1.1328669390278694,1.3245841365635738,1.0610266337927072,1.1544334827719482,1.146236003019357,0.16148849288221692,-0.7593738607977938,-0.6106535472477538,-1.0406329406774733,1.3959846973327903,1.9282519983844022,0.8991526242393874,0.5654775036653491,0.39489494056652424,0.4898992945054147,-0.8342659746728693,-1.3290557302097754,-1.7827793453844352,0.9726645601210971,1.422232632918083,0.5556982711900311,3,XIST
MIAT,-0.1886287558142902,-1.1868095758130655,-1.4226323587252627,-0.12915406728919,-0.7261940711820905,-0.6312860419813274,0.20510811355358968,-0.13428803247725635,-0.4575941301062184,-1.455781287175968,-1.0585010910294748,-0.4958160219501339,0.49450478807900183,-0.2357514759349917,0.18129023484875312,-0.21546280417905117,-1.1570953320284785,-0.5901364011910043,-1.1665511894208265,-1.0451778987459623,-1.747634761833292,-0.46157703209136514,-0.35084060589903066,-0.29904633857406715,-0.752284396906533,-1.1945788496358198,-1.299196072073796,-0.5109800119485887,-0.4216517843771284,0.10626008638008133,-0.4141003980447611,0.6967121874436386,-0.17169454680849333,-0.22333801543908385,-0.10046851736678557,-1.35160025995233,2.3822840678932864,1.9636360004503004,0.5027220618255542,0.7476056363550238,1.1413080679016565,1.8014093182089537,0.5466027279310444,1.437544781603454,-0.07414938048317528,1.6176951792579914,1.298961361833699,1.5410819321126745,1.9721704896440462,0.9489641478654448,1.3920699415591737,0.23838954615298028,0.6158208013777597,-0.1621399657992257,2,MIAT
AC005307.3,1.9100503945324303,2.350926560656664,2.7429758420698924,2.004564632600213,1.8510179065119068,2.369697349321006,1.8405239508122049,2.1528049164307013,2.1122535438237326,-0.6824516257613107,-0.18221318356237456,-0.6824516257613107,-0.10193298106000721,-0.6824516257613107,0.2649133645359678,-0.022600955376431118,-0.6824516257613107,-0.3084357678420577,-0.142422331140635,-0.1729323745327996,-0.28439924646128273,-0.6824516257613107,-0.6824516257613107,-0.6824516257613107,-0.12518822073583386,-0.187093808152624,-0.26449238128512687,-0.20390818531852914,-0.6824516257613107,-0.21697837043844376,-0.6824516257613107,-0.2748389694251849,-0.1885149258198783,-0.23292447991101733,-0.6824516257613107,-0.6824516257613107,-0.6824516257613107,-0.20541631734106222,-0.6824516257613107,-0.6824516257613107,-0.6824516257613107,-0.6824516257613107,-0.6824516257613107,-0.29753290497015616,0.10093025863475964,-0.6824516257613107,0.000523793739558824,-0.6824516257613107,-0.6824516257613107,-0.3782292758078722,-0.21474044197764214,-0.6824516257613107,-0.6824516257613107,-0.6824516257613107,3,AC005307.3
RP11-30P6.6,1.1026139653818694,1.4167241803407242,2.0219064995969998,1.37933003576445,1.0957652863413136,1.2769170745006821,0.9169829146835463,1.081055432810078,1.4095603099714116,1.3730648744235827,1.498412862768401,1.3103689008737605,0.5925098007230261,0.9447425841816015,0.7088214056528542,0.6376294184468964,0.9161221103098072,0.9757171088140061,0.05635385364707958,-0.17427832105410296,0.6060512036260202,0.21930608324145862,-0.5497377859619735,0.5491668485675657,0.13632346326882785,0.6250911221962838,0.17459437822424195,0.19073943041002098,0.043617872345573475,-0.5510335383979681,-1.464908407278542,-0.4899727254428908,-0.3907096013109889,-0.5812244572780477,-0.026871826973362673,0.40413404751911236,-0.8229358706713029,-0.7941850472461687,-1.464908407278542,-0.6970386273831636,-0.9610303882212179,-0.606937026994926,-1.464908407278542,-0.6186404228345646,-1.464908407278542,-0.8397832725586966,-1.464908407278542,-0.6428113565983176,-1.0028418678445556,-0.7294152663521503,-1.464908407278542,-1.464908407278542,-1.464908407278542,-1.464908407278542,4,RP11-30P6.6
RP11-359M6.1,1.9505089646328861,2.1493758516576533,2.5900948284386605,2.213706349777723,2.2191076997357118,2.309979833889467,1.9888967206294499,2.208741045563001,2.2768687077195113,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.1261934645399114,-0.49157968547981545,-0.49157968547981545,-0.026703616764419236,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.048259279587176185,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,0.009150720023516464,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.052086941983539796,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,-0.49157968547981545,3,RP11-359M6.1
NEAT1,-1.0575523625226686,-1.6962634414448852,-1.2570490896921827,-0.5273856746211069,-0.5338678443533601,-0.37801345136735603,-0.5866497368482274,-0.5934650644199733,-0.4784289528349189,-0.841579167058625,-0.5897559117040863,-0.5196248591669782,-0.6412111078907912,-0.6828918644084825,-1.2829685147387029,-1.5093962298970105,-1.5891340750670717,-1.9617330106753328,-0.8261749831509162,-1.1366091519233295,-0.9401671209049706,-0.9589601816091885,-1.1580728505332272,-0.6574607207935655,-0.34189551681742014,-0.4616624242720222,-0.23618223322387172,0.6048399358839247,0.3855698220670565,0.8322506327551498,0.29445162613526127,1.0170538360571846,0.3665494534014763,0.638747657668976,0.8485177746302438,-0.04361206277396456,1.7677133095576225,2.0066656323162833,0.8891631151616746,0.0026030639018387314,0.35795961193655723,1.5445648217610264,0.8118409888017081,1.492474165816848,0.668082878302861,1.4952829692768081,1.5794095348010075,1.585032117227487,1.2021993285807617,0.38072442586317545,1.1056734789750675,0.4013834938644833,0.7169131644131321,0.49210076555652565,2,NEAT1
LINC00506,0.4939918075937876,-0.291383908800678,-0.57142475045983,0.6429519424132213,-0.07835746478090715,0.8231127097466875,1.1451853740033966,1.0331615077512701,0.6056670093455573,-1.1719646030865167,-0.6078699079263357,-0.5310790290898019,-0.31580378229544237,-1.013130654016896,-0.8394088235403624,-0.7937926194739159,-1.7543209263271509,-2.2330660303324783,-1.487333709967518,-1.2552676291768259,-1.2529460175286067,-1.7987608755969742,-0.8932449317704378,-0.6108958865212963,-0.5362453422687703,-1.765166438621938,-0.572904108057622,-0.2070786504205171,-0.7542231345171344,0.7306077811993827,-0.3522547996720655,0.4908978336818552,-0.6459855044277756,0.6414424732775393,0.30291794915062714,-0.7633619840783655,1.8150179791534813,1.871666889742048,1.0392282149307022,1.324623338308524,1.4359285288583823,1.7382202350141895,0.40804614278125756,0.9043723213956623,0.11550445047961232,0.8253456947312852,1.395144665364044,0.908416704310771,0.835628178117523,0.1495148931888338,0.4850786446919348,0.19592798762631206,0.43339593081249406,0.30627432508566776,2,LINC00506
CTD-2142D14.1,1.9589551170370785,2.1273571688572392,2.5296264928156917,2.306751567999331,2.1194655711341244,2.4082430419225616,2.0406283475233042,2.170319362409788,2.254887909065795,-0.006624074195566458,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.03540707937094745,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.15951583042026996,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.1141746222870041,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,0.02166504268582199,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,-0.49055445037942497,3,CTD-2142D14.1
