"","Row.names","baseMean","log2FoldChange","lfcSE","pvalue","padj","D00_1","D00_2","D00_3","D00_4","D00_5","D00_6","D00_7","D00_8","D00_9","D05_1","D05_2","D05_3","D05_4","D05_5","D05_6","D05_7","D05_8","D05_9","D09_1","D09_2","D09_3","D09_4","D09_5","D09_6","D09_7","D09_8","D09_9","D16_1","D16_2","D16_3","D16_4","D16_5","D16_6","D16_7","D16_8","D16_9","D26_1","D26_2","D26_3","D26_4","D26_5","D26_6","D26_7","D26_8","D26_9","D36_1","D36_2","D36_3","D36_4","D36_5","D36_6","D36_7","D36_8","D36_9"
"7611","hsa_piR_017104|gb|DQ593636|Homo_sapiens:6:133179659:133179687:Plus",54.4621858142181,1.58640885362415,0.494668780272111,2.71293795368111e-23,9.53085227366376e-23,25.9278833513601,34.1819367008611,41.3227682213653,32.6904419381367,40.2218542679661,35.0016608594235,21.6853134566137,22.2654171703694,34.5981746907511,44.6923792879422,49.7357633667751,37.7040712415835,92.0997128679221,126.566556715344,115.121226119554,62.5555779437186,34.0016339764952,32.675995279145,23.1285651814877,19.4928067412508,25.5553895665176,44.4189629365285,28.1457292337894,20.8498523537271,27.819755907699,31.8397969042114,27.4998751802496,105.747572569939,102.386351067735,78.0469703114143,52.6757583673381,38.8760108173874,63.3089910149137,52.2948449135055,61.0487567232154,84.7839441276043,17.9694466507067,15.2078344542081,67.4590080986584,67.0395364419632,62.6659023542254,36.0980388221004,94.1429171820451,55.5231699042187,84.0913543839312,46.2603484962525,49.8837409304698,45.6586635640978,37.9124754850498,62.7999851551924,65.5273213060911,145.207567772562,110.838695702608,105.703725889558
"7612","hsa_piR_001205|gb|DQ571589|Homo_sapiens:11:8662350:8662381:Plus",56.0630323487436,-0.0319853946709078,0.504893961820963,8.4887241227507e-20,2.68179429927484e-19,24.6932222393906,38.9294279093141,35.932841931622,20.2906191340159,33.183029771072,25.2011958187849,33.5772595457244,27.460681176789,32.522284209306,31.7812474936478,21.3153271571893,26.1028185518655,21.9939612818918,37.3475085389539,26.5664367968201,13.4047667022254,23.4920380201239,29.8590991343911,42.1058494329648,48.9954331604413,51.7496638721981,68.5597036629027,79.1598634700327,46.5112090967759,76.5043287461722,31.8397969042114,40.1921252634417,65.8603302847864,66.318431941601,57.0005962948531,154.515557877525,54.9626359832029,131.563996952868,51.477737961732,57.694429430731,61.6610502746213,23.023353521218,25.8072342253228,49.0610967990243,149.924781497481,111.976776337878,59.9073835771027,75.3143337456361,48.955913248881,84.0913543839312,43.8675718498946,40.2907138284564,51.9806323652806,83.5797755011325,101.44612986608,82.351903803601,140.622065632376,79.1704969304344,85.7057236942359
"7613","hsa_piR_009502|gb|DQ582827|Homo_sapiens:19:1334622:1334647:Plus",30.0873059767341,1.33212487408802,0.48782100415233,3.52908497541641e-09,7.39336489444381e-09,24.6932222393906,38.9294279093141,59.2891891871764,42.8357515051447,33.183029771072,33.6015944250465,21.6853134566137,32.6559451832085,34.5981746907511,48.6650352246482,40.6006231565511,42.537926528966,56.3595257848478,49.7966780519385,39.2171209857821,32.171440085341,27.8195187080415,29.2957199054403,23.1285651814877,19.4928067412508,24.9165048273547,21.2438518392093,36.9412696193486,20.8498523537271,30.9810918063011,43.7797207432907,28.2050001848714,12.986543999817,22.1061439805337,21.9233062672512,42.1406066938705,28.8218700887527,47.4817432611853,20.4276737943381,18.1133673794156,40.4650642427202,11.7924493645263,9.21686936618671,22.9973891245426,24.378013251623,25.6827468664858,7.68043379193625,17.5733445406484,17.3136766367994,35.6751200416678,14.3566598781473,25.9011731754362,18.9659064035483,22.402826422984,23.7822428990078,19.4810955234325,42.798019975071,52.7803312869563,39.9960043906434
"7614","hsa_piR_001168|gb|DQ571524|Homo_sapiens:2:117497628:117497655:Plus",33.7850760012868,-0.89999701826394,0.538367004761123,1.83373449454683e-20,5.91021287045507e-20,24.6932222393906,26.5859507673364,21.5597051589732,22.5451323711288,31.1719370576737,19.6009300812772,31.4786808241166,17.8123337362956,26.9865762587858,9.93163984176494,13.1952025258791,22.2357343219595,17.8700935415371,16.5988926839795,26.5664367968201,19.6603244965973,7.41853832214441,12.9577222658678,13.0468829228905,21.6001371997644,13.4165795224217,45.3845925655835,77.4007553929209,40.0958699110137,26.5552215482581,20.8948667183887,11.2820000739486,18.5522057140243,27.9235502912004,14.9078482617308,38.6288894693813,36.1949066230848,41.5465253535371,22.0618876978851,34.8850038418374,21.1959860319011,88.7241428378645,78.8042330808964,38.3289818742377,39.0048212025968,53.4201134822905,76.0362945401689,42.6781224558604,51.9410299103981,43.3197886220252,42.2723874189893,55.6395571916779,66.7318929013737,73.2400094597553,40.1325348920756,53.1302605184522,42.798019975071,23.7511490791303,19.9980021953217
"7615","hsa_piR_017061|gb|DQ593574|Homo_sapiens:17:2180331:2180362:Minus",102.978194727534,0.357174932533506,0.470707825105618,3.50756893394079e-125,7.91354221852919e-124,23.4585611274211,26.5859507673364,25.1529893521354,25.9269022267981,15.0831953504873,32.2015279906696,23.0843659376855,39.3355703343193,24.9106857773408,14.8974597626474,16.2402492626205,29.003131724295,52.2356580444931,37.3475085389539,30.3616420535087,29.4904867448959,15.4552881711342,24.2253068448834,17.1981638529011,23.1806350436496,16.6110032182364,59.869037001408,56.2914584675788,44.9073743003353,60.6976492531614,53.7296572758568,36.6665002403328,53.8013965706706,43.048806698934,38.5850190303621,122.910102857122,74.4006413918966,80.1254417532502,58.0145935759202,43.6062548022967,52.0265111692117,75.2470578498344,92.1686936618671,171.713838796585,329.10317889691,321.547990768403,202.763452107117,252.303018047881,146.27071641434,262.46695459227,202.588422724968,116.075627934362,144.702841449295,168.02119817238,283.528927061608,263.880293908313,450.907710451641,314.04297115739,342.822894776944
"7616","hsa_piR_001207|gb|DQ571591|Homo_sapiens:16:88155360:88155385:Plus",140.041262647511,1.20479664683854,0.466354357419473,5.0238924519452e-73,5.30343199304565e-72,22.2239000154515,30.3839437340988,32.3395577384598,51.8538044535962,25.1386589174788,49.0023252031929,38.4739432294759,48.2417372024671,47.0535175794215,49.6581992088247,49.7357633667751,66.7072029658786,83.8519773872126,76.7698786634051,70.8438314581869,67.9174846246088,50.6933452013201,61.4083359556346,71.1648159430391,64.8004115992933,38.9719690889393,24.1407407263742,26.3866211566776,27.2651915394893,42.3619010412689,108.45430820497,88.140625577723,217.988417139786,267.600690290671,245.541030193214,96.5722236734533,93.1683707520147,126.617982029827,327.659887661183,281.09262711019,545.314913366182,107.255134696406,105.533154242838,183.979112996341,149.924781497481,172.588058942785,119.046723775012,262.344929213966,197.614722992434,496.90345772323,139.57863770421,170.755882415839,89.210004194468,129.247075517215,221.100539451713,152.306746819563,330.156154093405,459.18888219652,459.954050492399
"7617","hsa_piR_011968|gb|DQ586183|Homo_sapiens:5:126543422:126543451:Minus",35.3154961105414,0.813785509681833,0.753116489092343,8.47029289432391e-85,1.09428117249051e-83,22.2239000154515,32.2829402174799,44.9160524145275,4.50902647422576,9.04991721029236,5.60026573750776,5.5962099242874,14.843611446913,17.2990873453755,77.4667907657665,76.1261684185334,67.6739740233551,42.6132999836654,66.395570735918,39.2171209857821,155.495293745815,160.734996979795,177.464457119494,116.235866040297,100.098196779396,79.8605923953675,35.7282962750338,40.4594857735723,44.9073743003353,35.4069620643442,68.6545620747059,63.4612504159606,12.0589337141158,24.4331065048004,9.64625475759053,14.0468688979568,6.0324844371808,11.8704358152963,13.0737112283764,8.05038550196247,11.5614469264915,7.86163290968419,11.0602432394241,15.3315927496951,13.4079072883926,5.13654937329717,6.91239041274262,7.53143337456361,10.1493966491583,15.2893371607148,4.78555329271577,17.2674487836242,6.32196880118277,1.72329434022954,5.20236563415795,7.96953907776784,7.64250356697696,2.63901656434781,45.7097193035925
"7618","hsa_piR_003728|gb|DQ575064|Homo_sapiens:14:20935370:20935400:Minus",34.4282921339935,2.05213704954787,0.524298363502239,3.88045441818596e-22,1.31801850848682e-21,20.989238903482,25.6364525256458,35.932841931622,15.7815926597902,18.0998344205847,16.8007972125233,11.8919460891107,2.22654171703694,13.1473063824854,25.8222635885888,24.3603738939307,35.7705291266305,32.9909419228378,38.3849393317026,45.542463080263,25.9158822909691,25.9648841275054,24.2253068448834,16.6051237200424,16.3318110534804,24.2776200881917,40.5564444203086,24.6275130795657,33.6805307252515,32.8778933454624,28.8548159444416,38.0767502495764,31.5387497138414,30.2505128154671,28.9387642727716,36.8730308571367,20.1082814572693,42.5357283381451,24.5132085532057,25.4928874228812,34.6843407794745,15.7232658193684,12.4427736443521,36.7958225992682,95.0742516813296,76.020930724798,51.4589064059729,43.933361351621,26.2690266213508,50.9644572023826,51.0459017889682,46.0465300896644,45.6586635640978,34.4658868045907,32.7005839861357,38.0766867048908,96.2955449439098,50.1413147226084,85.7057236942359
"7619","hsa_piR_005019|gb|DQ576918|Homo_sapiens:2:27127216:27127243:Plus",17.784837170717,0.0343335827043254,0.535925487311904,3.11656680858044e-21,1.03081325835766e-20,19.7545777915125,13.2929753836682,12.5764946760677,18.036105896903,9.04991721029236,15.4007307781463,11.8919460891107,10.3905280128391,13.8392698763004,9.93163984176494,12.1801869469653,9.66771057476501,17.8700935415371,16.5988926839795,7.59041051337717,10.7238133617803,14.8370766442888,16.3379976395725,8.30256186002122,7.37565660479761,9.5832710874441,5.7937777743298,3.51821615422368,12.8306783715244,4.42587025804302,13.9299111455925,16.217875106301,13.9141542855183,10.4713313592002,12.2770515096607,24.5820205714245,10.0541407286347,7.91362387686421,8.17106951773524,8.05038550196247,11.5614469264915,12.3539945723609,11.5210867077334,27.5968669494512,28.0347152393664,22.6008172425075,16.1289109630661,18.828583436409,22.0898632952268,25.4822286011913,36.6892419108209,40.2907138284564,34.4196079175506,43.9440056758532,41.2473275279666,38.0766867048908,29.0415135545125,31.6681987721738,51.4234342165416
"7620","hsa_piR_011300|gb|DQ585261|Homo_sapiens:3:102778418:102778444:Minus",12.0185120499233,1.14119948641099,1.42817374827099,1.29993111642265e-40,7.30924998726351e-40,19.7545777915125,11.393978900287,16.1697788692299,34.9449551752496,46.255132408161,28.0013286875388,12.5914723296467,13.3592503022217,15.2231968639305,10.9248038259414,17.2552648415342,20.3021922070065,23.3685838620101,25.935769818718,27.8315052157163,9.83016224829864,13.6006535905981,7.32392997636009,4.74432106286927,7.90248921942601,5.74996265246646,46.3502221946384,38.7003776964604,40.0958699110137,20.2325497510538,4.97496826628303,5.64100003697428,1.85522057140243,10.4713313592002,10.5231870082806,19.3144447346906,10.7244167772103,16.8164507383365,3.26842780709409,5.36692366797498,1.92690782108191,2.24618083133834,2.76506080985601,0,9.75120530064919,7.19116912261603,3.84021689596812,1.2552388957606,4.17916332612399,2.54822286011913,0,1.91860542040268,0.702440977909197,0.861647170114768,1.48639018118798,0,1.52850071339539,0,0
"7621","hsa_piR_020466|gb|DQ598130|Homo_sapiens:3:132680740:132680767:Minus",51.8766735274615,0.911563599155647,0.540208150205104,4.19941602570301e-30,1.78854249257963e-29,19.7545777915125,35.1314349425517,37.7294840282031,18.036105896903,18.0998344205847,19.6009300812772,18.88720849447,11.1327085851847,18.6830143330056,74.4872988132371,114.696760417257,41.5711554714895,52.2356580444931,63.2832783576718,46.8075314991592,48.2571601280115,48.838710620784,57.4646813529791,57.5248928872899,66.9077420578069,68.3606670904346,77.2503703243974,93.2327280869274,123.495279325922,91.6787410594626,73.6295303409889,68.3971254483131,66.7879405704876,65.1549506794677,57.8775285455432,161.538992326504,67.6978809061401,94.9634865223706,75.1738395631642,71.7826040591654,50.0996033481298,24.7079891447218,21.1987995422294,49.0610967990243,49.9749271658271,49.3108739836528,27.6495616509705,40.1676446643392,29.8511666151713,61.1573486428591,26.3205431099367,22.0639623346309,27.3951981384587,27.5727094436726,29.7278036237597,16.8245824975099,50.440523542048,31.6681987721738,39.9960043906434
"7622","hsa_piR_018165|gb|DQ595023|Homo_sapiens:14:102873935:102873963:Plus",89.7402249204559,-0.000615554559987709,0.520460762956988,1.47311578977595e-151,4.32060879747259e-150,19.7545777915125,32.2829402174799,30.5429156418787,10.145309567008,13.072102637089,9.80046504063858,15.3895772917904,10.3905280128391,11.7633793948554,27.8085915569418,17.2552648415342,18.3686500920535,19.2447161216554,28.0106314042154,20.2410947023391,31.2777889718593,30.292364815423,23.6619276159326,39.1406487686715,62.1662485261513,53.666318089687,62.7659258885729,91.4736200098156,54.5303830789786,69.5493897692475,41.7897334367775,43.0126252819288,231.902571425304,253.638915145071,185.0327048956,361.706874122389,237.947997244354,334.350608797513,308.049320818618,341.470518374908,296.743804446615,54.4698851599548,43.7801294893869,75.1248044735059,123.108966920696,119.167945460494,70.6599908858135,121.758172888778,70.4487532118044,119.766474425599,51.8434940044209,43.1686219590604,34.4196079175506,58.5920075678042,96.615361777219,72.6113560418847,122.280057071631,52.7803312869563,77.1351513248123
"7623","hsa_piR_004531|gb|DQ576233|Homo_sapiens:6:31698835:31698864:Plus",17.2312971652579,-0.498411682439946,0.717933109030275,1.48286315803723e-33,6.96022101687718e-33,18.5199166795429,26.5859507673364,23.3563472555543,29.3086720824674,19.1053807772839,22.401062950031,37.0748907484041,37.851209189628,39.4419191474562,23.8359356202359,42.6306543143787,21.268963264483,24.7432064421283,22.8234774404718,12.650684188962,14.2984178157071,12.3642305369073,18.0281353264248,21.9424849157704,17.9123088973656,18.5276574357253,13.5188148067695,10.554648462671,19.2460175572866,13.2776107741291,10.9449301858227,11.2820000739486,18.5522057140243,19.779181456267,15.7847805124209,24.5820205714245,28.1515940401771,36.600510430497,19.6105668425646,25.4928874228812,40.4650642427202,3.36927124700751,7.37349549294937,10.7321149247866,6.09450331290574,9.2457888719349,7.68043379193625,7.53143337456361,4.17916332612399,17.8375600208339,5.5831455081684,2.87790813060403,2.80976391163679,4.30823585057384,4.83076808886095,6.19853039381943,6.11400285358157,2.63901656434781,8.57057236942359
"7624","hsa_piR_008488|gb|DQ581533|Homo_sapiens:12:117916274:117916302:Plus",50.8506307099887,0.863076782161788,0.477922602119978,1.60907854347065e-33,7.54285976403608e-33,17.2852555675734,20.8889613171929,34.1361998350409,19.1633625154595,28.1552979875762,16.8007972125233,18.88720849447,19.2966948809868,20.0669413206356,16.8837877310004,20.3003115782756,42.537926528966,45.3625451439019,29.0480621969641,31.6267104724049,13.4047667022254,16.0734996979795,11.8309638079663,54.5596922229966,58.4784202237525,31.944236958147,106.219259196046,131.933105783388,85.003244211349,41.097366681828,69.6495557279625,41.6023752726853,80.7020948560059,80.2802070872012,65.7699188017536,59.6991928163166,30.8326982344797,62.3197880303057,56.3803796723731,67.7574113081841,79.0032206643585,31.4465316387368,34.5632601232002,61.3263709987803,59.7261324664763,44.1743246103556,40.7062990972621,79.0800504329179,44.776749922757,84.0913543839312,66.9977460980208,63.3139788732886,53.385514321099,65.4851849287224,60.9419974287074,47.817234466607,102.409547797491,95.0045963165213,85.7057236942359
"7625","hsa_piR_021057|gb|DQ598951|Homo_sapiens:9:134884780:134884806:Plus",10.042175864131,-0.997830929774954,0.880784961286723,2.53073683459925e-19,7.896364614454e-19,17.2852555675734,11.393978900287,3.5932841931622,13.5270794226773,7.03882449689406,11.2005314750155,17.4881560133981,16.3279725916043,20.0669413206356,9.93163984176494,9.135140210224,11.601252689718,19.2447161216554,9.33687713473846,10.1205473511696,20.553975610079,23.4920380201239,34.3661329659973,21.3494447829117,21.6001371997644,21.083196392377,13.5188148067695,8.79554038555919,25.6613567430487,12.0130764146882,9.94993653256607,9.1666250600832,2.78283085710365,4.6539250485334,2.63079675207014,3.51171722448921,6.70276048575645,1.97840596921605,5.71974866241467,5.36692366797498,0,6.73854249401502,8.29518242956804,3.06631854993902,4.87560265032459,3.0819296239783,6.91239041274262,1.2552388957606,8.9553499845514,5.09644572023826,11.1662910163368,9.59302710201342,7.02440977909197,1.72329434022954,5.57396317945494,4.42752170987102,1.52850071339539,7.91704969304344,2.85685745647453
