	random_trimmed_F1_S1_R1_001.fastq	random_trimmed_F2_S2_R1_001.fastq	random_trimmed_F3_S3_R1_001.fastq	random_trimmed_F4_S4_R1_001.fastq	random_trimmed_M1_S5_R1_001.fastq	random_trimmed_M2_S6_R1_001.fastq	random_trimmed_M4_S7_R1_001.fastq
hsa-miR-552-3p	0	0.354320441738381	0	0	0.0506223511854742	0.105256986511422	0.360141705677216
hsa-miR-4711-5p	0	0.354320441738381	0.111804722765655	0	0.303734107112845	0	0
hsa-miR-6505-3p	0	0.354320441738381	0.447218891062621	0.117173375115797	0.455601160669268	0.210513973022845	0.21608502340633
hsa-miR-1269b	0	0.354320441738381	0.838535420742415	0	0	0.42102794604569	0
hsa-miR-4458	0	0.354320441738381	0	0	0	0	1.36853848157342
hsa-miR-513b-5p	0	0.354320441738381	0	0	0.404978809483794	0	0.252099193974051
hsa-miR-2682-3p	0	0.354320441738381	0.0559023613828276	0	0	0.42102794604569	0.0720283411354432
hsa-miR-548aw	0	0.354320441738381	0.223609445531311	0.292933437789491	0.759335267782113	0.105256986511422	0
hsa-miR-6750-3p	0	0.354320441738381	0.0559023613828276	0.35152012534739	0	0.42102794604569	0.360141705677216
hsa-miR-194-3p	0	0.354320441738381	0.0559023613828276	0.703040250694779	0.404978809483794	0.105256986511422	0.792311752489876
hsa-mir-218-1	0	0.177160220869191	0	0	0	0	0
hsa-mir-26a-2	0	0.177160220869191	0.111804722765655	0.146466718894746	0	0.368399452789979	0
hsa-mir-16-1	0	0.177160220869191	0	0	0	0	0
hsa-mir-103a-1	0	0.177160220869191	0.139755903457069	0.410106812905288	0	0	0
hsa-mir-320c-1	0	0.141728176695352	0.0559023613828276	0.0292933437789491	0	0	0.132051958748313
hsa-miR-106a-3p	0	0	1.28575431180504	0.234346750231593	0.303734107112845	0.526284932557112	0.648255070218989
hsa-miR-3690	0	0	1.06214486627373	0.468693500463186	0	0.631541919068535	0.0720283411354432
hsa-miR-5690	0	0	0.782633059359587	0.234346750231593	0.303734107112845	0	0.0720283411354432
hsa-miR-548v	0	0	0.726730697976759	0.820213625810576	0.506223511854742	0.631541919068535	0
hsa-miR-146a-3p	0	0	0.670828336593932	1.46466718894746	0.96182467252401	0	0
hsa-miR-6745	0	0	0.614925975211104	0	0	0	0
hsa-miR-3607-3p	0	0	0.614925975211104	0.117173375115797	0.809957618967588	0.210513973022845	1.58462350497975
hsa-miR-3659	0	0	0.614925975211104	0	0	1.57885479767134	0
hsa-miR-6853-3p	0	0	0.614925975211104	0.585866875578983	0.151867053556423	1.36834082464849	0.864340093625319
hsa-miR-548al	0	0	0.503121252445449	0	0.0506223511854742	0	0
hsa-miR-502-5p	0	0	0.503121252445449	0.117173375115797	0.35435645829832	0	0.648255070218989
hsa-miR-2115-3p	0	0	0.503121252445449	0	0	0	0
hsa-miR-4772-5p	0	0	0.503121252445449	0.117173375115797	0	0	0
hsa-miR-1245b-3p	0	0	0.503121252445449	0	0	0	0.360141705677216
hsa-miR-3158-5p	0	0	0.447218891062621	0	0	0.526284932557112	0
hsa-miR-6733-3p	0	0	0.447218891062621	0.292933437789491	0.303734107112845	0.210513973022845	0.360141705677216
hsa-miR-3124-5p	0	0	0.447218891062621	0	0.303734107112845	0.631541919068535	0.360141705677216
hsa-miR-3667-5p	0	0	0.447218891062621	0	0	0	0.720283411354432
hsa-miR-2115-5p	0	0	0.391316529679794	0.234346750231593	0	0	0
hsa-miR-6864-5p	0	0	0.391316529679794	0.234346750231593	0	0.210513973022845	0.432170046812659
hsa-miR-5699-5p	0	0	0.391316529679794	0	0.556845863040216	0.315770959534267	0.864340093625319
hsa-miR-874-5p	0	0	0.391316529679794	0.410106812905288	0.607468214225691	0.842055892091379	1.65665184611519
hsa-miR-376a-2-5p	0	0	0.391316529679794	0	0	0	0.792311752489876
hsa-miR-6818-3p	0	0	0.391316529679794	0	0	0.210513973022845	0
hsa-miR-19b-1-5p	0	0	0.335414168296966	0	0.253111755927371	0	0
hsa-miR-570-3p	0	0	0.335414168296966	0	0	0	0.144056682270886
hsa-miR-6809-5p	0	0	0.335414168296966	0	1.46804818437875	1.8946257572056	0.288113364541773
hsa-miR-1237-3p	0	0	0.335414168296966	0.234346750231593	0.0506223511854742	0.526284932557112	0.288113364541773
hsa-miR-4658	0	0	0.335414168296966	0.35152012534739	0	0	0
hsa-miR-3917	0	0	0.335414168296966	0.35152012534739	0.202489404741897	0.105256986511422	0
hsa-miR-4762-5p	0	0	0.279511806914138	0	0	0.210513973022845	0
hsa-miR-219a-2-3p	0	0	0.279511806914138	0.468693500463186	0	1.99988274371703	0
hsa-miR-4530	0	0	0.279511806914138	0	0	0.210513973022845	0
hsa-miR-3664-3p	0	0	0.279511806914138	0.761626938252678	0.0506223511854742	1.78936877069418	1.58462350497975
hsa-miR-5683	0	0	0.279511806914138	0	0	0	0
hsa-miR-4525	0	0	0.279511806914138	0.35152012534739	0	0	0.792311752489876
hsa-miR-5588-3p	0	0	0.279511806914138	0.292933437789491	0	0	0
hsa-miR-6125	0	0	0.279511806914138	0	0	0	0
hsa-miR-1245b-5p	0	0	0.279511806914138	0	0.253111755927371	0.105256986511422	0
hsa-miR-4796-5p	0	0	0.279511806914138	0.0585866875578983	0	0.315770959534267	0
hsa-miR-7850-5p	0	0	0.279511806914138	0.175760062673695	0	0	0.144056682270886
hsa-miR-3194-3p	0	0	0.279511806914138	0.234346750231593	0	0	0
hsa-miR-4714-3p	0	0	0.223609445531311	0	0	0	0
hsa-miR-192-3p	0	0	0.223609445531311	0	0	0	0
hsa-miR-579-3p	0	0	0.223609445531311	0	0.151867053556423	0.210513973022845	0
hsa-miR-4485-3p	0	0	0.223609445531311	0.761626938252678	0	0.42102794604569	0.648255070218989
hsa-miR-3064-3p	0	0	0.223609445531311	0	0	0	0
hsa-miR-6735-3p	0	0	0.223609445531311	0	0	0	0
hsa-miR-518c-3p	0	0	0.223609445531311	0	0	0	0
hsa-miR-6876-5p	0	0	0.223609445531311	0.527280188021085	0.658090565411165	0.842055892091379	0.504198387948103
hsa-miR-6764-5p	0	0	0.223609445531311	0.468693500463186	0.404978809483794	0	0
hsa-miR-6741-5p	0	0	0.223609445531311	0	0	0	0
hsa-miR-4671-5p	0	0	0.223609445531311	0	0	0	0
hsa-miR-6731-5p	0	0	0.223609445531311	0	0	0	0
hsa-miR-4699-3p	0	0	0.223609445531311	0.527280188021085	1.21493642845138	0.736798905579957	0.792311752489876
hsa-miR-4703-3p	0	0	0.223609445531311	0	0	0	0
hsa-miR-1909-3p	0	0	0.223609445531311	0	0	0	0
hsa-miR-655-5p	0	0	0.223609445531311	0.234346750231593	0.455601160669268	0.842055892091379	0.504198387948103
hsa-miR-3121-3p	0	0	0.223609445531311	0	0	0	0.21608502340633
hsa-miR-7113-5p	0	0	0.223609445531311	0.468693500463186	0.556845863040216	0.736798905579957	0
hsa-miR-15a-3p	0	0	0.223609445531311	0.585866875578983	0	0	0
hsa-miR-6735-5p	0	0	0.223609445531311	0	0	0	0
hsa-miR-4668-5p	0	0	0.223609445531311	0.117173375115797	0.253111755927371	0	0.288113364541773
hsa-miR-1224-3p	0	0	0.223609445531311	0.410106812905288	0	0.842055892091379	0.144056682270886
hsa-miR-548b-3p	0	0	0.223609445531311	0	0	0	0
hsa-miR-4685-3p	0	0	0.223609445531311	0.117173375115797	0	0.210513973022845	1.00839677589621
hsa-miR-3124-3p	0	0	0.223609445531311	0	0	0	0
hsa-miR-3691-5p	0	0	0.167707084148483	1.11314706360007	0	0.210513973022845	1.00839677589621
hsa-miR-4433a-5p	0	0	0.167707084148483	0.0585866875578983	0	0	0.360141705677216
hsa-miR-6746-5p	0	0	0.167707084148483	0	0	0	0
hsa-miR-197-5p	0	0	0.167707084148483	0.35152012534739	0.303734107112845	0	0
hsa-miR-4690-3p	0	0	0.167707084148483	0	0	0	0
hsa-miR-1244	0	0	0.167707084148483	0	0	0	0
hsa-miR-3199	0	0	0.167707084148483	0	0.35435645829832	0	0
hsa-miR-548az-5p	0	0	0.167707084148483	0.175760062673695	0	0.105256986511422	0.21608502340633
hsa-miR-6770-5p	0	0	0.167707084148483	0.175760062673695	0	0	0
hsa-miR-6794-3p	0	0	0.167707084148483	0.117173375115797	0	0	0
hsa-miR-550a-3p	0	0	0.167707084148483	0.410106812905288	0.506223511854742	0.42102794604569	0.720283411354432
hsa-miR-548h-5p	0	0	0.167707084148483	0.234346750231593	0	0	0
hsa-miR-7853-5p	0	0	0.167707084148483	0	0	0	0
hsa-miR-4753-3p	0	0	0.167707084148483	0.0585866875578983	0	0	0.21608502340633
hsa-miR-3126-3p	0	0	0.167707084148483	0	0	0	0.504198387948103
hsa-miR-548ag	0	0	0.167707084148483	0.175760062673695	1.31618113082233	0.210513973022845	0
hsa-miR-6787-5p	0	0	0.167707084148483	0.35152012534739	0	0	0
hsa-miR-376b-5p	0	0	0.167707084148483	0	0	0.105256986511422	0.828325923057597
hsa-miR-7158-3p	0	0	0.167707084148483	0	0	0	0
hsa-miR-4799-5p	0	0	0.167707084148483	0	0	0	0
hsa-miR-6739-3p	0	0	0.167707084148483	0	0	0	0
hsa-miR-96-3p	0	0	0.167707084148483	0	0	0.210513973022845	0.21608502340633
hsa-miR-376c-5p	0	0	0.167707084148483	0	0	0.105256986511422	0.828325923057597
hsa-miR-6804-5p	0	0	0.167707084148483	0.35152012534739	0	0.210513973022845	0.0720283411354432
hsa-miR-4453	0	0	0.167707084148483	0	0	0	0
hsa-miR-4654	0	0	0.167707084148483	0.585866875578983	0	0.210513973022845	0.21608502340633
hsa-miR-105-3p	0	0	0.167707084148483	0	0	0	0.864340093625319
hsa-miR-1229-3p	0	0	0.167707084148483	0.292933437789491	0.404978809483794	0.315770959534267	2.80910530428229
hsa-miR-3127-5p	0	0	0.167707084148483	0.761626938252678	0.455601160669268	0.42102794604569	0.144056682270886
hsa-miR-6837-5p	0	0	0.167707084148483	0	0.202489404741897	0	0
hsa-miR-3144-3p	0	0	0.167707084148483	0.117173375115797	0	0	0.21608502340633
hsa-miR-3611	0	0	0.167707084148483	0.35152012534739	0	0	0.288113364541773
hsa-miR-4999-5p	0	0	0.167707084148483	0.761626938252678	0	0	0
hsa-miR-603	0	0	0.167707084148483	0	0	0.315770959534267	0
hsa-mir-374b	0	0	0.167707084148483	0	0	0	0
hsa-miR-6727-3p	0	0	0.167707084148483	0	0	0	0
hsa-miR-632	0	0	0.167707084148483	0	0	0	0
hsa-miR-6515-3p	0	0	0.167707084148483	0.0585866875578983	0	0.105256986511422	0
hsa-miR-891b	0	0	0.167707084148483	0.117173375115797	0.151867053556423	0.315770959534267	0.576226729083546
hsa-miR-6799-3p	0	0	0.111804722765655	0	0	0	0
hsa-miR-4751	0	0	0.111804722765655	0	0	0	0
hsa-miR-4644	0	0	0.111804722765655	0.117173375115797	0	0.210513973022845	0
hsa-miR-5006-3p	0	0	0.111804722765655	0	0	0.42102794604569	0
hsa-mir-23a	0	0	0.111804722765655	0.439400156684237	0.17717822914916	0.105256986511422	0.684269240786711
hsa-miR-1278	0	0	0.111804722765655	0.234346750231593	0	0.210513973022845	0.288113364541773
hsa-miR-5187-5p	0	0	0.111804722765655	0.644453563136881	0.860579970153062	1.15782685162565	2.95316198655317
hsa-miR-5584-5p	0	0	0.111804722765655	0	0.556845863040216	1.05256986511422	0.360141705677216
hsa-miR-6852-5p	0	0	0.111804722765655	0.0585866875578983	0	0.210513973022845	0.21608502340633
hsa-miR-548am-3p	0	0	0.111804722765655	0	0	0	0
hsa-miR-548o-3p	0	0	0.111804722765655	0.234346750231593	0	0	0.144056682270886
hsa-miR-7112-3p	0	0	0.111804722765655	0	0	0	0
hsa-miR-3943	0	0	0.111804722765655	0	0	0	0
hsa-miR-6776-3p	0	0	0.111804722765655	0	0	0	0
hsa-miR-5696	0	0	0.111804722765655	0.468693500463186	0.101244702370948	0.210513973022845	0.648255070218989
hsa-miR-6842-5p	0	0	0.111804722765655	0	0	0	0.144056682270886
hsa-miR-215-3p	0	0	0.111804722765655	0.0585866875578983	0	0.210513973022845	0
hsa-miR-6767-5p	0	0	0.111804722765655	0	0	0.105256986511422	0
hsa-miR-6502-5p	0	0	0.111804722765655	1.28890712627376	0	0.210513973022845	0
hsa-miR-7151-5p	0	0	0.111804722765655	0	0.253111755927371	0	0.144056682270886
hsa-miR-2681-3p	0	0	0.111804722765655	0.468693500463186	0	0.315770959534267	0
hsa-miR-551b-3p	0	0	0.111804722765655	0.175760062673695	0.0506223511854742	0	0.360141705677216
hsa-miR-34b-5p	0	0	0.111804722765655	0	0.202489404741897	0.631541919068535	0
hsa-miR-1910-3p	0	0	0.111804722765655	0.703040250694779	0.151867053556423	0.42102794604569	0.432170046812659
hsa-miR-5703	0	0	0.111804722765655	0	0	0	0
hsa-miR-4688	0	0	0.111804722765655	0	0	0	0
hsa-miR-6726-3p	0	0	0.111804722765655	0	0.151867053556423	0.631541919068535	0.648255070218989
hsa-miR-6832-5p	0	0	0.111804722765655	0	0.35435645829832	0.631541919068535	0
hsa-miR-3187-3p	0	0	0.111804722765655	0.175760062673695	0	0.105256986511422	0.360141705677216
hsa-miR-6782-3p	0	0	0.111804722765655	0	0	0	0.0720283411354432
hsa-miR-5699-3p	0	0	0.111804722765655	0	0	0	0
hsa-miR-3938	0	0	0.111804722765655	0.410106812905288	0	0	0.360141705677216
hsa-miR-4755-3p	0	0	0.111804722765655	0	0	0	0
hsa-miR-548i	0	0	0.111804722765655	0.234346750231593	0.35435645829832	0.210513973022845	0
hsa-miR-3928-5p	0	0	0.111804722765655	0	0	0.210513973022845	0
hsa-miR-6757-3p	0	0	0.111804722765655	0	0	0	0
hsa-miR-3609	0	0	0.111804722765655	0	0.202489404741897	0.42102794604569	0
hsa-miR-1251-5p	0	0	0.111804722765655	0	0	0	0
hsa-miR-1225-5p	0	0	0.111804722765655	0.117173375115797	0	0	0.432170046812659
hsa-miR-633	0	0	0.111804722765655	0	0	0	0
hsa-miR-598-5p	0	0	0.111804722765655	0.234346750231593	0.151867053556423	0	0.144056682270886
hsa-miR-4640-5p	0	0	0.111804722765655	0	0	0	0
hsa-miR-4649-5p	0	0	0.111804722765655	0	0	0	0
hsa-miR-6880-3p	0	0	0.111804722765655	0	0	0	0
hsa-miR-4474-3p	0	0	0.111804722765655	0	0	0	0
hsa-miR-1343-5p	0	0	0.111804722765655	0	0	0	0
hsa-miR-4699-5p	0	0	0.111804722765655	0.175760062673695	0	0	0.576226729083546
hsa-miR-4781-5p	0	0	0.111804722765655	0.234346750231593	0	0	0
hsa-miR-3116	0	0	0.111804722765655	0	0	0	0
hsa-miR-4804-3p	0	0	0.111804722765655	1.34749381383166	0.35435645829832	0	0
hsa-miR-1305	0	0	0.111804722765655	0.0585866875578983	0	0	0
hsa-miR-6751-5p	0	0	0.111804722765655	0.0585866875578983	0	0	0
hsa-mir-320c-2	0	0	0.111804722765655	0.0292933437789491	0	0.18946257572056	0.132051958748313
hsa-miR-6877-5p	0	0	0.111804722765655	0.117173375115797	0	0	0.936368434760762
hsa-miR-4696	0	0	0.111804722765655	0	0	0	0
hsa-miR-605-5p	0	0	0.111804722765655	0.117173375115797	0.708712916596639	0	0
hsa-miR-211-5p	0	0	0.111804722765655	0.878800313368474	0.35435645829832	1.10519835836994	0.288113364541773
hsa-miR-4750-5p	0	0	0.111804722765655	0.175760062673695	0	0.105256986511422	0
hsa-miR-548ah-3p|hsa-miR-548av-3p	0	0	0.0838535420742415	0	0	0.736798905579957	0.432170046812659
hsa-miR-3144-5p	0	0	0.0559023613828276	0	0	0	0.504198387948103
hsa-miR-4498	0	0	0.0559023613828276	0.0585866875578983	0	0.105256986511422	0
hsa-miR-1915-3p	0	0	0.0559023613828276	0.234346750231593	0	0.105256986511422	0
hsa-miR-3176	0	0	0.0559023613828276	0	0.101244702370948	0.42102794604569	0.144056682270886
hsa-miR-4524a-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-6841-3p	0	0	0.0559023613828276	0.0585866875578983	0	0	0
hsa-miR-302b-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-4645-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-1277-5p	0	0	0.0559023613828276	0.234346750231593	0	0	0
hsa-miR-7844-5p	0	0	0.0559023613828276	0.117173375115797	0	0	0
hsa-miR-3179	0	0	0.0559023613828276	0.292933437789491	0.253111755927371	0.947312878602802	0.21608502340633
hsa-miR-4768-5p	0	0	0.0559023613828276	0	0	0	0.0720283411354432
hsa-miR-4743-3p	0	0	0.0559023613828276	0	0	0.210513973022845	0.144056682270886
hsa-miR-656-5p	0	0	0.0559023613828276	0.585866875578983	0	0.315770959534267	0.504198387948103
hsa-miR-6879-3p	0	0	0.0559023613828276	0	0.35435645829832	0	0
hsa-miR-5004-3p	0	0	0.0559023613828276	0.35152012534739	0	0	0.21608502340633
hsa-miR-2681-5p	0	0	0.0559023613828276	0	0	0	0.0720283411354432
hsa-miR-6829-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-4743-5p	0	0	0.0559023613828276	0	0.101244702370948	0.105256986511422	0.648255070218989
hsa-miR-1236-3p	0	0	0.0559023613828276	0	0	0.105256986511422	0
hsa-miR-4639-5p	0	0	0.0559023613828276	0	0	0.105256986511422	0
hsa-miR-6831-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-510-5p	0	0	0.0559023613828276	0.0585866875578983	0	0	0
hsa-miR-4504	0	0	0.0559023613828276	0	0.253111755927371	0	0
hsa-miR-1538	0	0	0.0559023613828276	0.0585866875578983	0	0.42102794604569	0
hsa-miR-6834-5p	0	0	0.0559023613828276	0	0.911202321338536	0	0
hsa-miR-6751-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-31-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-6750-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-1292-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-449c-5p	0	0	0.0559023613828276	0.234346750231593	0	0	0
hsa-miR-3607-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-4640-3p	0	0	0.0559023613828276	0.761626938252678	0.0506223511854742	0.210513973022845	0.0720283411354432
hsa-miR-4668-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-1286	0	0	0.0559023613828276	0	0	0	0
hsa-miR-4470	0	0	0.0559023613828276	0.937387000926373	0.303734107112845	0	0
hsa-miR-6727-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-4727-3p	0	0	0.0559023613828276	0.585866875578983	0	0.947312878602802	1.51259516384431
hsa-miR-581	0	0	0.0559023613828276	0.175760062673695	0.0506223511854742	0	0
hsa-miR-3170	0	0	0.0559023613828276	0	0	0	0
hsa-miR-1277-3p	0	0	0.0559023613828276	0.35152012534739	0	0	0
hsa-miR-6514-3p	0	0	0.0559023613828276	0.234346750231593	0	0.526284932557112	0
hsa-miR-4695-5p	0	0	0.0559023613828276	0.117173375115797	0	0	0
hsa-miR-7974	0	0	0.0559023613828276	0	0	0	0
hsa-miR-6504-5p	0	0	0.0559023613828276	0	0	0	0.360141705677216
hsa-miR-3929	0	0	0.0559023613828276	0	0	0.526284932557112	0
hsa-miR-6795-3p	0	0	0.0559023613828276	0.175760062673695	0	0	0
hsa-miR-6729-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-6772-3p	0	0	0.0559023613828276	0.585866875578983	0	0.42102794604569	0.720283411354432
hsa-miR-4424	0	0	0.0559023613828276	0.234346750231593	0	0.315770959534267	0
hsa-miR-2114-5p	0	0	0.0559023613828276	0.0585866875578983	0	0	0
hsa-miR-1914-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-652-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-6769a-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-6869-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-4446-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-3187-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-7843-3p	0	0	0.0559023613828276	0	0	0.42102794604569	0
hsa-miR-4757-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-548aj-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-1253	0	0	0.0559023613828276	0	0	0	0
hsa-miR-6783-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-1236-5p	0	0	0.0559023613828276	0	0.0506223511854742	0.105256986511422	0.504198387948103
hsa-miR-548ax	0	0	0.0559023613828276	0.761626938252678	0.759335267782113	0.210513973022845	0.0720283411354432
hsa-miR-642b-3p	0	0	0.0559023613828276	0	0	0	0.360141705677216
hsa-miR-4461	0	0	0.0559023613828276	0	0	0	0
hsa-miR-3194-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-1909-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-135a-3p	0	0	0.0559023613828276	0.0585866875578983	0.556845863040216	0.105256986511422	0.864340093625319
hsa-miR-1193	0	0	0.0559023613828276	0	0	0	0.576226729083546
hsa-miR-4717-3p	0	0	0.0559023613828276	0	0.202489404741897	0.526284932557112	0.144056682270886
hsa-miR-371a-3p	0	0	0.0559023613828276	0.175760062673695	0	0	0
hsa-miR-580-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-4436b-3p	0	0	0.0559023613828276	0.117173375115797	0.253111755927371	0	0
hsa-miR-6848-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-412-3p	0	0	0.0559023613828276	0.468693500463186	0	0.315770959534267	1.00839677589621
hsa-let-7f-2	0	0	0.0559023613828276	0.0878800313368474	0	0.0526284932557112	0
hsa-miR-6854-5p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-551a	0	0	0.0559023613828276	0	0	0	0
hsa-miR-512-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-3616-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-381-5p	0	0	0.0559023613828276	0.175760062673695	0.607468214225691	0	0
hsa-miR-1226-5p	0	0	0.0559023613828276	0.0585866875578983	0.253111755927371	0	0
hsa-miR-6867-5p	0	0	0.0559023613828276	0	0	0.210513973022845	0.21608502340633
hsa-miR-6822-3p	0	0	0.0559023613828276	0	0	0	0
hsa-miR-4520-2-3p	0	0	0.0279511806914138	0	0	0	0
hsa-miR-548ah-3p	0	0	0.0279511806914138	0.117173375115797	0	0	0
hsa-miR-4520-3p	0	0	0.0279511806914138	0	0	0	0
hsa-miR-550b-2-5p	0	0	0.0279511806914138	0	0	0	0
hsa-miR-544b	0	0	0	1.11314706360007	0	0	0
hsa-miR-4687-3p	0	0	0	0.878800313368474	0	0	0
hsa-miR-6809-3p	0	0	0	0.761626938252678	0	0.210513973022845	0
hsa-miR-196a-3p	0	0	0	0.761626938252678	0.911202321338536	0	0
hsa-miR-4746-5p	0	0	0	0.703040250694779	0	0	0.432170046812659
hsa-miR-6734-3p	0	0	0	0.703040250694779	0.759335267782113	0	0.504198387948103
hsa-miR-877-3p	0	0	0	0.644453563136881	0.101244702370948	0.315770959534267	0.360141705677216
hsa-miR-7156-3p	0	0	0	0.644453563136881	0	0	0.144056682270886
hsa-miR-4747-5p	0	0	0	0.644453563136881	0	0	0
hsa-miR-516b-5p	0	0	0	0.585866875578983	0	0.105256986511422	0.21608502340633
hsa-miR-6733-5p	0	0	0	0.585866875578983	0.101244702370948	0	0
hsa-miR-4433b-5p	0	0	0	0.527280188021085	0	0.315770959534267	0.360141705677216
hsa-miR-6854-3p	0	0	0	0.527280188021085	0	0	0
hsa-miR-1267	0	0	0	0.527280188021085	0	0.42102794604569	0
hsa-miR-6826-3p	0	0	0	0.468693500463186	0	0.210513973022845	0.21608502340633
hsa-miR-6858-5p	0	0	0	0.410106812905288	0	0	0
hsa-miR-6784-3p	0	0	0	0.410106812905288	0	0	0
hsa-miR-6819-3p	0	0	0	0.410106812905288	0	0	0
hsa-miR-301b-3p	0	0	0	0.410106812905288	0	0.105256986511422	0.576226729083546
hsa-miR-3916	0	0	0	0.410106812905288	0	0	0.288113364541773
hsa-miR-6501-5p	0	0	0	0.410106812905288	0	0	0
hsa-miR-6726-5p	0	0	0	0.410106812905288	0	0	0
hsa-miR-373-3p	0	0	0	0.410106812905288	0	0	0
hsa-miR-6810-5p	0	0	0	0.35152012534739	0	0.210513973022845	0
hsa-miR-3529-5p	0	0	0	0.35152012534739	0.303734107112845	0	0
hsa-miR-6865-3p	0	0	0	0.35152012534739	0	0	0
hsa-miR-4639-3p	0	0	0	0.35152012534739	0	0.105256986511422	0
hsa-miR-92a-2-5p	0	0	0	0.35152012534739	1.5692928867497	0.736798905579957	1.29651014043798
hsa-miR-6762-3p	0	0	0	0.35152012534739	0	0	0
hsa-miR-4435	0	0	0	0.35152012534739	0	0	0
hsa-miR-6509-5p	0	0	0	0.35152012534739	0.35435645829832	0.210513973022845	0.21608502340633
hsa-miR-6796-5p	0	0	0	0.35152012534739	0	0	0
hsa-miR-4637	0	0	0	0.35152012534739	0	0	0
hsa-miR-6811-5p	0	0	0	0.292933437789491	0	0	0
hsa-miR-3177-5p	0	0	0	0.292933437789491	0	0	0
hsa-miR-6787-3p	0	0	0	0.292933437789491	0	0	0.864340093625319
hsa-miR-3678-5p	0	0	0	0.292933437789491	0	0	0
hsa-miR-205-5p	0	0	0	0.292933437789491	0.0506223511854742	0.842055892091379	0.0720283411354432
hsa-miR-4457	0	0	0	0.292933437789491	0	0	0
hsa-miR-4726-5p	0	0	0	0.292933437789491	0	0	0
hsa-miR-3675-5p	0	0	0	0.292933437789491	0	0	0
hsa-mir-218-2	0	0	0	0.292933437789491	0	0.0526284932557112	0.144056682270886
hsa-miR-4723-5p	0	0	0	0.292933437789491	0.151867053556423	0	0.144056682270886
hsa-miR-504-3p	0	0	0	0.292933437789491	0	0.42102794604569	0.0720283411354432
hsa-miR-5579-3p	0	0	0	0.234346750231593	0.708712916596639	0	0
hsa-miR-128-2-5p	0	0	0	0.234346750231593	0	0	0
hsa-miR-3681-5p	0	0	0	0.234346750231593	0	0	0
hsa-miR-4761-3p	0	0	0	0.234346750231593	0	0	0
hsa-miR-942-3p	0	0	0	0.234346750231593	0	0.315770959534267	0
hsa-miR-6807-5p	0	0	0	0.234346750231593	0.506223511854742	0.105256986511422	0
hsa-miR-4669	0	0	0	0.234346750231593	0	0	0
hsa-miR-6818-5p	0	0	0	0.234346750231593	0.253111755927371	0	0.360141705677216
hsa-miR-4501	0	0	0	0.234346750231593	0	0	0.21608502340633
hsa-miR-5000-5p	0	0	0	0.175760062673695	0	0	0
hsa-miR-4641	0	0	0	0.175760062673695	0	0	0
hsa-miR-155-3p	0	0	0	0.175760062673695	0	0	0
hsa-miR-6757-5p	0	0	0	0.175760062673695	0.658090565411165	0.631541919068535	0.432170046812659
hsa-miR-4783-3p	0	0	0	0.175760062673695	0	0	0
hsa-miR-6515-5p	0	0	0	0.175760062673695	0.35435645829832	0	1.00839677589621
hsa-miR-627-5p	0	0	0	0.175760062673695	0.35435645829832	0.315770959534267	0.288113364541773
hsa-miR-6754-3p	0	0	0	0.175760062673695	0	0	0
hsa-miR-6774-5p	0	0	0	0.175760062673695	0	0	0
hsa-miR-4670-3p	0	0	0	0.175760062673695	0	0	0
hsa-miR-6885-3p	0	0	0	0.175760062673695	0	0	0
hsa-miR-6847-5p	0	0	0	0.175760062673695	0.303734107112845	0.736798905579957	0.792311752489876
hsa-miR-6874-5p	0	0	0	0.175760062673695	0	0	0
hsa-miR-6851-5p	0	0	0	0.175760062673695	0	0	0
hsa-miR-509-5p	0	0	0	0.175760062673695	0	0	0.648255070218989
hsa-miR-7855-5p	0	0	0	0.175760062673695	0	0	0
hsa-miR-6771-5p	0	0	0	0.175760062673695	0	0	0
