	trimmed_19101-0001_SmallRNA.fastq.fastq	trimmed_19101-0002_SmallRNA.fastq.fastq	trimmed_19101-0003_SmallRNA.fastq.fastq	trimmed_19101-0004_SmallRNA.fastq.fastq	trimmed_19101-0005_SmallRNA.fastq.fastq	trimmed_19101-0006_SmallRNA.fastq.fastq	trimmed_19101-0007_SmallRNA.fastq.fastq	trimmed_19101-0008_SmallRNA.fastq.fastq	trimmed_19101-0009_SmallRNA.fastq.fastq	trimmed_19101-0010_SmallRNA.fastq.fastq	trimmed_19101-0011_SmallRNA.fastq.fastq	trimmed_19101-0012_SmallRNA.fastq.fastq	trimmed_19101-0013_SmallRNA.fastq.fastq	trimmed_19101-0014_SmallRNA.fastq.fastq	trimmed_19101-0015_SmallRNA.fastq.fastq	trimmed_19101-0016_SmallRNA.fastq.fastq	trimmed_19101-0017_SmallRNA.fastq.fastq	trimmed_19101-0018_SmallRNA.fastq.fastq	trimmed_19101-0019_SmallRNA.fastq.fastq	trimmed_19101-0020_SmallRNA.fastq.fastq	trimmed_19101-0021_SmallRNA.fastq.fastq	trimmed_19101-0022_SmallRNA.fastq.fastq	trimmed_19101-0023_SmallRNA.fastq.fastq	trimmed_19101-0024_SmallRNA.fastq.fastq	trimmed_19101-0025_SmallRNA.fastq.fastq	trimmed_19101-0026_SmallRNA.fastq.fastq	trimmed_19101-0027_SmallRNA.fastq.fastq	trimmed_19101-0028_SmallRNA.fastq.fastq	trimmed_19101-0029_SmallRNA.fastq.fastq	trimmed_19101-0030_SmallRNA.fastq.fastq	trimmed_19101-0031_SmallRNA.fastq.fastq	trimmed_19101-0032_SmallRNA.fastq.fastq	trimmed_19101-0033_SmallRNA.fastq.fastq	trimmed_19101-0034_SmallRNA.fastq.fastq	trimmed_19101-0035_SmallRNA.fastq.fastq	trimmed_19101-0036_SmallRNA.fastq.fastq	trimmed_19101-0037_SmallRNA.fastq.fastq	trimmed_19101-0038_SmallRNA.fastq.fastq	trimmed_19101-0039_SmallRNA.fastq.fastq	trimmed_19101-0040_SmallRNA.fastq.fastq	trimmed_19101-0041_SmallRNA.fastq.fastq	trimmed_19101-0042_SmallRNA.fastq.fastq	trimmed_19101-0043_SmallRNA.fastq.fastq	trimmed_19101-0044_SmallRNA.fastq.fastq	trimmed_19101-0045_SmallRNA.fastq.fastq	trimmed_19101-0046_SmallRNA.fastq.fastq	trimmed_19101-0047_SmallRNA.fastq.fastq	trimmed_19101-0048_SmallRNA.fastq.fastq	trimmed_19101-0049_SmallRNA.fastq.fastq	trimmed_19101-0050_SmallRNA.fastq.fastq	trimmed_19101-0051_SmallRNA.fastq.fastq	trimmed_19101-0052_SmallRNA.fastq.fastq	trimmed_19101-0053_SmallRNA.fastq.fastq	trimmed_19101-0054_SmallRNA.fastq.fastq
hsa_piR_016149|gb|DQ592030|Homo_sapiens:12:3451931:3451961:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa_piR_017261|gb|DQ593866|Homo_sapiens:4:108825257:108825285:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa_piR_018346|gb|DQ595252|Homo_sapiens:17:41934662:41934687:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa_piR_018855|gb|DQ595907|Homo_sapiens:17:45984463:45984488:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009866|gb|DQ583283|Homo_sapiens:15:80552377:80552405:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005416|gb|DQ577449|Homo_sapiens:11:100349140:100349166:Plus	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa_piR_017524|gb|DQ594215|Homo_sapiens:6:33956707:33956735:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011209|gb|DQ585128|Homo_sapiens:12:119623232:119623263:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
hsa_piR_022193|gb|DQ600392|Homo_sapiens:5:177509340:177509367:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002815|gb|DQ573785|Homo_sapiens:18:31143230:31143256:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa_piR_014058|gb|DQ589211|Homo_sapiens:1:84180763:84180788:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016032|gb|DQ591888|Homo_sapiens:17:20845420:20845445:Minus	0	0	0	0	0	0	1	2	1	0	1	0	1	1	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0
hsa_piR_014460|gb|DQ589802|Homo_sapiens:1:47130489:47130514:Plus	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa_piR_004297|gb|DQ575865|Homo_sapiens:7:6594952:6594980:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016097|gb|DQ591966|Homo_sapiens:8:28666245:28666270:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001866|gb|DQ572495|Homo_sapiens:19:62603333:62603361:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007320|gb|DQ579983|Homo_sapiens:16:22460452:22460478:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
hsa_piR_007150|gb|DQ579752|Homo_sapiens:6:31432466:31432496:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa_piR_009324|gb|DQ582605|Homo_sapiens:19:54484812:54484837:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022414|gb|DQ600663|Homo_sapiens:19:11347352:11347377:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010960|gb|DQ584788|Homo_sapiens:9:138455763:138455792:Minus	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa_piR_021812|gb|DQ599878|Homo_sapiens:12:131958967:131958997:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008712|gb|DQ581824|Homo_sapiens:9:122382051:122382076:Minus	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
hsa_piR_022410|gb|DQ600658|Homo_sapiens:2:74545548:74545573:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008463|gb|DQ581474|Homo_sapiens:17:43348792:43348819:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010523|gb|DQ584172|Homo_sapiens:6:93717125:93717150:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007620|gb|DQ580384|Homo_sapiens:3:52536950:52536975:Minus	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0
hsa_piR_013364|gb|DQ588120|Homo_sapiens:19:39998291:39998320:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009669|gb|DQ583034|Homo_sapiens:5:17571382:17571411:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017022|gb|DQ593521|Homo_sapiens:2:3407327:3407355:Plus	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012824|gb|DQ587367|Homo_sapiens:17:26401325:26401350:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017704|gb|DQ594435|Homo_sapiens:22:36096450:36096479:Minus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002098|gb|DQ572800|Homo_sapiens:3:51405015:51405041:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006787|gb|DQ579269|Homo_sapiens:15:80541102:80541130:Minus	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014440|gb|DQ589771|Homo_sapiens:X:100710490:100710516:Plus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001929|gb|DQ572565|Homo_sapiens:X:146861475:146861503:Minus	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1.5	0	0	0.5	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	1.5	1	0	0.5	0	1.5	0	0.5	1	1	0	0.5	0	0.5	0	0	0	0	0.5	0	0
hsa_piR_016963|gb|DQ593398|Homo_sapiens:14:100485962:100485989:Plus	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
hsa_piR_012614|gb|DQ587058|Homo_sapiens:1:38050474:38050504:Minus	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007491|gb|DQ580215|Homo_sapiens:1:111991386:111991414:Plus	0	0	0	0	0	0	0.5	0.5	0	0	0.333333333333333	0.5	1.5	0	0	0	0	1	0	0.333333333333333	0	0	0.333333333333333	0.5	0.333333333333333	0	0	0	2.5	0	0	1	1.33333333333333	0	0	0.333333333333333	0	0.333333333333333	1.5	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0	1
hsa_piR_021405|gb|DQ599385|Homo_sapiens:1:38050480:38050509:Minus	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011240|gb|DQ585176|Homo_sapiens:3:10295670:10295697:Plus	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011392|gb|DQ585387|Homo_sapiens:3:10295675:10295701:Plus	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001930|gb|DQ572566|Homo_sapiens:12:124653798:124653825:Minus	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1.5	0	0	0.5	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	1.5	1	0	0.5	0	1.5	0	0.5	1	1	0	0.5	0	0.5	0	0	0	0	0.5	0	0
hsa_piR_007490|gb|DQ580214|Homo_sapiens:1:12539916:12539944:Plus	0	0	0	0	0	0	0.5	0.5	0	0	0.333333333333333	0.5	0.5	0	0	0	0	0	0	0.333333333333333	0	0	0.333333333333333	0.5	0.333333333333333	0	0	0	0.5	0	0	0	0.333333333333333	0	0	0.333333333333333	0	0.333333333333333	0.5	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0
hsa_piR_022552|gb|DQ600853|Homo_sapiens:9:104288887:104288913:Plus	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0.2	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.142857142857143	0	0	0	0.2	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0
hsa_piR_020022|gb|DQ597499|Homo_sapiens:5:100052269:100052297:Plus	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0.2	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.142857142857143	0	0	0	0.2	0	0	0	0	0	0	0	0.333333333333333	0	0.333333333333333	0	0	0.333333333333333	0	0	0	0
hsa_piR_001413|gb|DQ571947|Homo_sapiens:12:63424858:63424883:Minus	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0
hsa_piR_012529|gb|DQ586947|Homo_sapiens:7:5037165:5037195:Plus	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022757|gb|DQ601130|Homo_sapiens:3:3865596:3865623:Plus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
hsa_piR_014830|gb|DQ590290|Homo_sapiens:11:133620141:133620167:Plus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa_piR_017366|gb|DQ594009|Homo_sapiens:17:36244619:36244647:Plus	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005514|gb|DQ577575|Homo_sapiens:12:54089939:54089967:Plus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
hsa_piR_011643|gb|DQ585767|Homo_sapiens:X:100582600:100582628:Plus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010422|gb|DQ584039|Homo_sapiens:15:18948754:18948782:Minus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa_piR_018008|gb|DQ594822|Homo_sapiens:13:26726749:26726777:Plus	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa_piR_019790|gb|DQ597165|Homo_sapiens:2:204002221:204002246:Plus	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hsa_piR_008663|gb|DQ581765|Homo_sapiens:1:141615527:141615552:Minus	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa_piR_021785|gb|DQ599843|Homo_sapiens:12:52913600:52913630:Minus	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	1	1	0	0	0
hsa_piR_017409|gb|DQ594066|Homo_sapiens:1:154572245:154572270:Minus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017000|gb|DQ593490|Homo_sapiens:4:119772975:119773004:Plus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017212|gb|DQ593798|Homo_sapiens:16:2756928:2756955:Plus	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
hsa_piR_003384|gb|DQ574582|Homo_sapiens:7:100514732:100514762:Minus	0	0	0	0	0	0	0	2	2	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	2	0	1	0	1	2	0	0	0	0
hsa_piR_016531|gb|DQ592769|Homo_sapiens:10:42602664:42602691:Plus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011349|gb|DQ585326|Homo_sapiens:3:100040517:100040543:Minus	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	1	3	1	1	2	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	2	0	0	0	1	0	0	2	0	0	0	0	2	0	0	2	0
hsa_piR_014851|gb|DQ590316|Homo_sapiens:22:19554668:19554694:Plus	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016001|gb|DQ591847|Homo_sapiens:12:56504320:56504346:Minus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
hsa_piR_021306|gb|DQ599274|Homo_sapiens:X:104876234:104876259:Minus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa_piR_012287|gb|DQ586619|Homo_sapiens:15:69906181:69906210:Minus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002256|gb|DQ573044|Homo_sapiens:1:201116830:201116856:Minus	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
hsa_piR_015774|gb|DQ591554|Homo_sapiens:22:25238656:25238682:Plus	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
hsa_piR_002427|gb|DQ573272|Homo_sapiens:5:68964915:68964944:Minus	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020745|gb|DQ598552|Homo_sapiens:16:10930834:10930859:Minus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012331|gb|DQ586682|Homo_sapiens:3:15065077:15065104:Plus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011045|gb|DQ584905|Homo_sapiens:9:39396902:39396929:Plus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005161|gb|DQ577119|Homo_sapiens:2:236701660:236701688:Plus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa_piR_004712|gb|DQ576467|Homo_sapiens:1:110401884:110401914:Plus	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa_piR_009454|gb|DQ582767|Homo_sapiens:17:76007791:76007818:Plus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa_piR_019095|gb|DQ596216|Homo_sapiens:11:77605912:77605939:Minus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003879|gb|DQ575278|Homo_sapiens:10:105950050:105950080:Plus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004874|gb|DQ576705|Homo_sapiens:7:72136475:72136501:Plus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014671|gb|DQ590083|Homo_sapiens:3:100275376:100275404:Plus	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa_piR_014739|gb|DQ590172|Homo_sapiens:6:110309979:110310007:Plus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
